model,location,target_end_date,target_variable,value,location_name,population
Observed Data (JHU),GB,2022-08-13,inc case,51927,United Kingdom,66022273
Observed Data (JHU),GB,2022-08-20,inc case,39961,United Kingdom,66022273
Observed Data (JHU),GB,2022-08-27,inc case,32088,United Kingdom,66022273
Observed Data (JHU),GB,2022-09-03,inc case,28917,United Kingdom,66022273
Observed Data (JHU),GB,2022-09-10,inc case,32727,United Kingdom,66022273
Observed Data (JHU),GB,2022-09-17,inc case,30786,United Kingdom,66022273
Observed Data (JHU),GB,2022-09-24,inc case,36647,United Kingdom,66022273
Observed Data (JHU),GB,2022-10-01,inc case,50900,United Kingdom,66022273
Observed Data (JHU),GB,2022-10-08,inc case,62421,United Kingdom,66022273
Observed Data (JHU),GB,2022-10-15,inc case,63520,United Kingdom,66022273
Observed Data (JHU),GB,2022-10-22,inc case,56729,United Kingdom,66022273
Observed Data (JHU),GB,2022-10-29,inc case,42963,United Kingdom,66022273
Observed Data (JHU),GB,2022-11-05,inc case,31552,United Kingdom,66022273
Observed Data (JHU),GB,2022-11-12,inc case,24155,United Kingdom,66022273
Observed Data (JHU),GB,2022-11-19,inc case,23441,United Kingdom,66022273
Observed Data (JHU),GB,2022-11-26,inc case,20535,United Kingdom,66022273
Observed Data (JHU),GB,2022-12-03,inc case,26574,United Kingdom,66022273
Observed Data (JHU),GB,2022-12-10,inc case,28830,United Kingdom,66022273
Observed Data (JHU),GB,2022-12-17,inc case,35466,United Kingdom,66022273
Observed Data (JHU),GB,2022-12-24,inc case,46042,United Kingdom,66022273
Observed Data (JHU),GB,2022-12-31,inc case,0,United Kingdom,66022273
Observed Data (JHU),GB,2023-01-07,inc case,75047,United Kingdom,66022273
Observed Data (JHU),GB,2023-01-14,inc case,33262,United Kingdom,66022273
Observed Data (JHU),GB,2023-01-21,inc case,15847,United Kingdom,66022273
Observed Data (JHU),GB,2023-01-28,inc case,15121,United Kingdom,66022273
Observed Data (JHU),GB,2023-02-04,inc case,19391,United Kingdom,66022273
Observed Data (JHU),GR,2020-01-25,inc case,0,Greece,10760421
Observed Data (JHU),GR,2020-02-01,inc case,0,Greece,10760421
Observed Data (JHU),GR,2020-02-08,inc case,0,Greece,10760421
Observed Data (JHU),GR,2020-02-15,inc case,0,Greece,10760421
Observed Data (JHU),GR,2020-02-22,inc case,0,Greece,10760421
Observed Data (JHU),GR,2020-02-29,inc case,4,Greece,10760421
Observed Data (JHU),GR,2020-03-07,inc case,42,Greece,10760421
Observed Data (JHU),GR,2020-03-14,inc case,182,Greece,10760421
Observed Data (JHU),GR,2020-03-21,inc case,302,Greece,10760421
Observed Data (JHU),GR,2020-03-28,inc case,305,Greece,10760421
Observed Data (JHU),GR,2020-04-04,inc case,838,Greece,10760421
Observed Data (JHU),GR,2020-04-11,inc case,408,Greece,10760421
Observed Data (JHU),GR,2020-04-18,inc case,154,Greece,10760421
Observed Data (JHU),GR,2020-04-25,inc case,271,Greece,10760421
Observed Data (JHU),GR,2020-05-02,inc case,114,Greece,10760421
Observed Data (JHU),GR,2020-05-09,inc case,90,Greece,10760421
Observed Data (JHU),GR,2020-05-16,inc case,109,Greece,10760421
Observed Data (JHU),GR,2020-05-23,inc case,57,Greece,10760421
Observed Data (JHU),GR,2020-05-30,inc case,39,Greece,10760421
Observed Data (JHU),GR,2020-06-06,inc case,134,Greece,10760421
Observed Data (JHU),GR,2020-06-13,inc case,63,Greece,10760421
Observed Data (JHU),GR,2020-06-20,inc case,144,Greece,10760421
Observed Data (JHU),GR,2020-06-27,inc case,110,Greece,10760421
Observed Data (JHU),GR,2020-07-04,inc case,145,Greece,10760421
Observed Data (JHU),GR,2020-07-11,inc case,261,Greece,10760421
Observed Data (JHU),GR,2020-07-18,inc case,211,Greece,10760421
Observed Data (JHU),GR,2020-07-25,inc case,183,Greece,10760421
Observed Data (JHU),GR,2020-08-01,inc case,421,Greece,10760421
Observed Data (JHU),GR,2020-08-08,inc case,834,Greece,10760421
Observed Data (JHU),GR,2020-08-15,inc case,1437,Greece,10760421
Observed Data (JHU),GR,2020-08-22,inc case,1523,Greece,10760421
Observed Data (JHU),GR,2020-08-29,inc case,1596,Greece,10760421
Observed Data (JHU),GR,2020-09-05,inc case,1409,Greece,10760421
Observed Data (JHU),GR,2020-09-12,inc case,1650,Greece,10760421
Observed Data (JHU),GR,2020-09-19,inc case,1942,Greece,10760421
Observed Data (JHU),GR,2020-09-26,inc case,2250,Greece,10760421
Observed Data (JHU),GR,2020-10-03,inc case,2385,Greece,10760421
Observed Data (JHU),GR,2020-10-10,inc case,2465,Greece,10760421
Observed Data (JHU),GR,2020-10-17,inc case,2854,Greece,10760421
Observed Data (JHU),GR,2020-10-24,inc case,5060,Greece,10760421
Observed Data (JHU),GR,2020-10-31,inc case,9259,Greece,10760421
Observed Data (JHU),GR,2020-11-07,inc case,15558,Greece,10760421
Observed Data (JHU),GR,2020-11-14,inc case,17701,Greece,10760421
Observed Data (JHU),GR,2020-11-21,inc case,17611,Greece,10760421
Observed Data (JHU),GR,2020-11-28,inc case,12913,Greece,10760421
Observed Data (JHU),GR,2020-12-05,inc case,11534,Greece,10760421
Observed Data (JHU),GR,2020-12-12,inc case,9274,Greece,10760421
Observed Data (JHU),GR,2020-12-19,inc case,6643,Greece,10760421
Observed Data (JHU),GR,2020-12-26,inc case,4629,Greece,10760421
Observed Data (JHU),GR,2021-01-02,inc case,4595,Greece,10760421
Observed Data (JHU),GR,2021-01-09,inc case,4584,Greece,10760421
Observed Data (JHU),GR,2021-01-16,inc case,4077,Greece,10760421
Observed Data (JHU),GR,2021-01-23,inc case,3276,Greece,10760421
Observed Data (JHU),GR,2021-01-30,inc case,4827,Greece,10760421
Observed Data (JHU),GR,2021-02-06,inc case,6740,Greece,10760421
Observed Data (JHU),GR,2021-02-13,inc case,8253,Greece,10760421
Observed Data (JHU),GR,2021-02-20,inc case,7452,Greece,10760421
Observed Data (JHU),GR,2021-02-27,inc case,10913,Greece,10760421
Observed Data (JHU),GR,2021-03-06,inc case,14147,Greece,10760421
Observed Data (JHU),GR,2021-03-13,inc case,15543,Greece,10760421
Observed Data (JHU),GR,2021-03-20,inc case,16090,Greece,10760421
Observed Data (JHU),GR,2021-03-27,inc case,16979,Greece,10760421
Observed Data (JHU),GR,2021-04-03,inc case,20869,Greece,10760421
Observed Data (JHU),GR,2021-04-10,inc case,20304,Greece,10760421
Observed Data (JHU),GR,2021-04-17,inc case,19681,Greece,10760421
Observed Data (JHU),GR,2021-04-24,inc case,18286,Greece,10760421
Observed Data (JHU),GR,2021-05-01,inc case,14692,Greece,10760421
Observed Data (JHU),GR,2021-05-08,inc case,14155,Greece,10760421
Observed Data (JHU),GR,2021-05-15,inc case,15254,Greece,10760421
Observed Data (JHU),GR,2021-05-22,inc case,13098,Greece,10760421
Observed Data (JHU),GR,2021-05-29,inc case,11466,Greece,10760421
Observed Data (JHU),GR,2021-06-05,inc case,8394,Greece,10760421
Observed Data (JHU),GR,2021-06-12,inc case,5847,Greece,10760421
Observed Data (JHU),GR,2021-06-19,inc case,3459,Greece,10760421
Observed Data (JHU),GR,2021-06-26,inc case,2575,Greece,10760421
Observed Data (JHU),GR,2021-07-03,inc case,4677,Greece,10760421
Observed Data (JHU),GR,2021-07-10,inc case,11998,Greece,10760421
Observed Data (JHU),GR,2021-07-17,inc case,18409,Greece,10760421
Observed Data (JHU),GR,2021-07-24,inc case,18612,Greece,10760421
Observed Data (JHU),GR,2021-07-31,inc case,18938,Greece,10760421
Observed Data (JHU),GR,2021-08-07,inc case,19038,Greece,10760421
Observed Data (JHU),GR,2021-08-14,inc case,22895,Greece,10760421
Observed Data (JHU),GR,2021-08-21,inc case,22002,Greece,10760421
Observed Data (JHU),GR,2021-08-28,inc case,22495,Greece,10760421
Observed Data (JHU),GR,2021-09-04,inc case,18933,Greece,10760421
Observed Data (JHU),GR,2021-09-11,inc case,15171,Greece,10760421
Observed Data (JHU),GR,2021-09-18,inc case,15660,Greece,10760421
Observed Data (JHU),GR,2021-09-25,inc case,15371,Greece,10760421
Observed Data (JHU),GR,2021-10-02,inc case,15297,Greece,10760421
Observed Data (JHU),GR,2021-10-09,inc case,15313,Greece,10760421
Observed Data (JHU),GR,2021-10-16,inc case,16718,Greece,10760421
Observed Data (JHU),GR,2021-10-23,inc case,22086,Greece,10760421
Observed Data (JHU),GR,2021-10-30,inc case,25165,Greece,10760421
Observed Data (JHU),GR,2021-11-06,inc case,41173,Greece,10760421
Observed Data (JHU),GR,2021-11-13,inc case,47411,Greece,10760421
Observed Data (JHU),GR,2021-11-20,inc case,46780,Greece,10760421
Observed Data (JHU),GR,2021-11-27,inc case,45871,Greece,10760421
Observed Data (JHU),GR,2021-12-04,inc case,42012,Greece,10760421
Observed Data (JHU),GR,2021-12-11,inc case,36957,Greece,10760421
Observed Data (JHU),GR,2021-12-18,inc case,31587,Greece,10760421
Observed Data (JHU),GR,2021-12-25,inc case,39594,Greece,10760421
Observed Data (JHU),GR,2022-01-01,inc case,170029,Greece,10760421
Observed Data (JHU),GR,2022-01-08,inc case,248162,Greece,10760421
Observed Data (JHU),GR,2022-01-15,inc case,161064,Greece,10760421
Observed Data (JHU),GR,2022-01-22,inc case,131115,Greece,10760421
Observed Data (JHU),GR,2022-01-29,inc case,128677,Greece,10760421
Observed Data (JHU),GR,2022-02-05,inc case,126989,Greece,10760421
Observed Data (JHU),GR,2022-02-12,inc case,126371,Greece,10760421
Observed Data (JHU),GR,2022-02-19,inc case,126090,Greece,10760421
Observed Data (JHU),GR,2022-02-26,inc case,107857,Greece,10760421
Observed Data (JHU),GR,2022-03-05,inc case,102072,Greece,10760421
Observed Data (JHU),GR,2022-03-12,inc case,124369,Greece,10760421
Observed Data (JHU),GR,2022-03-19,inc case,152564,Greece,10760421
Observed Data (JHU),GR,2022-03-26,inc case,140700,Greece,10760421
Observed Data (JHU),GR,2022-04-02,inc case,150462,Greece,10760421
Observed Data (JHU),GR,2022-04-09,inc case,97641,Greece,10760421
Observed Data (JHU),GR,2022-04-16,inc case,67501,Greece,10760421
Observed Data (JHU),GR,2022-04-23,inc case,45061,Greece,10760421
Observed Data (JHU),GR,2022-04-30,inc case,46365,Greece,10760421
Observed Data (JHU),GR,2022-05-07,inc case,34662,Greece,10760421
Observed Data (JHU),GR,2022-05-14,inc case,30722,Greece,10760421
Observed Data (JHU),GR,2022-05-21,inc case,28307,Greece,10760421
Observed Data (JHU),GR,2022-05-28,inc case,25350,Greece,10760421
Observed Data (JHU),GR,2022-06-04,inc case,25016,Greece,10760421
Observed Data (JHU),GR,2022-06-11,inc case,28828,Greece,10760421
Observed Data (JHU),GR,2022-06-18,inc case,42616,Greece,10760421
Observed Data (JHU),GR,2022-06-25,inc case,68157,Greece,10760421
Observed Data (JHU),GR,2022-07-02,inc case,100630,Greece,10760421
Observed Data (JHU),GR,2022-07-09,inc case,121626,Greece,10760421
Observed Data (JHU),GR,2022-07-16,inc case,13306,Greece,10760421
Observed Data (JHU),GR,2022-07-23,inc case,367629,Greece,10760421
Observed Data (JHU),GR,2022-07-30,inc case,138652,Greece,10760421
Observed Data (JHU),GR,2022-08-06,inc case,125193,Greece,10760421
Observed Data (JHU),GR,2022-08-13,inc case,103059,Greece,10760421
Observed Data (JHU),GR,2022-08-20,inc case,77062,Greece,10760421
Observed Data (JHU),GR,2022-08-27,inc case,57288,Greece,10760421
Observed Data (JHU),GR,2022-09-03,inc case,50802,Greece,10760421
Observed Data (JHU),GR,2022-09-10,inc case,42155,Greece,10760421
Observed Data (JHU),GR,2022-09-17,inc case,33829,Greece,10760421
Observed Data (JHU),GR,2022-09-24,inc case,36404,Greece,10760421
Observed Data (JHU),GR,2022-10-01,inc case,44977,Greece,10760421
Observed Data (JHU),GR,2022-10-08,inc case,54875,Greece,10760421
Observed Data (JHU),GR,2022-10-15,inc case,51427,Greece,10760421
Observed Data (JHU),GR,2022-10-22,inc case,55487,Greece,10760421
Observed Data (JHU),GR,2022-10-29,inc case,53219,Greece,10760421
Observed Data (JHU),GR,2022-11-05,inc case,53690,Greece,10760421
Observed Data (JHU),GR,2022-11-12,inc case,61398,Greece,10760421
Observed Data (JHU),GR,2022-11-19,inc case,56194,Greece,10760421
Observed Data (JHU),GR,2022-11-26,inc case,54024,Greece,10760421
Observed Data (JHU),GR,2022-12-03,inc case,44184,Greece,10760421
Observed Data (JHU),GR,2022-12-10,inc case,44010,Greece,10760421
Observed Data (JHU),GR,2022-12-17,inc case,52037,Greece,10760421
Observed Data (JHU),GR,2022-12-24,inc case,47750,Greece,10760421
Observed Data (JHU),GR,2022-12-31,inc case,0,Greece,10760421
Observed Data (JHU),GR,2023-01-07,inc case,0,Greece,10760421
Observed Data (JHU),GR,2023-01-14,inc case,0,Greece,10760421
Observed Data (JHU),GR,2023-01-21,inc case,0,Greece,10760421
Observed Data (JHU),GR,2023-01-28,inc case,0,Greece,10760421
Observed Data (JHU),GR,2023-02-04,inc case,0,Greece,10760421
Observed Data (JHU),HR,2020-01-25,inc case,0,Croatia,4125700
Observed Data (JHU),HR,2020-02-01,inc case,0,Croatia,4125700
Observed Data (JHU),HR,2020-02-08,inc case,0,Croatia,4125700
Observed Data (JHU),HR,2020-02-15,inc case,0,Croatia,4125700
Observed Data (JHU),HR,2020-02-22,inc case,0,Croatia,4125700
Observed Data (JHU),HR,2020-02-29,inc case,6,Croatia,4125700
Observed Data (JHU),HR,2020-03-07,inc case,6,Croatia,4125700
Observed Data (JHU),HR,2020-03-14,inc case,26,Croatia,4125700
Observed Data (JHU),HR,2020-03-21,inc case,168,Croatia,4125700
Observed Data (JHU),HR,2020-03-28,inc case,451,Croatia,4125700
Observed Data (JHU),HR,2020-04-04,inc case,469,Croatia,4125700
Observed Data (JHU),HR,2020-04-11,inc case,408,Croatia,4125700
Observed Data (JHU),HR,2020-04-18,inc case,298,Croatia,4125700
Observed Data (JHU),HR,2020-04-25,inc case,184,Croatia,4125700
Observed Data (JHU),HR,2020-05-02,inc case,72,Croatia,4125700
Observed Data (JHU),HR,2020-05-09,inc case,88,Croatia,4125700
Observed Data (JHU),HR,2020-05-16,inc case,48,Croatia,4125700
Observed Data (JHU),HR,2020-05-23,inc case,19,Croatia,4125700
Observed Data (JHU),HR,2020-05-30,inc case,3,Croatia,4125700
Observed Data (JHU),HR,2020-06-06,inc case,1,Croatia,4125700
Observed Data (JHU),HR,2020-06-13,inc case,4,Croatia,4125700
Observed Data (JHU),HR,2020-06-20,inc case,48,Croatia,4125700
Observed Data (JHU),HR,2020-06-27,inc case,325,Croatia,4125700
Observed Data (JHU),HR,2020-07-04,inc case,470,Croatia,4125700
Observed Data (JHU),HR,2020-07-11,inc case,578,Croatia,4125700
Observed Data (JHU),HR,2020-07-18,inc case,581,Croatia,4125700
Observed Data (JHU),HR,2020-07-25,inc case,539,Croatia,4125700
Observed Data (JHU),HR,2020-08-01,inc case,432,Croatia,4125700
Observed Data (JHU),HR,2020-08-08,inc case,319,Croatia,4125700
Observed Data (JHU),HR,2020-08-15,inc case,877,Croatia,4125700
Observed Data (JHU),HR,2020-08-22,inc case,1480,Croatia,4125700
Observed Data (JHU),HR,2020-08-29,inc case,1961,Croatia,4125700
Observed Data (JHU),HR,2020-09-05,inc case,1878,Croatia,4125700
Observed Data (JHU),HR,2020-09-12,inc case,1629,Croatia,4125700
Observed Data (JHU),HR,2020-09-19,inc case,1357,Croatia,4125700
Observed Data (JHU),HR,2020-09-26,inc case,1282,Croatia,4125700
Observed Data (JHU),HR,2020-10-03,inc case,1394,Croatia,4125700
Observed Data (JHU),HR,2020-10-10,inc case,2531,Croatia,4125700
Observed Data (JHU),HR,2020-10-17,inc case,4829,Croatia,4125700
Observed Data (JHU),HR,2020-10-24,inc case,9198,Croatia,4125700
Observed Data (JHU),HR,2020-10-31,inc case,15357,Croatia,4125700
Observed Data (JHU),HR,2020-11-07,inc case,15388,Croatia,4125700
Observed Data (JHU),HR,2020-11-14,inc case,17140,Croatia,4125700
Observed Data (JHU),HR,2020-11-21,inc case,18566,Croatia,4125700
Observed Data (JHU),HR,2020-11-28,inc case,23283,Croatia,4125700
Observed Data (JHU),HR,2020-12-05,inc case,23761,Croatia,4125700
Observed Data (JHU),HR,2020-12-12,inc case,25069,Croatia,4125700
Observed Data (JHU),HR,2020-12-19,inc case,20464,Croatia,4125700
Observed Data (JHU),HR,2020-12-26,inc case,11325,Croatia,4125700
Observed Data (JHU),HR,2021-01-02,inc case,7950,Croatia,4125700
Observed Data (JHU),HR,2021-01-09,inc case,7085,Croatia,4125700
Observed Data (JHU),HR,2021-01-16,inc case,5228,Croatia,4125700
Observed Data (JHU),HR,2021-01-23,inc case,3993,Croatia,4125700
Observed Data (JHU),HR,2021-01-30,inc case,3522,Croatia,4125700
Observed Data (JHU),HR,2021-02-06,inc case,3036,Croatia,4125700
Observed Data (JHU),HR,2021-02-13,inc case,2333,Croatia,4125700
Observed Data (JHU),HR,2021-02-20,inc case,2226,Croatia,4125700
Observed Data (JHU),HR,2021-02-27,inc case,2932,Croatia,4125700
Observed Data (JHU),HR,2021-03-06,inc case,3503,Croatia,4125700
Observed Data (JHU),HR,2021-03-13,inc case,4364,Croatia,4125700
Observed Data (JHU),HR,2021-03-20,inc case,6321,Croatia,4125700
Observed Data (JHU),HR,2021-03-27,inc case,9096,Croatia,4125700
Observed Data (JHU),HR,2021-04-03,inc case,12749,Croatia,4125700
Observed Data (JHU),HR,2021-04-10,inc case,12249,Croatia,4125700
Observed Data (JHU),HR,2021-04-17,inc case,15326,Croatia,4125700
Observed Data (JHU),HR,2021-04-24,inc case,15147,Croatia,4125700
Observed Data (JHU),HR,2021-05-01,inc case,12857,Croatia,4125700
Observed Data (JHU),HR,2021-05-08,inc case,9600,Croatia,4125700
Observed Data (JHU),HR,2021-05-15,inc case,6081,Croatia,4125700
Observed Data (JHU),HR,2021-05-22,inc case,3825,Croatia,4125700
Observed Data (JHU),HR,2021-05-29,inc case,2220,Croatia,4125700
Observed Data (JHU),HR,2021-06-05,inc case,1453,Croatia,4125700
Observed Data (JHU),HR,2021-06-12,inc case,1096,Croatia,4125700
Observed Data (JHU),HR,2021-06-19,inc case,611,Croatia,4125700
Observed Data (JHU),HR,2021-06-26,inc case,492,Croatia,4125700
Observed Data (JHU),HR,2021-07-03,inc case,574,Croatia,4125700
Observed Data (JHU),HR,2021-07-10,inc case,587,Croatia,4125700
Observed Data (JHU),HR,2021-07-17,inc case,720,Croatia,4125700
Observed Data (JHU),HR,2021-07-24,inc case,1008,Croatia,4125700
Observed Data (JHU),HR,2021-07-31,inc case,1119,Croatia,4125700
Observed Data (JHU),HR,2021-08-07,inc case,1217,Croatia,4125700
Observed Data (JHU),HR,2021-08-14,inc case,1892,Croatia,4125700
Observed Data (JHU),HR,2021-08-21,inc case,2668,Croatia,4125700
Observed Data (JHU),HR,2021-08-28,inc case,3422,Croatia,4125700
Observed Data (JHU),HR,2021-09-04,inc case,4485,Croatia,4125700
Observed Data (JHU),HR,2021-09-11,inc case,5809,Croatia,4125700
Observed Data (JHU),HR,2021-09-18,inc case,8001,Croatia,4125700
Observed Data (JHU),HR,2021-09-25,inc case,7945,Croatia,4125700
Observed Data (JHU),HR,2021-10-02,inc case,8701,Croatia,4125700
Observed Data (JHU),HR,2021-10-09,inc case,9195,Croatia,4125700
Observed Data (JHU),HR,2021-10-16,inc case,9663,Croatia,4125700
Observed Data (JHU),HR,2021-10-23,inc case,16419,Croatia,4125700
Observed Data (JHU),HR,2021-10-30,inc case,23997,Croatia,4125700
Observed Data (JHU),HR,2021-11-06,inc case,30139,Croatia,4125700
Observed Data (JHU),HR,2021-11-13,inc case,37433,Croatia,4125700
Observed Data (JHU),HR,2021-11-20,inc case,31517,Croatia,4125700
Observed Data (JHU),HR,2021-11-27,inc case,33859,Croatia,4125700
Observed Data (JHU),HR,2021-12-04,inc case,28264,Croatia,4125700
Observed Data (JHU),HR,2021-12-11,inc case,23622,Croatia,4125700
Observed Data (JHU),HR,2021-12-18,inc case,21564,Croatia,4125700
Observed Data (JHU),HR,2021-12-25,inc case,19675,Croatia,4125700
Observed Data (JHU),HR,2022-01-01,inc case,27436,Croatia,4125700
Observed Data (JHU),HR,2022-01-08,inc case,37734,Croatia,4125700
Observed Data (JHU),HR,2022-01-15,inc case,53431,Croatia,4125700
Observed Data (JHU),HR,2022-01-22,inc case,58262,Croatia,4125700
Observed Data (JHU),HR,2022-01-29,inc case,59537,Croatia,4125700
Observed Data (JHU),HR,2022-02-05,inc case,49498,Croatia,4125700
Observed Data (JHU),HR,2022-02-12,inc case,36185,Croatia,4125700
Observed Data (JHU),HR,2022-02-19,inc case,23972,Croatia,4125700
Observed Data (JHU),HR,2022-02-26,inc case,14411,Croatia,4125700
Observed Data (JHU),HR,2022-03-05,inc case,9385,Croatia,4125700
Observed Data (JHU),HR,2022-03-12,inc case,9477,Croatia,4125700
Observed Data (JHU),HR,2022-03-19,inc case,10681,Croatia,4125700
Observed Data (JHU),HR,2022-03-26,inc case,9987,Croatia,4125700
Observed Data (JHU),HR,2022-04-02,inc case,8823,Croatia,4125700
Observed Data (JHU),HR,2022-04-09,inc case,6630,Croatia,4125700
Observed Data (JHU),HR,2022-04-16,inc case,4584,Croatia,4125700
Observed Data (JHU),HR,2022-04-23,inc case,4040,Croatia,4125700
Observed Data (JHU),HR,2022-04-30,inc case,5284,Croatia,4125700
Observed Data (JHU),HR,2022-05-07,inc case,4877,Croatia,4125700
Observed Data (JHU),HR,2022-05-14,inc case,3769,Croatia,4125700
Observed Data (JHU),HR,2022-05-21,inc case,2922,Croatia,4125700
Observed Data (JHU),HR,2022-05-28,inc case,2202,Croatia,4125700
Observed Data (JHU),HR,2022-06-04,inc case,1635,Croatia,4125700
Observed Data (JHU),HR,2022-06-11,inc case,1748,Croatia,4125700
Observed Data (JHU),HR,2022-06-18,inc case,1934,Croatia,4125700
Observed Data (JHU),HR,2022-06-25,inc case,3507,Croatia,4125700
Observed Data (JHU),HR,2022-07-02,inc case,5600,Croatia,4125700
Observed Data (JHU),HR,2022-07-09,inc case,7767,Croatia,4125700
Observed Data (JHU),HR,2022-07-16,inc case,8712,Croatia,4125700
Observed Data (JHU),HR,2022-07-23,inc case,9387,Croatia,4125700
Observed Data (JHU),HR,2022-07-30,inc case,9280,Croatia,4125700
Observed Data (JHU),HR,2022-08-06,inc case,6756,Croatia,4125700
Observed Data (JHU),HR,2022-08-13,inc case,7558,Croatia,4125700
Observed Data (JHU),HR,2022-08-20,inc case,5835,Croatia,4125700
Observed Data (JHU),HR,2022-08-27,inc case,5471,Croatia,4125700
Observed Data (JHU),HR,2022-09-03,inc case,4580,Croatia,4125700
Observed Data (JHU),HR,2022-09-10,inc case,4016,Croatia,4125700
Observed Data (JHU),HR,2022-09-17,inc case,4351,Croatia,4125700
Observed Data (JHU),HR,2022-09-24,inc case,4208,Croatia,4125700
Observed Data (JHU),HR,2022-10-01,inc case,4686,Croatia,4125700
Observed Data (JHU),HR,2022-10-08,inc case,4427,Croatia,4125700
Observed Data (JHU),HR,2022-10-15,inc case,3696,Croatia,4125700
Observed Data (JHU),HR,2022-10-22,inc case,2982,Croatia,4125700
Observed Data (JHU),HR,2022-10-29,inc case,2366,Croatia,4125700
Observed Data (JHU),HR,2022-11-05,inc case,1719,Croatia,4125700
Observed Data (JHU),HR,2022-11-12,inc case,1493,Croatia,4125700
Observed Data (JHU),HR,2022-11-19,inc case,1282,Croatia,4125700
Observed Data (JHU),HR,2022-11-26,inc case,1661,Croatia,4125700
Observed Data (JHU),HR,2022-12-03,inc case,1758,Croatia,4125700
Observed Data (JHU),HR,2022-12-10,inc case,2174,Croatia,4125700
Observed Data (JHU),HR,2022-12-17,inc case,2295,Croatia,4125700
Observed Data (JHU),HR,2022-12-24,inc case,2653,Croatia,4125700
Observed Data (JHU),HR,2022-12-31,inc case,2135,Croatia,4125700
Observed Data (JHU),HR,2023-01-07,inc case,1432,Croatia,4125700
Observed Data (JHU),HR,2023-01-14,inc case,1072,Croatia,4125700
Observed Data (JHU),HR,2023-01-21,inc case,616,Croatia,4125700
Observed Data (JHU),HR,2023-01-28,inc case,446,Croatia,4125700
Observed Data (JHU),HR,2023-02-04,inc case,383,Croatia,4125700
Observed Data (JHU),HU,2020-01-25,inc case,0,Hungary,9781127
Observed Data (JHU),HU,2020-02-01,inc case,0,Hungary,9781127
Observed Data (JHU),HU,2020-02-08,inc case,0,Hungary,9781127
Observed Data (JHU),HU,2020-02-15,inc case,0,Hungary,9781127
Observed Data (JHU),HU,2020-02-22,inc case,0,Hungary,9781127
Observed Data (JHU),HU,2020-02-29,inc case,0,Hungary,9781127
Observed Data (JHU),HU,2020-03-07,inc case,4,Hungary,9781127
Observed Data (JHU),HU,2020-03-14,inc case,26,Hungary,9781127
Observed Data (JHU),HU,2020-03-21,inc case,73,Hungary,9781127
Observed Data (JHU),HU,2020-03-28,inc case,240,Hungary,9781127
Observed Data (JHU),HU,2020-04-04,inc case,335,Hungary,9781127
Observed Data (JHU),HU,2020-04-11,inc case,632,Hungary,9781127
Observed Data (JHU),HU,2020-04-18,inc case,524,Hungary,9781127
Observed Data (JHU),HU,2020-04-25,inc case,609,Hungary,9781127
Observed Data (JHU),HU,2020-05-02,inc case,499,Hungary,9781127
Observed Data (JHU),HU,2020-05-09,inc case,271,Hungary,9781127
Observed Data (JHU),HU,2020-05-16,inc case,260,Hungary,9781127
Observed Data (JHU),HU,2020-05-23,inc case,240,Hungary,9781127
Observed Data (JHU),HU,2020-05-30,inc case,154,Hungary,9781127
Observed Data (JHU),HU,2020-06-06,inc case,123,Hungary,9781127
Observed Data (JHU),HU,2020-06-13,inc case,74,Hungary,9781127
Observed Data (JHU),HU,2020-06-20,inc case,22,Hungary,9781127
Observed Data (JHU),HU,2020-06-27,inc case,52,Hungary,9781127
Observed Data (JHU),HU,2020-07-04,inc case,36,Hungary,9781127
Observed Data (JHU),HU,2020-07-11,inc case,55,Hungary,9781127
Observed Data (JHU),HU,2020-07-18,inc case,86,Hungary,9781127
Observed Data (JHU),HU,2020-07-25,inc case,109,Hungary,9781127
Observed Data (JHU),HU,2020-08-01,inc case,102,Hungary,9781127
Observed Data (JHU),HU,2020-08-08,inc case,127,Hungary,9781127
Observed Data (JHU),HU,2020-08-15,inc case,224,Hungary,9781127
Observed Data (JHU),HU,2020-08-22,inc case,256,Hungary,9781127
Observed Data (JHU),HU,2020-08-29,inc case,536,Hungary,9781127
Observed Data (JHU),HU,2020-09-05,inc case,2223,Hungary,9781127
Observed Data (JHU),HU,2020-09-12,inc case,3933,Hungary,9781127
Observed Data (JHU),HU,2020-09-19,inc case,5095,Hungary,9781127
Observed Data (JHU),HU,2020-09-26,inc case,6157,Hungary,9781127
Observed Data (JHU),HU,2020-10-03,inc case,6640,Hungary,9781127
Observed Data (JHU),HU,2020-10-10,inc case,6879,Hungary,9781127
Observed Data (JHU),HU,2020-10-17,inc case,8220,Hungary,9781127
Observed Data (JHU),HU,2020-10-24,inc case,11282,Hungary,9781127
Observed Data (JHU),HU,2020-10-31,inc case,19223,Hungary,9781127
Observed Data (JHU),HU,2020-11-07,inc case,29622,Hungary,9781127
Observed Data (JHU),HU,2020-11-14,inc case,31780,Hungary,9781127
Observed Data (JHU),HU,2020-11-21,inc case,33575,Hungary,9781127
Observed Data (JHU),HU,2020-11-28,inc case,34410,Hungary,9781127
Observed Data (JHU),HU,2020-12-05,inc case,38873,Hungary,9781127
Observed Data (JHU),HU,2020-12-12,inc case,32666,Hungary,9781127
Observed Data (JHU),HU,2020-12-19,inc case,23775,Hungary,9781127
Observed Data (JHU),HU,2020-12-26,inc case,15340,Hungary,9781127
Observed Data (JHU),HU,2021-01-02,inc case,11326,Hungary,9781127
