model,location,target_end_date,target_variable,value,location_name,population
Observed Data (ECDC),BE,2020-03-14,inc hosp,1500,Belgium,11372068
Observed Data (ECDC),BE,2020-03-21,inc hosp,1475,Belgium,11372068
Observed Data (ECDC),BE,2020-03-28,inc hosp,3444,Belgium,11372068
Observed Data (ECDC),BE,2020-04-04,inc hosp,3515,Belgium,11372068
Observed Data (ECDC),BE,2020-04-11,inc hosp,2785,Belgium,11372068
Observed Data (ECDC),BE,2020-04-18,inc hosp,1895,Belgium,11372068
Observed Data (ECDC),BE,2020-04-25,inc hosp,1398,Belgium,11372068
Observed Data (ECDC),BE,2020-05-02,inc hosp,896,Belgium,11372068
Observed Data (ECDC),BE,2020-05-09,inc hosp,654,Belgium,11372068
Observed Data (ECDC),BE,2020-05-16,inc hosp,436,Belgium,11372068
Observed Data (ECDC),BE,2020-05-23,inc hosp,369,Belgium,11372068
Observed Data (ECDC),BE,2020-05-30,inc hosp,251,Belgium,11372068
Observed Data (ECDC),BE,2020-06-06,inc hosp,195,Belgium,11372068
Observed Data (ECDC),BE,2020-06-13,inc hosp,145,Belgium,11372068
Observed Data (ECDC),BE,2020-06-20,inc hosp,128,Belgium,11372068
Observed Data (ECDC),BE,2020-06-27,inc hosp,102,Belgium,11372068
Observed Data (ECDC),BE,2020-07-04,inc hosp,81,Belgium,11372068
Observed Data (ECDC),BE,2020-07-11,inc hosp,70,Belgium,11372068
Observed Data (ECDC),BE,2020-07-18,inc hosp,105,Belgium,11372068
Observed Data (ECDC),BE,2020-07-25,inc hosp,151,Belgium,11372068
Observed Data (ECDC),BE,2020-08-01,inc hosp,208,Belgium,11372068
Observed Data (ECDC),BE,2020-08-08,inc hosp,222,Belgium,11372068
Observed Data (ECDC),BE,2020-08-15,inc hosp,275,Belgium,11372068
Observed Data (ECDC),BE,2020-08-22,inc hosp,197,Belgium,11372068
Observed Data (ECDC),BE,2020-08-29,inc hosp,110,Belgium,11372068
Observed Data (ECDC),BE,2020-09-05,inc hosp,138,Belgium,11372068
Observed Data (ECDC),BE,2020-09-12,inc hosp,224,Belgium,11372068
Observed Data (ECDC),BE,2020-09-19,inc hosp,340,Belgium,11372068
Observed Data (ECDC),BE,2020-09-26,inc hosp,475,Belgium,11372068
Observed Data (ECDC),BE,2020-10-03,inc hosp,580,Belgium,11372068
Observed Data (ECDC),BE,2020-10-10,inc hosp,922,Belgium,11372068
Observed Data (ECDC),BE,2020-10-17,inc hosp,1820,Belgium,11372068
Observed Data (ECDC),BE,2020-10-24,inc hosp,3361,Belgium,11372068
Observed Data (ECDC),BE,2020-10-31,inc hosp,4657,Belgium,11372068
Observed Data (ECDC),BE,2020-11-07,inc hosp,4232,Belgium,11372068
Observed Data (ECDC),BE,2020-11-14,inc hosp,3279,Belgium,11372068
Observed Data (ECDC),BE,2020-11-21,inc hosp,2150,Belgium,11372068
Observed Data (ECDC),BE,2020-11-28,inc hosp,1640,Belgium,11372068
Observed Data (ECDC),BE,2020-12-05,inc hosp,1339,Belgium,11372068
Observed Data (ECDC),BE,2020-12-12,inc hosp,1289,Belgium,11372068
Observed Data (ECDC),BE,2020-12-19,inc hosp,1271,Belgium,11372068
Observed Data (ECDC),BE,2020-12-26,inc hosp,1145,Belgium,11372068
Observed Data (ECDC),BE,2021-01-02,inc hosp,652,Belgium,11372068
Observed Data (ECDC),BE,2021-01-09,inc hosp,908,Belgium,11372068
Observed Data (ECDC),BE,2021-01-16,inc hosp,827,Belgium,11372068
Observed Data (ECDC),BE,2021-01-23,inc hosp,975,Belgium,11372068
Observed Data (ECDC),BE,2021-01-30,inc hosp,824,Belgium,11372068
Observed Data (ECDC),BE,2021-02-06,inc hosp,913,Belgium,11372068
Observed Data (ECDC),BE,2021-02-13,inc hosp,821,Belgium,11372068
Observed Data (ECDC),BE,2021-02-20,inc hosp,824,Belgium,11372068
Observed Data (ECDC),BE,2021-02-27,inc hosp,1032,Belgium,11372068
Observed Data (ECDC),BE,2021-03-06,inc hosp,1005,Belgium,11372068
Observed Data (ECDC),BE,2021-03-13,inc hosp,1114,Belgium,11372068
Observed Data (ECDC),BE,2021-03-20,inc hosp,1361,Belgium,11372068
Observed Data (ECDC),BE,2021-03-27,inc hosp,1666,Belgium,11372068
Observed Data (ECDC),BE,2021-04-03,inc hosp,1814,Belgium,11372068
Observed Data (ECDC),BE,2021-04-10,inc hosp,1752,Belgium,11372068
Observed Data (ECDC),BE,2021-04-17,inc hosp,1617,Belgium,11372068
Observed Data (ECDC),BE,2021-04-24,inc hosp,1575,Belgium,11372068
Observed Data (ECDC),BE,2021-05-01,inc hosp,1329,Belgium,11372068
Observed Data (ECDC),BE,2021-05-08,inc hosp,1121,Belgium,11372068
Observed Data (ECDC),BE,2021-05-15,inc hosp,952,Belgium,11372068
Observed Data (ECDC),BE,2021-05-22,inc hosp,817,Belgium,11372068
Observed Data (ECDC),BE,2021-05-29,inc hosp,601,Belgium,11372068
Observed Data (ECDC),BE,2021-06-05,inc hosp,492,Belgium,11372068
Observed Data (ECDC),BE,2021-06-12,inc hosp,340,Belgium,11372068
Observed Data (ECDC),BE,2021-06-19,inc hosp,231,Belgium,11372068
Observed Data (ECDC),BE,2021-06-26,inc hosp,158,Belgium,11372068
Observed Data (ECDC),BE,2021-07-03,inc hosp,107,Belgium,11372068
Observed Data (ECDC),BE,2021-07-10,inc hosp,116,Belgium,11372068
Observed Data (ECDC),BE,2021-07-17,inc hosp,166,Belgium,11372068
Observed Data (ECDC),BE,2021-07-24,inc hosp,198,Belgium,11372068
Observed Data (ECDC),BE,2021-07-31,inc hosp,247,Belgium,11372068
Observed Data (ECDC),BE,2021-08-07,inc hosp,298,Belgium,11372068
Observed Data (ECDC),BE,2021-08-14,inc hosp,378,Belgium,11372068
Observed Data (ECDC),BE,2021-08-21,inc hosp,405,Belgium,11372068
Observed Data (ECDC),BE,2021-08-28,inc hosp,414,Belgium,11372068
Observed Data (ECDC),BE,2021-09-04,inc hosp,475,Belgium,11372068
Observed Data (ECDC),BE,2021-09-11,inc hosp,419,Belgium,11372068
Observed Data (ECDC),BE,2021-09-18,inc hosp,423,Belgium,11372068
Observed Data (ECDC),BE,2021-09-25,inc hosp,349,Belgium,11372068
Observed Data (ECDC),BE,2021-10-02,inc hosp,419,Belgium,11372068
Observed Data (ECDC),BE,2021-10-09,inc hosp,385,Belgium,11372068
Observed Data (ECDC),BE,2021-10-16,inc hosp,477,Belgium,11372068
Observed Data (ECDC),BE,2021-10-23,inc hosp,762,Belgium,11372068
Observed Data (ECDC),BE,2021-10-30,inc hosp,1055,Belgium,11372068
Observed Data (ECDC),BE,2021-11-06,inc hosp,1222,Belgium,11372068
Observed Data (ECDC),BE,2021-11-13,inc hosp,1596,Belgium,11372068
Observed Data (ECDC),BE,2021-11-20,inc hosp,1936,Belgium,11372068
Observed Data (ECDC),BE,2021-11-27,inc hosp,2162,Belgium,11372068
Observed Data (ECDC),BE,2021-12-04,inc hosp,2140,Belgium,11372068
Observed Data (ECDC),BE,2021-12-11,inc hosp,1878,Belgium,11372068
Observed Data (ECDC),BE,2021-12-18,inc hosp,1353,Belgium,11372068
Observed Data (ECDC),BE,2021-12-25,inc hosp,980,Belgium,11372068
Observed Data (ECDC),BE,2022-01-01,inc hosp,1021,Belgium,11372068
Observed Data (ECDC),BE,2022-01-08,inc hosp,1265,Belgium,11372068
Observed Data (ECDC),BE,2022-01-15,inc hosp,1378,Belgium,11372068
Observed Data (ECDC),BE,2022-01-22,inc hosp,2035,Belgium,11372068
Observed Data (ECDC),BE,2022-01-29,inc hosp,2483,Belgium,11372068
Observed Data (ECDC),BE,2022-02-05,inc hosp,2405,Belgium,11372068
Observed Data (ECDC),BE,2022-02-12,inc hosp,1927,Belgium,11372068
Observed Data (ECDC),BE,2022-02-19,inc hosp,1445,Belgium,11372068
Observed Data (ECDC),BE,2022-02-26,inc hosp,1034,Belgium,11372068
Observed Data (ECDC),BE,2022-03-05,inc hosp,969,Belgium,11372068
Observed Data (ECDC),BE,2022-03-12,inc hosp,1008,Belgium,11372068
Observed Data (ECDC),BE,2022-03-19,inc hosp,1207,Belgium,11372068
Observed Data (ECDC),BE,2022-03-26,inc hosp,1396,Belgium,11372068
Observed Data (ECDC),BE,2022-04-02,inc hosp,1511,Belgium,11372068
Observed Data (ECDC),BE,2022-04-09,inc hosp,1488,Belgium,11372068
Observed Data (ECDC),BE,2022-04-16,inc hosp,1504,Belgium,11372068
Observed Data (ECDC),BE,2022-04-23,inc hosp,1233,Belgium,11372068
Observed Data (ECDC),BE,2022-04-30,inc hosp,972,Belgium,11372068
Observed Data (ECDC),BE,2022-05-07,inc hosp,885,Belgium,11372068
Observed Data (ECDC),BE,2022-05-14,inc hosp,722,Belgium,11372068
Observed Data (ECDC),BE,2022-05-21,inc hosp,559,Belgium,11372068
Observed Data (ECDC),BE,2022-05-28,inc hosp,439,Belgium,11372068
Observed Data (ECDC),BE,2022-06-04,inc hosp,356,Belgium,11372068
Observed Data (ECDC),BE,2022-06-11,inc hosp,408,Belgium,11372068
Observed Data (ECDC),BE,2022-06-18,inc hosp,504,Belgium,11372068
Observed Data (ECDC),BE,2022-06-25,inc hosp,689,Belgium,11372068
Observed Data (ECDC),BE,2022-07-02,inc hosp,825,Belgium,11372068
Observed Data (ECDC),BE,2022-07-09,inc hosp,994,Belgium,11372068
Observed Data (ECDC),BE,2022-07-16,inc hosp,1153,Belgium,11372068
Observed Data (ECDC),BE,2022-07-23,inc hosp,1082,Belgium,11372068
Observed Data (ECDC),BE,2022-07-30,inc hosp,918,Belgium,11372068
Observed Data (ECDC),BE,2022-08-06,inc hosp,783,Belgium,11372068
Observed Data (ECDC),BE,2022-08-13,inc hosp,650,Belgium,11372068
Observed Data (ECDC),BE,2022-08-20,inc hosp,547,Belgium,11372068
Observed Data (ECDC),BE,2022-08-27,inc hosp,455,Belgium,11372068
Observed Data (ECDC),BE,2022-09-03,inc hosp,407,Belgium,11372068
Observed Data (ECDC),BE,2022-09-10,inc hosp,388,Belgium,11372068
Observed Data (ECDC),BE,2022-09-17,inc hosp,376,Belgium,11372068
Observed Data (ECDC),BE,2022-09-24,inc hosp,479,Belgium,11372068
Observed Data (ECDC),BE,2022-10-01,inc hosp,641,Belgium,11372068
Observed Data (ECDC),BE,2022-10-08,inc hosp,760,Belgium,11372068
Observed Data (ECDC),BE,2022-10-15,inc hosp,730,Belgium,11372068
Observed Data (ECDC),BE,2022-10-22,inc hosp,735,Belgium,11372068
Observed Data (ECDC),BE,2022-10-29,inc hosp,504,Belgium,11372068
Observed Data (ECDC),BE,2022-11-05,inc hosp,339,Belgium,11372068
Observed Data (ECDC),BE,2022-11-12,inc hosp,357,Belgium,11372068
Observed Data (ECDC),BE,2022-11-19,inc hosp,325,Belgium,11372068
Observed Data (ECDC),BE,2022-11-26,inc hosp,409,Belgium,11372068
Observed Data (ECDC),BE,2022-12-03,inc hosp,525,Belgium,11372068
Observed Data (ECDC),BE,2022-12-10,inc hosp,655,Belgium,11372068
Observed Data (ECDC),BE,2022-12-17,inc hosp,876,Belgium,11372068
Observed Data (ECDC),BE,2022-12-24,inc hosp,917,Belgium,11372068
Observed Data (ECDC),BE,2022-12-31,inc hosp,786,Belgium,11372068
Observed Data (ECDC),BE,2023-01-07,inc hosp,509,Belgium,11372068
Observed Data (ECDC),BE,2023-01-14,inc hosp,387,Belgium,11372068
Observed Data (ECDC),BE,2023-01-21,inc hosp,321,Belgium,11372068
Observed Data (ECDC),FR,2020-03-07,inc hosp,38,France,67118648
Observed Data (ECDC),FR,2020-03-14,inc hosp,1151,France,67118648
Observed Data (ECDC),FR,2020-03-21,inc hosp,7633,France,67118648
Observed Data (ECDC),FR,2020-03-28,inc hosp,16867,France,67118648
Observed Data (ECDC),FR,2020-04-04,inc hosp,19831,France,67118648
Observed Data (ECDC),FR,2020-04-11,inc hosp,16259,France,67118648
Observed Data (ECDC),FR,2020-04-18,inc hosp,10155,France,67118648
Observed Data (ECDC),FR,2020-04-25,inc hosp,7557,France,67118648
Observed Data (ECDC),FR,2020-05-02,inc hosp,4858,France,67118648
Observed Data (ECDC),FR,2020-05-09,inc hosp,3607,France,67118648
Observed Data (ECDC),FR,2020-05-16,inc hosp,2653,France,67118648
Observed Data (ECDC),FR,2020-05-23,inc hosp,1752,France,67118648
Observed Data (ECDC),FR,2020-05-30,inc hosp,1402,France,67118648
Observed Data (ECDC),FR,2020-06-06,inc hosp,965,France,67118648
Observed Data (ECDC),FR,2020-06-13,inc hosp,697,France,67118648
Observed Data (ECDC),FR,2020-06-20,inc hosp,611,France,67118648
Observed Data (ECDC),FR,2020-06-27,inc hosp,547,France,67118648
Observed Data (ECDC),FR,2020-07-04,inc hosp,531,France,67118648
Observed Data (ECDC),FR,2020-07-11,inc hosp,499,France,67118648
Observed Data (ECDC),FR,2020-07-18,inc hosp,505,France,67118648
Observed Data (ECDC),FR,2020-07-25,inc hosp,560,France,67118648
Observed Data (ECDC),FR,2020-08-01,inc hosp,623,France,67118648
Observed Data (ECDC),FR,2020-08-08,inc hosp,660,France,67118648
Observed Data (ECDC),FR,2020-08-15,inc hosp,815,France,67118648
Observed Data (ECDC),FR,2020-08-22,inc hosp,938,France,67118648
Observed Data (ECDC),FR,2020-08-29,inc hosp,1060,France,67118648
Observed Data (ECDC),FR,2020-09-05,inc hosp,1532,France,67118648
Observed Data (ECDC),FR,2020-09-12,inc hosp,2152,France,67118648
Observed Data (ECDC),FR,2020-09-19,inc hosp,3151,France,67118648
Observed Data (ECDC),FR,2020-09-26,inc hosp,3811,France,67118648
Observed Data (ECDC),FR,2020-10-03,inc hosp,3930,France,67118648
Observed Data (ECDC),FR,2020-10-10,inc hosp,4596,France,67118648
Observed Data (ECDC),FR,2020-10-17,inc hosp,7014,France,67118648
Observed Data (ECDC),FR,2020-10-24,inc hosp,11422,France,67118648
Observed Data (ECDC),FR,2020-10-31,inc hosp,16026,France,67118648
Observed Data (ECDC),FR,2020-11-07,inc hosp,18355,France,67118648
Observed Data (ECDC),FR,2020-11-14,inc hosp,15888,France,67118648
Observed Data (ECDC),FR,2020-11-21,inc hosp,12534,France,67118648
Observed Data (ECDC),FR,2020-11-28,inc hosp,8557,France,67118648
Observed Data (ECDC),FR,2020-12-05,inc hosp,8024,France,67118648
Observed Data (ECDC),FR,2020-12-12,inc hosp,8088,France,67118648
Observed Data (ECDC),FR,2020-12-19,inc hosp,8253,France,67118648
Observed Data (ECDC),FR,2020-12-26,inc hosp,7196,France,67118648
Observed Data (ECDC),FR,2021-01-02,inc hosp,7101,France,67118648
Observed Data (ECDC),FR,2021-01-09,inc hosp,8403,France,67118648
Observed Data (ECDC),FR,2021-01-16,inc hosp,9155,France,67118648
Observed Data (ECDC),FR,2021-01-23,inc hosp,10544,France,67118648
Observed Data (ECDC),FR,2021-01-30,inc hosp,10439,France,67118648
Observed Data (ECDC),FR,2021-02-06,inc hosp,10511,France,67118648
Observed Data (ECDC),FR,2021-02-13,inc hosp,9240,France,67118648
Observed Data (ECDC),FR,2021-02-20,inc hosp,8796,France,67118648
Observed Data (ECDC),FR,2021-02-27,inc hosp,9113,France,67118648
Observed Data (ECDC),FR,2021-03-06,inc hosp,8940,France,67118648
Observed Data (ECDC),FR,2021-03-13,inc hosp,9256,France,67118648
Observed Data (ECDC),FR,2021-03-20,inc hosp,10376,France,67118648
Observed Data (ECDC),FR,2021-03-27,inc hosp,12052,France,67118648
Observed Data (ECDC),FR,2021-04-03,inc hosp,12964,France,67118648
Observed Data (ECDC),FR,2021-04-10,inc hosp,13060,France,67118648
Observed Data (ECDC),FR,2021-04-17,inc hosp,12470,France,67118648
Observed Data (ECDC),FR,2021-04-24,inc hosp,11716,France,67118648
Observed Data (ECDC),FR,2021-05-01,inc hosp,10150,France,67118648
Observed Data (ECDC),FR,2021-05-08,inc hosp,7625,France,67118648
Observed Data (ECDC),FR,2021-05-15,inc hosp,5177,France,67118648
Observed Data (ECDC),FR,2021-05-22,inc hosp,4349,France,67118648
Observed Data (ECDC),FR,2021-05-29,inc hosp,3043,France,67118648
Observed Data (ECDC),FR,2021-06-05,inc hosp,2610,France,67118648
Observed Data (ECDC),FR,2021-06-12,inc hosp,1880,France,67118648
Observed Data (ECDC),FR,2021-06-19,inc hosp,1258,France,67118648
Observed Data (ECDC),FR,2021-06-26,inc hosp,886,France,67118648
Observed Data (ECDC),FR,2021-07-03,inc hosp,742,France,67118648
Observed Data (ECDC),FR,2021-07-10,inc hosp,703,France,67118648
Observed Data (ECDC),FR,2021-07-17,inc hosp,1044,France,67118648
Observed Data (ECDC),FR,2021-07-24,inc hosp,1652,France,67118648
Observed Data (ECDC),FR,2021-07-31,inc hosp,3231,France,67118648
Observed Data (ECDC),FR,2021-08-07,inc hosp,4278,France,67118648
Observed Data (ECDC),FR,2021-08-14,inc hosp,4677,France,67118648
Observed Data (ECDC),FR,2021-08-21,inc hosp,5599,France,67118648
Observed Data (ECDC),FR,2021-08-28,inc hosp,4834,France,67118648
Observed Data (ECDC),FR,2021-09-04,inc hosp,3905,France,67118648
Observed Data (ECDC),FR,2021-09-11,inc hosp,3296,France,67118648
Observed Data (ECDC),FR,2021-09-18,inc hosp,2359,France,67118648
Observed Data (ECDC),FR,2021-09-25,inc hosp,1894,France,67118648
Observed Data (ECDC),FR,2021-10-02,inc hosp,1433,France,67118648
Observed Data (ECDC),FR,2021-10-09,inc hosp,1274,France,67118648
Observed Data (ECDC),FR,2021-10-16,inc hosp,1194,France,67118648
Observed Data (ECDC),FR,2021-10-23,inc hosp,1442,France,67118648
Observed Data (ECDC),FR,2021-10-30,inc hosp,1621,France,67118648
Observed Data (ECDC),FR,2021-11-06,inc hosp,1787,France,67118648
Observed Data (ECDC),FR,2021-11-13,inc hosp,2132,France,67118648
Observed Data (ECDC),FR,2021-11-20,inc hosp,3065,France,67118648
Observed Data (ECDC),FR,2021-11-27,inc hosp,4197,France,67118648
Observed Data (ECDC),FR,2021-12-04,inc hosp,5966,France,67118648
Observed Data (ECDC),FR,2021-12-11,inc hosp,7579,France,67118648
Observed Data (ECDC),FR,2021-12-18,inc hosp,7990,France,67118648
Observed Data (ECDC),FR,2021-12-25,inc hosp,8007,France,67118648
Observed Data (ECDC),FR,2022-01-01,inc hosp,10366,France,67118648
Observed Data (ECDC),FR,2022-01-08,inc hosp,13474,France,67118648
Observed Data (ECDC),FR,2022-01-15,inc hosp,14937,France,67118648
Observed Data (ECDC),FR,2022-01-22,inc hosp,17555,France,67118648
Observed Data (ECDC),FR,2022-01-29,inc hosp,18272,France,67118648
Observed Data (ECDC),FR,2022-02-05,inc hosp,17922,France,67118648
Observed Data (ECDC),FR,2022-02-12,inc hosp,14264,France,67118648
Observed Data (ECDC),FR,2022-02-19,inc hosp,10962,France,67118648
Observed Data (ECDC),FR,2022-02-26,inc hosp,8006,France,67118648
Observed Data (ECDC),FR,2022-03-05,inc hosp,6189,France,67118648
Observed Data (ECDC),FR,2022-03-12,inc hosp,6385,France,67118648
Observed Data (ECDC),FR,2022-03-19,inc hosp,6977,France,67118648
Observed Data (ECDC),FR,2022-03-26,inc hosp,7609,France,67118648
Observed Data (ECDC),FR,2022-04-02,inc hosp,9682,France,67118648
Observed Data (ECDC),FR,2022-04-09,inc hosp,10528,France,67118648
Observed Data (ECDC),FR,2022-04-16,inc hosp,11094,France,67118648
Observed Data (ECDC),FR,2022-04-23,inc hosp,9417,France,67118648
Observed Data (ECDC),FR,2022-04-30,inc hosp,8336,France,67118648
Observed Data (ECDC),FR,2022-05-07,inc hosp,6260,France,67118648
Observed Data (ECDC),FR,2022-05-14,inc hosp,5010,France,67118648
Observed Data (ECDC),FR,2022-05-21,inc hosp,3756,France,67118648
Observed Data (ECDC),FR,2022-05-28,inc hosp,2596,France,67118648
Observed Data (ECDC),FR,2022-06-04,inc hosp,2683,France,67118648
Observed Data (ECDC),FR,2022-06-11,inc hosp,2885,France,67118648
Observed Data (ECDC),FR,2022-06-18,inc hosp,3375,France,67118648
Observed Data (ECDC),FR,2022-06-25,inc hosp,4868,France,67118648
Observed Data (ECDC),FR,2022-07-02,inc hosp,6376,France,67118648
Observed Data (ECDC),FR,2022-07-09,inc hosp,8605,France,67118648
Observed Data (ECDC),FR,2022-07-16,inc hosp,9045,France,67118648
Observed Data (ECDC),FR,2022-07-23,inc hosp,9466,France,67118648
Observed Data (ECDC),FR,2022-07-30,inc hosp,7389,France,67118648
Observed Data (ECDC),FR,2022-08-06,inc hosp,5447,France,67118648
Observed Data (ECDC),FR,2022-08-13,inc hosp,4450,France,67118648
Observed Data (ECDC),FR,2022-08-20,inc hosp,3561,France,67118648
Observed Data (ECDC),FR,2022-08-27,inc hosp,3073,France,67118648
Observed Data (ECDC),FR,2022-09-03,inc hosp,2532,France,67118648
Observed Data (ECDC),FR,2022-09-10,inc hosp,2451,France,67118648
Observed Data (ECDC),FR,2022-09-17,inc hosp,2517,France,67118648
Observed Data (ECDC),FR,2022-09-24,inc hosp,2932,France,67118648
Observed Data (ECDC),FR,2022-10-01,inc hosp,4790,France,67118648
Observed Data (ECDC),FR,2022-10-08,inc hosp,6544,France,67118648
Observed Data (ECDC),FR,2022-10-15,inc hosp,7463,France,67118648
Observed Data (ECDC),FR,2022-10-22,inc hosp,7525,France,67118648
Observed Data (ECDC),FR,2022-10-29,inc hosp,6030,France,67118648
Observed Data (ECDC),FR,2022-11-05,inc hosp,4245,France,67118648
Observed Data (ECDC),FR,2022-11-12,inc hosp,3956,France,67118648
Observed Data (ECDC),FR,2022-11-19,inc hosp,5243,France,67118648
Observed Data (ECDC),FR,2022-11-26,inc hosp,5486,France,67118648
Observed Data (ECDC),FR,2022-12-03,inc hosp,7164,France,67118648
Observed Data (ECDC),FR,2022-12-10,inc hosp,8970,France,67118648
Observed Data (ECDC),FR,2022-12-17,inc hosp,10091,France,67118648
Observed Data (ECDC),FR,2022-12-24,inc hosp,9668,France,67118648
Observed Data (ECDC),FR,2022-12-31,inc hosp,7095,France,67118648
Observed Data (ECDC),FR,2023-01-07,inc hosp,5382,France,67118648
Observed Data (ECDC),FR,2023-01-14,inc hosp,3523,France,67118648
Observed Data (ECDC),FR,2023-01-21,inc hosp,2294,France,67118648
Observed Data (ECDC),FR,2023-01-28,inc hosp,1842,France,67118648
Observed Data (ECDC),GR,2020-09-05,inc hosp,211,Greece,10760421
Observed Data (ECDC),GR,2020-09-12,inc hosp,262,Greece,10760421
Observed Data (ECDC),GR,2020-09-19,inc hosp,345,Greece,10760421
Observed Data (ECDC),GR,2020-09-26,inc hosp,338,Greece,10760421
Observed Data (ECDC),GR,2020-10-03,inc hosp,401,Greece,10760421
Observed Data (ECDC),GR,2020-10-10,inc hosp,373,Greece,10760421
Observed Data (ECDC),GR,2020-10-17,inc hosp,422,Greece,10760421
Observed Data (ECDC),GR,2020-10-24,inc hosp,595,Greece,10760421
Observed Data (ECDC),GR,2020-10-31,inc hosp,962,Greece,10760421
Observed Data (ECDC),GR,2020-11-07,inc hosp,1730,Greece,10760421
Observed Data (ECDC),GR,2020-11-14,inc hosp,2780,Greece,10760421
Observed Data (ECDC),GR,2020-11-21,inc hosp,3214,Greece,10760421
Observed Data (ECDC),GR,2020-11-28,inc hosp,2892,Greece,10760421
Observed Data (ECDC),GR,2020-12-05,inc hosp,2424,Greece,10760421
Observed Data (ECDC),GR,2020-12-12,inc hosp,1948,Greece,10760421
Observed Data (ECDC),GR,2020-12-19,inc hosp,1534,Greece,10760421
Observed Data (ECDC),GR,2020-12-26,inc hosp,1027,Greece,10760421
Observed Data (ECDC),GR,2021-01-02,inc hosp,1008,Greece,10760421
Observed Data (ECDC),GR,2021-01-09,inc hosp,863,Greece,10760421
Observed Data (ECDC),GR,2021-01-16,inc hosp,938,Greece,10760421
Observed Data (ECDC),GR,2021-01-23,inc hosp,730,Greece,10760421
Observed Data (ECDC),GR,2021-01-30,inc hosp,938,Greece,10760421
Observed Data (ECDC),GR,2021-02-06,inc hosp,1233,Greece,10760421
Observed Data (ECDC),GR,2021-02-13,inc hosp,1451,Greece,10760421
Observed Data (ECDC),GR,2021-02-20,inc hosp,1539,Greece,10760421
Observed Data (ECDC),GR,2021-02-27,inc hosp,2014,Greece,10760421
Observed Data (ECDC),GR,2021-03-06,inc hosp,2592,Greece,10760421
Observed Data (ECDC),GR,2021-03-13,inc hosp,3193,Greece,10760421
Observed Data (ECDC),GR,2021-03-20,inc hosp,3332,Greece,10760421
Observed Data (ECDC),GR,2021-03-27,inc hosp,3153,Greece,10760421
Observed Data (ECDC),GR,2021-04-03,inc hosp,3502,Greece,10760421
Observed Data (ECDC),GR,2021-04-10,inc hosp,3779,Greece,10760421
Observed Data (ECDC),GR,2021-04-17,inc hosp,3612,Greece,10760421
Observed Data (ECDC),GR,2021-04-24,inc hosp,3331,Greece,10760421
Observed Data (ECDC),GR,2021-05-01,inc hosp,3041,Greece,10760421
Observed Data (ECDC),GR,2021-05-08,inc hosp,2662,Greece,10760421
Observed Data (ECDC),GR,2021-05-15,inc hosp,2210,Greece,10760421
Observed Data (ECDC),GR,2021-05-22,inc hosp,1904,Greece,10760421
Observed Data (ECDC),GR,2021-05-29,inc hosp,1435,Greece,10760421
Observed Data (ECDC),GR,2021-06-05,inc hosp,1120,Greece,10760421
Observed Data (ECDC),GR,2021-06-12,inc hosp,745,Greece,10760421
Observed Data (ECDC),GR,2021-06-19,inc hosp,456,Greece,10760421
Observed Data (ECDC),GR,2021-06-26,inc hosp,346,Greece,10760421
Observed Data (ECDC),GR,2021-07-03,inc hosp,270,Greece,10760421
Observed Data (ECDC),GR,2021-07-10,inc hosp,442,Greece,10760421
Observed Data (ECDC),GR,2021-07-17,inc hosp,813,Greece,10760421
Observed Data (ECDC),GR,2021-07-24,inc hosp,1124,Greece,10760421
Observed Data (ECDC),GR,2021-07-31,inc hosp,1220,Greece,10760421
Observed Data (ECDC),GR,2021-08-07,inc hosp,1385,Greece,10760421
Observed Data (ECDC),GR,2021-08-14,inc hosp,1646,Greece,10760421
Observed Data (ECDC),GR,2021-08-21,inc hosp,1844,Greece,10760421
Observed Data (ECDC),GR,2021-08-28,inc hosp,1862,Greece,10760421
Observed Data (ECDC),GR,2021-09-04,inc hosp,1633,Greece,10760421
Observed Data (ECDC),GR,2021-09-11,inc hosp,1467,Greece,10760421
Observed Data (ECDC),GR,2021-09-18,inc hosp,1344,Greece,10760421
Observed Data (ECDC),GR,2021-09-25,inc hosp,1344,Greece,10760421
Observed Data (ECDC),GR,2021-10-02,inc hosp,1140,Greece,10760421
Observed Data (ECDC),GR,2021-10-09,inc hosp,1312,Greece,10760421
Observed Data (ECDC),GR,2021-10-16,inc hosp,1438,Greece,10760421
Observed Data (ECDC),GR,2021-10-23,inc hosp,1598,Greece,10760421
Observed Data (ECDC),GR,2021-10-30,inc hosp,1955,Greece,10760421
Observed Data (ECDC),GR,2021-11-06,inc hosp,2538,Greece,10760421
Observed Data (ECDC),GR,2021-11-13,inc hosp,2895,Greece,10760421
Observed Data (ECDC),GR,2021-11-20,inc hosp,3205,Greece,10760421
Observed Data (ECDC),GR,2021-11-27,inc hosp,3348,Greece,10760421
Observed Data (ECDC),GR,2021-12-04,inc hosp,3062,Greece,10760421
Observed Data (ECDC),GR,2021-12-11,inc hosp,2773,Greece,10760421
Observed Data (ECDC),GR,2021-12-18,inc hosp,2362,Greece,10760421
Observed Data (ECDC),GR,2021-12-25,inc hosp,2239,Greece,10760421
Observed Data (ECDC),GR,2022-01-01,inc hosp,2917,Greece,10760421
Observed Data (ECDC),GR,2022-01-08,inc hosp,4024,Greece,10760421
Observed Data (ECDC),GR,2022-01-15,inc hosp,3941,Greece,10760421
Observed Data (ECDC),GR,2022-01-22,inc hosp,3466,Greece,10760421
