origin_date,scenario_id,target_variable,horizon,target_end_date,location,type,quantile,value
2022-03-13,B-2022-02-25,inc case,21 wk,2022-08-06,DK,quantile,0.025,0
2022-03-13,B-2022-02-25,inc case,21 wk,2022-08-06,DK,quantile,0.05,0
2022-03-13,B-2022-02-25,inc case,21 wk,2022-08-06,DK,quantile,0.1,0.986205
2022-03-13,B-2022-02-25,inc case,21 wk,2022-08-06,DK,quantile,0.15,2.944342
2022-03-13,B-2022-02-25,inc case,21 wk,2022-08-06,DK,quantile,0.2,5.263864
2022-03-13,B-2022-02-25,inc case,21 wk,2022-08-06,DK,quantile,0.25,19.1253225
2022-03-13,B-2022-02-25,inc case,21 wk,2022-08-06,DK,quantile,0.3,24.765989
2022-03-13,B-2022-02-25,inc case,21 wk,2022-08-06,DK,quantile,0.35,53.7345190000001
2022-03-13,B-2022-02-25,inc case,21 wk,2022-08-06,DK,quantile,0.4,101.758472
2022-03-13,B-2022-02-25,inc case,21 wk,2022-08-06,DK,quantile,0.45,229.2595145
2022-03-13,B-2022-02-25,inc case,21 wk,2022-08-06,DK,quantile,0.5,460.20918
2022-03-13,B-2022-02-25,inc case,21 wk,2022-08-06,DK,quantile,0.55,765.200354500001
2022-03-13,B-2022-02-25,inc case,21 wk,2022-08-06,DK,quantile,0.6,1769.828278
2022-03-13,B-2022-02-25,inc case,21 wk,2022-08-06,DK,quantile,0.65,2613.103049
2022-03-13,B-2022-02-25,inc case,21 wk,2022-08-06,DK,quantile,0.7,3757.239368
2022-03-13,B-2022-02-25,inc case,21 wk,2022-08-06,DK,quantile,0.75,6178.22967500002
2022-03-13,B-2022-02-25,inc case,21 wk,2022-08-06,DK,quantile,0.8,12234.982542
2022-03-13,B-2022-02-25,inc case,21 wk,2022-08-06,DK,quantile,0.85,23117.9372805
2022-03-13,B-2022-02-25,inc case,21 wk,2022-08-06,DK,quantile,0.9,54260.1923510001
2022-03-13,B-2022-02-25,inc case,21 wk,2022-08-06,DK,quantile,0.95,101439.0411125
2022-03-13,B-2022-02-25,inc case,21 wk,2022-08-06,DK,quantile,0.975,127976.3757355
2022-03-13,B-2022-02-25,inc case,21 wk,2022-08-06,DK,quantile,0.99,147230.5343251
2022-03-13,B-2022-02-25,inc case,22 wk,2022-08-13,DK,quantile,0.01,0
2022-03-13,B-2022-02-25,inc case,22 wk,2022-08-13,DK,quantile,0.025,0
2022-03-13,B-2022-02-25,inc case,22 wk,2022-08-13,DK,quantile,0.05,0
2022-03-13,B-2022-02-25,inc case,22 wk,2022-08-13,DK,quantile,0.1,1.020451
2022-03-13,B-2022-02-25,inc case,22 wk,2022-08-13,DK,quantile,0.15,2.4930445
2022-03-13,B-2022-02-25,inc case,22 wk,2022-08-13,DK,quantile,0.2,8.727368
2022-03-13,B-2022-02-25,inc case,22 wk,2022-08-13,DK,quantile,0.25,26.397855
2022-03-13,B-2022-02-25,inc case,22 wk,2022-08-13,DK,quantile,0.3,49.153108
2022-03-13,B-2022-02-25,inc case,22 wk,2022-08-13,DK,quantile,0.35,63.7877430000001
2022-03-13,B-2022-02-25,inc case,22 wk,2022-08-13,DK,quantile,0.4,133.475428
2022-03-13,B-2022-02-25,inc case,22 wk,2022-08-13,DK,quantile,0.45,318.0267205
2022-03-13,B-2022-02-25,inc case,22 wk,2022-08-13,DK,quantile,0.5,814.118835
2022-03-13,B-2022-02-25,inc case,22 wk,2022-08-13,DK,quantile,0.55,1221.101851
2022-03-13,B-2022-02-25,inc case,22 wk,2022-08-13,DK,quantile,0.6,2864.938054
2022-03-13,B-2022-02-25,inc case,22 wk,2022-08-13,DK,quantile,0.65,3805.6565385
2022-03-13,B-2022-02-25,inc case,22 wk,2022-08-13,DK,quantile,0.7,7123.856602
2022-03-13,B-2022-02-25,inc case,22 wk,2022-08-13,DK,quantile,0.75,10420.585975
2022-03-13,B-2022-02-25,inc case,22 wk,2022-08-13,DK,quantile,0.8,20967.311048
2022-03-13,B-2022-02-25,inc case,22 wk,2022-08-13,DK,quantile,0.85,40899.545707
2022-03-13,B-2022-02-25,inc case,22 wk,2022-08-13,DK,quantile,0.9,95914.0063430001
2022-03-13,B-2022-02-25,inc case,22 wk,2022-08-13,DK,quantile,0.95,129889.2033755
2022-03-13,B-2022-02-25,inc case,22 wk,2022-08-13,DK,quantile,0.975,159527.360128
2022-03-13,B-2022-02-25,inc case,22 wk,2022-08-13,DK,quantile,0.99,191901.4074313
2022-03-13,B-2022-02-25,inc case,23 wk,2022-08-20,DK,quantile,0.01,0
2022-03-13,B-2022-02-25,inc case,23 wk,2022-08-20,DK,quantile,0.025,0.07533975
2022-03-13,B-2022-02-25,inc case,23 wk,2022-08-20,DK,quantile,0.05,0.180422
2022-03-13,B-2022-02-25,inc case,23 wk,2022-08-20,DK,quantile,0.1,1.025093
2022-03-13,B-2022-02-25,inc case,23 wk,2022-08-20,DK,quantile,0.15,6.13810400000001
2022-03-13,B-2022-02-25,inc case,23 wk,2022-08-20,DK,quantile,0.2,15.832516
2022-03-13,B-2022-02-25,inc case,23 wk,2022-08-20,DK,quantile,0.25,42.721165
2022-03-13,B-2022-02-25,inc case,23 wk,2022-08-20,DK,quantile,0.3,60.864711
2022-03-13,B-2022-02-25,inc case,23 wk,2022-08-20,DK,quantile,0.35,103.762537
2022-03-13,B-2022-02-25,inc case,23 wk,2022-08-20,DK,quantile,0.4,175.893168
2022-03-13,B-2022-02-25,inc case,23 wk,2022-08-20,DK,quantile,0.45,537.533104
2022-03-13,B-2022-02-25,inc case,23 wk,2022-08-20,DK,quantile,0.5,1674.740465
2022-03-13,B-2022-02-25,inc case,23 wk,2022-08-20,DK,quantile,0.55,1967.3118625
2022-03-13,B-2022-02-25,inc case,23 wk,2022-08-20,DK,quantile,0.6,5038.569216
2022-03-13,B-2022-02-25,inc case,23 wk,2022-08-20,DK,quantile,0.65,6769.78436450001
2022-03-13,B-2022-02-25,inc case,23 wk,2022-08-20,DK,quantile,0.7,13721.646113
2022-03-13,B-2022-02-25,inc case,23 wk,2022-08-20,DK,quantile,0.75,20062.1079625
2022-03-13,B-2022-02-25,inc case,23 wk,2022-08-20,DK,quantile,0.8,35725.78099
2022-03-13,B-2022-02-25,inc case,23 wk,2022-08-20,DK,quantile,0.85,73684.4675415
2022-03-13,B-2022-02-25,inc case,23 wk,2022-08-20,DK,quantile,0.9,117410.739969
2022-03-13,B-2022-02-25,inc case,23 wk,2022-08-20,DK,quantile,0.95,164312.6068275
2022-03-13,B-2022-02-25,inc case,23 wk,2022-08-20,DK,quantile,0.975,177461.72116175
2022-03-13,B-2022-02-25,inc case,23 wk,2022-08-20,DK,quantile,0.99,188959.295624
2022-03-13,B-2022-02-25,inc case,24 wk,2022-08-27,DK,quantile,0.01,0
2022-03-13,B-2022-02-25,inc case,24 wk,2022-08-27,DK,quantile,0.025,0
2022-03-13,B-2022-02-25,inc case,24 wk,2022-08-27,DK,quantile,0.05,0.65065
2022-03-13,B-2022-02-25,inc case,24 wk,2022-08-27,DK,quantile,0.1,3.213803
2022-03-13,B-2022-02-25,inc case,24 wk,2022-08-27,DK,quantile,0.15,9.855776
2022-03-13,B-2022-02-25,inc case,24 wk,2022-08-27,DK,quantile,0.2,17.163172
2022-03-13,B-2022-02-25,inc case,24 wk,2022-08-27,DK,quantile,0.25,51.2524525
2022-03-13,B-2022-02-25,inc case,24 wk,2022-08-27,DK,quantile,0.3,91.81365
2022-03-13,B-2022-02-25,inc case,24 wk,2022-08-27,DK,quantile,0.35,154.8428725
2022-03-13,B-2022-02-25,inc case,24 wk,2022-08-27,DK,quantile,0.4,318.481164
2022-03-13,B-2022-02-25,inc case,24 wk,2022-08-27,DK,quantile,0.45,932.2711185
2022-03-13,B-2022-02-25,inc case,24 wk,2022-08-27,DK,quantile,0.5,2458.07426
2022-03-13,B-2022-02-25,inc case,24 wk,2022-08-27,DK,quantile,0.55,4131.9982495
2022-03-13,B-2022-02-25,inc case,24 wk,2022-08-27,DK,quantile,0.6,8868.63834400001
2022-03-13,B-2022-02-25,inc case,24 wk,2022-08-27,DK,quantile,0.65,11879.049394
2022-03-13,B-2022-02-25,inc case,24 wk,2022-08-27,DK,quantile,0.7,26756.919509
2022-03-13,B-2022-02-25,inc case,24 wk,2022-08-27,DK,quantile,0.75,40089.4072525001
2022-03-13,B-2022-02-25,inc case,24 wk,2022-08-27,DK,quantile,0.8,51533.6583660001
2022-03-13,B-2022-02-25,inc case,24 wk,2022-08-27,DK,quantile,0.85,106049.0632225
2022-03-13,B-2022-02-25,inc case,24 wk,2022-08-27,DK,quantile,0.9,140746.546786
2022-03-13,B-2022-02-25,inc case,24 wk,2022-08-27,DK,quantile,0.95,173689.6305195
2022-03-13,B-2022-02-25,inc case,24 wk,2022-08-27,DK,quantile,0.975,195775.14283525
2022-03-13,B-2022-02-25,inc case,24 wk,2022-08-27,DK,quantile,0.99,198733.559991301
2022-03-13,B-2022-02-25,inc case,25 wk,2022-09-03,DK,quantile,0.01,0
2022-03-13,B-2022-02-25,inc case,25 wk,2022-09-03,DK,quantile,0.025,0
2022-03-13,B-2022-02-25,inc case,25 wk,2022-09-03,DK,quantile,0.05,0
2022-03-13,B-2022-02-25,inc case,25 wk,2022-09-03,DK,quantile,0.1,3.972911
2022-03-13,B-2022-02-25,inc case,25 wk,2022-09-03,DK,quantile,0.15,11.6747315
2022-03-13,B-2022-02-25,inc case,25 wk,2022-09-03,DK,quantile,0.2,28.449536
2022-03-13,B-2022-02-25,inc case,25 wk,2022-09-03,DK,quantile,0.25,77.9565075
2022-03-13,B-2022-02-25,inc case,25 wk,2022-09-03,DK,quantile,0.3,147.754887
2022-03-13,B-2022-02-25,inc case,25 wk,2022-09-03,DK,quantile,0.35,330.30394
2022-03-13,B-2022-02-25,inc case,25 wk,2022-09-03,DK,quantile,0.4,815.720736000001
2022-03-13,B-2022-02-25,inc case,25 wk,2022-09-03,DK,quantile,0.45,2073.74337
2022-03-13,B-2022-02-25,inc case,25 wk,2022-09-03,DK,quantile,0.5,3876.57784
2022-03-13,B-2022-02-25,inc case,25 wk,2022-09-03,DK,quantile,0.55,7793.5380585
2022-03-13,B-2022-02-25,inc case,25 wk,2022-09-03,DK,quantile,0.6,18809.415762
2022-03-13,B-2022-02-25,inc case,25 wk,2022-09-03,DK,quantile,0.65,25863.2318965
2022-03-13,B-2022-02-25,inc case,25 wk,2022-09-03,DK,quantile,0.7,55489.3065730001
2022-03-13,B-2022-02-25,inc case,25 wk,2022-09-03,DK,quantile,0.75,77109.5147925001
2022-03-13,B-2022-02-25,inc case,25 wk,2022-09-03,DK,quantile,0.8,113415.814566
2022-03-13,B-2022-02-25,inc case,25 wk,2022-09-03,DK,quantile,0.85,154776.0261305
2022-03-13,B-2022-02-25,inc case,25 wk,2022-09-03,DK,quantile,0.9,181659.827104
2022-03-13,B-2022-02-25,inc case,25 wk,2022-09-03,DK,quantile,0.95,215007.280284
2022-03-13,B-2022-02-25,inc case,25 wk,2022-09-03,DK,quantile,0.975,237234.263299
2022-03-13,B-2022-02-25,inc case,25 wk,2022-09-03,DK,quantile,0.99,258054.035767501
2022-03-13,B-2022-02-25,inc case,26 wk,2022-09-10,DK,quantile,0.01,0
2022-03-13,B-2022-02-25,inc case,26 wk,2022-09-10,DK,quantile,0.025,0
2022-03-13,B-2022-02-25,inc case,26 wk,2022-09-10,DK,quantile,0.05,0
2022-03-13,B-2022-02-25,inc case,26 wk,2022-09-10,DK,quantile,0.1,0
2022-03-13,B-2022-02-25,inc case,26 wk,2022-09-10,DK,quantile,0.15,38.4778845000001
2022-03-13,B-2022-02-25,inc case,26 wk,2022-09-10,DK,quantile,0.2,73.346548
2022-03-13,B-2022-02-25,inc case,26 wk,2022-09-10,DK,quantile,0.25,184.4346675
2022-03-13,B-2022-02-25,inc case,26 wk,2022-09-10,DK,quantile,0.3,427.047173
2022-03-13,B-2022-02-25,inc case,26 wk,2022-09-10,DK,quantile,0.35,873.470058000001
2022-03-13,B-2022-02-25,inc case,26 wk,2022-09-10,DK,quantile,0.4,2380.954886
2022-03-13,B-2022-02-25,inc case,26 wk,2022-09-10,DK,quantile,0.45,7333.99711300001
2022-03-13,B-2022-02-25,inc case,26 wk,2022-09-10,DK,quantile,0.5,11046.09145
2022-03-13,B-2022-02-25,inc case,26 wk,2022-09-10,DK,quantile,0.55,21322.2469005
2022-03-13,B-2022-02-25,inc case,26 wk,2022-09-10,DK,quantile,0.6,51052.635316
2022-03-13,B-2022-02-25,inc case,26 wk,2022-09-10,DK,quantile,0.65,78186.0048950001
2022-03-13,B-2022-02-25,inc case,26 wk,2022-09-10,DK,quantile,0.7,146158.047565
2022-03-13,B-2022-02-25,inc case,26 wk,2022-09-10,DK,quantile,0.75,186723.545245
2022-03-13,B-2022-02-25,inc case,26 wk,2022-09-10,DK,quantile,0.8,213939.024172
2022-03-13,B-2022-02-25,inc case,26 wk,2022-09-10,DK,quantile,0.85,263421.7468085
2022-03-13,B-2022-02-25,inc case,26 wk,2022-09-10,DK,quantile,0.9,304668.135688
2022-03-13,B-2022-02-25,inc case,26 wk,2022-09-10,DK,quantile,0.95,347960.6899195
2022-03-13,B-2022-02-25,inc case,26 wk,2022-09-10,DK,quantile,0.975,411736.058039
2022-03-13,B-2022-02-25,inc case,26 wk,2022-09-10,DK,quantile,0.99,436053.175435801
2022-03-13,B-2022-02-25,inc case,27 wk,2022-09-17,DK,quantile,0.01,0
2022-03-13,B-2022-02-25,inc case,27 wk,2022-09-17,DK,quantile,0.025,0
2022-03-13,B-2022-02-25,inc case,27 wk,2022-09-17,DK,quantile,0.05,0
2022-03-13,B-2022-02-25,inc case,27 wk,2022-09-17,DK,quantile,0.1,0
2022-03-13,B-2022-02-25,inc case,27 wk,2022-09-17,DK,quantile,0.15,66.8117245
2022-03-13,B-2022-02-25,inc case,27 wk,2022-09-17,DK,quantile,0.2,203.44144
2022-03-13,B-2022-02-25,inc case,27 wk,2022-09-17,DK,quantile,0.25,502.0665975
2022-03-13,B-2022-02-25,inc case,27 wk,2022-09-17,DK,quantile,0.3,1654.881623
2022-03-13,B-2022-02-25,inc case,27 wk,2022-09-17,DK,quantile,0.35,2988.533923
2022-03-13,B-2022-02-25,inc case,27 wk,2022-09-17,DK,quantile,0.4,9027.071202
2022-03-13,B-2022-02-25,inc case,27 wk,2022-09-17,DK,quantile,0.45,27092.565372
2022-03-13,B-2022-02-25,inc case,27 wk,2022-09-17,DK,quantile,0.5,45643.645665
2022-03-13,B-2022-02-25,inc case,27 wk,2022-09-17,DK,quantile,0.55,64941.086823
2022-03-13,B-2022-02-25,inc case,27 wk,2022-09-17,DK,quantile,0.6,142686.103946
2022-03-13,B-2022-02-25,inc case,27 wk,2022-09-17,DK,quantile,0.65,196535.401071501
2022-03-13,B-2022-02-25,inc case,27 wk,2022-09-17,DK,quantile,0.7,283556.863472
2022-03-13,B-2022-02-25,inc case,27 wk,2022-09-17,DK,quantile,0.75,320496.77188
2022-03-13,B-2022-02-25,inc case,27 wk,2022-09-17,DK,quantile,0.8,357201.684904
2022-03-13,B-2022-02-25,inc case,27 wk,2022-09-17,DK,quantile,0.85,418573.1754085
2022-03-13,B-2022-02-25,inc case,27 wk,2022-09-17,DK,quantile,0.9,456332.212706
2022-03-13,B-2022-02-25,inc case,27 wk,2022-09-17,DK,quantile,0.95,535914.7994355
2022-03-13,B-2022-02-25,inc case,27 wk,2022-09-17,DK,quantile,0.975,606832.590676999
2022-03-13,B-2022-02-25,inc case,27 wk,2022-09-17,DK,quantile,0.99,720041.606156101
2022-03-13,B-2022-02-25,inc case,28 wk,2022-09-24,DK,quantile,0.01,0
2022-03-13,B-2022-02-25,inc case,28 wk,2022-09-24,DK,quantile,0.025,0
2022-03-13,B-2022-02-25,inc case,28 wk,2022-09-24,DK,quantile,0.05,0
2022-03-13,B-2022-02-25,inc case,28 wk,2022-09-24,DK,quantile,0.1,0
2022-03-13,B-2022-02-25,inc case,28 wk,2022-09-24,DK,quantile,0.15,143.4280555
2022-03-13,B-2022-02-25,inc case,28 wk,2022-09-24,DK,quantile,0.2,490.240354
2022-03-13,B-2022-02-25,inc case,28 wk,2022-09-24,DK,quantile,0.25,1841.07194
2022-03-13,B-2022-02-25,inc case,28 wk,2022-09-24,DK,quantile,0.3,5487.745659
2022-03-13,B-2022-02-25,inc case,28 wk,2022-09-24,DK,quantile,0.35,10723.815079
2022-03-13,B-2022-02-25,inc case,28 wk,2022-09-24,DK,quantile,0.4,30569.570336
2022-03-13,B-2022-02-25,inc case,28 wk,2022-09-24,DK,quantile,0.45,66366.7103695
2022-03-13,B-2022-02-25,inc case,28 wk,2022-09-24,DK,quantile,0.5,120036.22488
2022-03-13,B-2022-02-25,inc case,28 wk,2022-09-24,DK,quantile,0.55,150613.885765
2022-03-13,B-2022-02-25,inc case,28 wk,2022-09-24,DK,quantile,0.6,285979.100506
2022-03-13,B-2022-02-25,inc case,28 wk,2022-09-24,DK,quantile,0.65,347908.72208
2022-03-13,B-2022-02-25,inc case,28 wk,2022-09-24,DK,quantile,0.7,407640.927669
2022-03-13,B-2022-02-25,inc case,28 wk,2022-09-24,DK,quantile,0.75,430572.8813425
2022-03-13,B-2022-02-25,inc case,28 wk,2022-09-24,DK,quantile,0.8,487278.903404
2022-03-13,B-2022-02-25,inc case,28 wk,2022-09-24,DK,quantile,0.85,587558.6559275
2022-03-13,B-2022-02-25,inc case,28 wk,2022-09-24,DK,quantile,0.9,629107.315104
2022-03-13,B-2022-02-25,inc case,28 wk,2022-09-24,DK,quantile,0.95,706520.01383
2022-03-13,B-2022-02-25,inc case,28 wk,2022-09-24,DK,quantile,0.975,782947.523004749
2022-03-13,B-2022-02-25,inc case,28 wk,2022-09-24,DK,quantile,0.99,895403.623948401
2022-03-13,B-2022-02-25,inc case,29 wk,2022-10-01,DK,quantile,0.01,0
2022-03-13,B-2022-02-25,inc case,29 wk,2022-10-01,DK,quantile,0.025,0
2022-03-13,B-2022-02-25,inc case,29 wk,2022-10-01,DK,quantile,0.05,0
2022-03-13,B-2022-02-25,inc case,29 wk,2022-10-01,DK,quantile,0.1,0
2022-03-13,B-2022-02-25,inc case,29 wk,2022-10-01,DK,quantile,0.15,317.533115
2022-03-13,B-2022-02-25,inc case,29 wk,2022-10-01,DK,quantile,0.2,1145.452028
2022-03-13,B-2022-02-25,inc case,29 wk,2022-10-01,DK,quantile,0.25,5053.9574475
2022-03-13,B-2022-02-25,inc case,29 wk,2022-10-01,DK,quantile,0.3,15449.814656
2022-03-13,B-2022-02-25,inc case,29 wk,2022-10-01,DK,quantile,0.35,31952.9799620001
2022-03-13,B-2022-02-25,inc case,29 wk,2022-10-01,DK,quantile,0.4,77556.245522
2022-03-13,B-2022-02-25,inc case,29 wk,2022-10-01,DK,quantile,0.45,139726.537845
2022-03-13,B-2022-02-25,inc case,29 wk,2022-10-01,DK,quantile,0.5,214849.11735
2022-03-13,B-2022-02-25,inc case,29 wk,2022-10-01,DK,quantile,0.55,259874.568182
2022-03-13,B-2022-02-25,inc case,29 wk,2022-10-01,DK,quantile,0.6,377733.20678
2022-03-13,B-2022-02-25,inc case,29 wk,2022-10-01,DK,quantile,0.65,440669.448994
2022-03-13,B-2022-02-25,inc case,29 wk,2022-10-01,DK,quantile,0.7,518616.439477
2022-03-13,B-2022-02-25,inc case,29 wk,2022-10-01,DK,quantile,0.75,555225.099
2022-03-13,B-2022-02-25,inc case,29 wk,2022-10-01,DK,quantile,0.8,644345.278104
2022-03-13,B-2022-02-25,inc case,29 wk,2022-10-01,DK,quantile,0.85,705610.5406795
2022-03-13,B-2022-02-25,inc case,29 wk,2022-10-01,DK,quantile,0.9,762911.032764
2022-03-13,B-2022-02-25,inc case,29 wk,2022-10-01,DK,quantile,0.95,849615.2703535
2022-03-13,B-2022-02-25,inc case,29 wk,2022-10-01,DK,quantile,0.975,892640.32793425
2022-03-13,B-2022-02-25,inc case,29 wk,2022-10-01,DK,quantile,0.99,936982.5541358
2022-03-13,B-2022-02-25,inc case,30 wk,2022-10-08,DK,quantile,0.01,0
2022-03-13,B-2022-02-25,inc case,30 wk,2022-10-08,DK,quantile,0.025,0
2022-03-13,B-2022-02-25,inc case,30 wk,2022-10-08,DK,quantile,0.05,0
2022-03-13,B-2022-02-25,inc case,30 wk,2022-10-08,DK,quantile,0.1,0
2022-03-13,B-2022-02-25,inc case,30 wk,2022-10-08,DK,quantile,0.15,729.6633495
2022-03-13,B-2022-02-25,inc case,30 wk,2022-10-08,DK,quantile,0.2,2603.03771
2022-03-13,B-2022-02-25,inc case,30 wk,2022-10-08,DK,quantile,0.25,12101.17107
2022-03-13,B-2022-02-25,inc case,30 wk,2022-10-08,DK,quantile,0.3,37171.898504
2022-03-13,B-2022-02-25,inc case,30 wk,2022-10-08,DK,quantile,0.35,82540.9858850002
2022-03-13,B-2022-02-25,inc case,30 wk,2022-10-08,DK,quantile,0.4,163235.63034
2022-03-13,B-2022-02-25,inc case,30 wk,2022-10-08,DK,quantile,0.45,244446.8421015
2022-03-13,B-2022-02-25,inc case,30 wk,2022-10-08,DK,quantile,0.5,289752.632735
2022-03-13,B-2022-02-25,inc case,30 wk,2022-10-08,DK,quantile,0.55,344277.5167605
2022-03-13,B-2022-02-25,inc case,30 wk,2022-10-08,DK,quantile,0.6,460031.756782
2022-03-13,B-2022-02-25,inc case,30 wk,2022-10-08,DK,quantile,0.65,535189.4621385
2022-03-13,B-2022-02-25,inc case,30 wk,2022-10-08,DK,quantile,0.7,625709.701816
2022-03-13,B-2022-02-25,inc case,30 wk,2022-10-08,DK,quantile,0.75,671383.08593
2022-03-13,B-2022-02-25,inc case,30 wk,2022-10-08,DK,quantile,0.8,742267.466508
2022-03-13,B-2022-02-25,inc case,30 wk,2022-10-08,DK,quantile,0.85,781705.3338535
2022-03-13,B-2022-02-25,inc case,30 wk,2022-10-08,DK,quantile,0.9,804026.491153
2022-03-13,B-2022-02-25,inc case,30 wk,2022-10-08,DK,quantile,0.95,856353.214436
2022-03-13,B-2022-02-25,inc case,30 wk,2022-10-08,DK,quantile,0.975,922333.041512
2022-03-13,B-2022-02-25,inc case,30 wk,2022-10-08,DK,quantile,0.99,950578.4836911
2022-03-13,B-2022-02-25,inc case,31 wk,2022-10-15,DK,quantile,0.01,0
2022-03-13,B-2022-02-25,inc case,31 wk,2022-10-15,DK,quantile,0.025,0
2022-03-13,B-2022-02-25,inc case,31 wk,2022-10-15,DK,quantile,0.05,0
2022-03-13,B-2022-02-25,inc case,31 wk,2022-10-15,DK,quantile,0.1,0
2022-03-13,B-2022-02-25,inc case,31 wk,2022-10-15,DK,quantile,0.15,1938.3509605
2022-03-13,B-2022-02-25,inc case,31 wk,2022-10-15,DK,quantile,0.2,6225.70082
2022-03-13,B-2022-02-25,inc case,31 wk,2022-10-15,DK,quantile,0.25,26232.569835
2022-03-13,B-2022-02-25,inc case,31 wk,2022-10-15,DK,quantile,0.3,99843.805338
2022-03-13,B-2022-02-25,inc case,31 wk,2022-10-15,DK,quantile,0.35,159560.967369
2022-03-13,B-2022-02-25,inc case,31 wk,2022-10-15,DK,quantile,0.4,262530.396136
2022-03-13,B-2022-02-25,inc case,31 wk,2022-10-15,DK,quantile,0.45,327318.548976
2022-03-13,B-2022-02-25,inc case,31 wk,2022-10-15,DK,quantile,0.5,384770.989375
2022-03-13,B-2022-02-25,inc case,31 wk,2022-10-15,DK,quantile,0.55,429943.96493
2022-03-13,B-2022-02-25,inc case,31 wk,2022-10-15,DK,quantile,0.6,548312.178692
2022-03-13,B-2022-02-25,inc case,31 wk,2022-10-15,DK,quantile,0.65,621163.5570965
2022-03-13,B-2022-02-25,inc case,31 wk,2022-10-15,DK,quantile,0.7,659601.283314
2022-03-13,B-2022-02-25,inc case,31 wk,2022-10-15,DK,quantile,0.75,707586.6156325
2022-03-13,B-2022-02-25,inc case,31 wk,2022-10-15,DK,quantile,0.8,744555.94875
2022-03-13,B-2022-02-25,inc case,31 wk,2022-10-15,DK,quantile,0.85,758658.7225495
2022-03-13,B-2022-02-25,inc case,31 wk,2022-10-15,DK,quantile,0.9,784040.374533
2022-03-13,B-2022-02-25,inc case,31 wk,2022-10-15,DK,quantile,0.95,884016.22777
2022-03-13,B-2022-02-25,inc case,31 wk,2022-10-15,DK,quantile,0.975,965712.751215749
2022-03-13,B-2022-02-25,inc case,31 wk,2022-10-15,DK,quantile,0.99,1011782.5939378
2022-03-13,B-2022-02-25,inc case,32 wk,2022-10-22,DK,quantile,0.01,0
2022-03-13,B-2022-02-25,inc case,32 wk,2022-10-22,DK,quantile,0.025,0
2022-03-13,B-2022-02-25,inc case,32 wk,2022-10-22,DK,quantile,0.05,0
2022-03-13,B-2022-02-25,inc case,32 wk,2022-10-22,DK,quantile,0.1,0
2022-03-13,B-2022-02-25,inc case,32 wk,2022-10-22,DK,quantile,0.15,5598.90583
2022-03-13,B-2022-02-25,inc case,32 wk,2022-10-22,DK,quantile,0.2,15173.817458
2022-03-13,B-2022-02-25,inc case,32 wk,2022-10-22,DK,quantile,0.25,53591.8509775
2022-03-13,B-2022-02-25,inc case,32 wk,2022-10-22,DK,quantile,0.3,200717.179886
2022-03-13,B-2022-02-25,inc case,32 wk,2022-10-22,DK,quantile,0.35,258965.2869715
2022-03-13,B-2022-02-25,inc case,32 wk,2022-10-22,DK,quantile,0.4,329660.846604
2022-03-13,B-2022-02-25,inc case,32 wk,2022-10-22,DK,quantile,0.45,410807.03707
2022-03-13,B-2022-02-25,inc case,32 wk,2022-10-22,DK,quantile,0.5,494129.24867
2022-03-13,B-2022-02-25,inc case,32 wk,2022-10-22,DK,quantile,0.55,530372.194661
2022-03-13,B-2022-02-25,inc case,32 wk,2022-10-22,DK,quantile,0.6,598955.22598
2022-03-13,B-2022-02-25,inc case,32 wk,2022-10-22,DK,quantile,0.65,614321.971694
2022-03-13,B-2022-02-25,inc case,32 wk,2022-10-22,DK,quantile,0.7,645884.228151
2022-03-13,B-2022-02-25,inc case,32 wk,2022-10-22,DK,quantile,0.75,679201.8400525
2022-03-13,B-2022-02-25,inc case,32 wk,2022-10-22,DK,quantile,0.8,712675.787794
2022-03-13,B-2022-02-25,inc case,32 wk,2022-10-22,DK,quantile,0.85,744606.9997945
2022-03-13,B-2022-02-25,inc case,32 wk,2022-10-22,DK,quantile,0.9,779114.322852
2022-03-13,B-2022-02-25,inc case,32 wk,2022-10-22,DK,quantile,0.95,842874.563871
2022-03-13,B-2022-02-25,inc case,32 wk,2022-10-22,DK,quantile,0.975,903760.0167215
2022-03-13,B-2022-02-25,inc case,32 wk,2022-10-22,DK,quantile,0.99,941573.7606527
2022-03-13,B-2022-02-25,inc case,33 wk,2022-10-29,DK,quantile,0.01,0
2022-03-13,B-2022-02-25,inc case,33 wk,2022-10-29,DK,quantile,0.025,0
2022-03-13,B-2022-02-25,inc case,33 wk,2022-10-29,DK,quantile,0.05,0
2022-03-13,B-2022-02-25,inc case,33 wk,2022-10-29,DK,quantile,0.1,0
2022-03-13,B-2022-02-25,inc case,33 wk,2022-10-29,DK,quantile,0.15,9702.4725625
2022-03-13,B-2022-02-25,inc case,33 wk,2022-10-29,DK,quantile,0.2,34692.62204
2022-03-13,B-2022-02-25,inc case,33 wk,2022-10-29,DK,quantile,0.25,106221.322715
2022-03-13,B-2022-02-25,inc case,33 wk,2022-10-29,DK,quantile,0.3,265100.847064
2022-03-13,B-2022-02-25,inc case,33 wk,2022-10-29,DK,quantile,0.35,358956.086397
2022-03-13,B-2022-02-25,inc case,33 wk,2022-10-29,DK,quantile,0.4,400299.795736
2022-03-13,B-2022-02-25,inc case,33 wk,2022-10-29,DK,quantile,0.45,448909.263834
2022-03-13,B-2022-02-25,inc case,33 wk,2022-10-29,DK,quantile,0.5,514757.650495
