origin_date,scenario_id,target_variable,horizon,target_end_date,location,type,quantile,value
2022-03-13,A-2022-02-25,inc case,39 wk,2022-12-10,DK,point,,0
2022-03-13,A-2022-02-25,inc case,40 wk,2022-12-17,DK,point,,0
2022-03-13,A-2022-02-25,inc case,41 wk,2022-12-24,DK,point,,0
2022-03-13,A-2022-02-25,inc case,42 wk,2022-12-31,DK,point,,0
2022-03-13,A-2022-02-25,inc case,43 wk,2023-01-07,DK,point,,0
2022-03-13,A-2022-02-25,inc case,44 wk,2023-01-14,DK,point,,0
2022-03-13,A-2022-02-25,inc case,45 wk,2023-01-21,DK,point,,0
2022-03-13,A-2022-02-25,inc case,46 wk,2023-01-28,DK,point,,0
2022-03-13,A-2022-02-25,inc case,47 wk,2023-02-04,DK,point,,0
2022-03-13,A-2022-02-25,inc case,48 wk,2023-02-11,DK,point,,0
2022-03-13,A-2022-02-25,inc case,49 wk,2023-02-18,DK,point,,0
2022-03-13,A-2022-02-25,inc case,50 wk,2023-02-25,DK,point,,0
2022-03-13,A-2022-02-25,inc case,51 wk,2023-03-04,DK,point,,0
2022-03-13,A-2022-02-25,inc case,52 wk,2023-03-11,DK,point,,0
2022-03-13,A-2022-02-25,inc case,1 wk,2022-03-19,DK,quantile,0.01,8935.847413
2022-03-13,A-2022-02-25,inc case,1 wk,2022-03-19,DK,quantile,0.025,11227.305271
2022-03-13,A-2022-02-25,inc case,1 wk,2022-03-19,DK,quantile,0.05,11424.2271635
2022-03-13,A-2022-02-25,inc case,1 wk,2022-03-19,DK,quantile,0.1,12316.231868
2022-03-13,A-2022-02-25,inc case,1 wk,2022-03-19,DK,quantile,0.15,12677.9426605
2022-03-13,A-2022-02-25,inc case,1 wk,2022-03-19,DK,quantile,0.2,13096.283052
2022-03-13,A-2022-02-25,inc case,1 wk,2022-03-19,DK,quantile,0.25,13717.9659375
2022-03-13,A-2022-02-25,inc case,1 wk,2022-03-19,DK,quantile,0.3,13982.908463
2022-03-13,A-2022-02-25,inc case,1 wk,2022-03-19,DK,quantile,0.35,14392.2656495
2022-03-13,A-2022-02-25,inc case,1 wk,2022-03-19,DK,quantile,0.4,14758.389602
2022-03-13,A-2022-02-25,inc case,1 wk,2022-03-19,DK,quantile,0.45,15150.385495
2022-03-13,A-2022-02-25,inc case,1 wk,2022-03-19,DK,quantile,0.5,15413.767015
2022-03-13,A-2022-02-25,inc case,1 wk,2022-03-19,DK,quantile,0.55,15791.801653
2022-03-13,A-2022-02-25,inc case,1 wk,2022-03-19,DK,quantile,0.6,16299.431924
2022-03-13,A-2022-02-25,inc case,1 wk,2022-03-19,DK,quantile,0.65,17016.247402
2022-03-13,A-2022-02-25,inc case,1 wk,2022-03-19,DK,quantile,0.7,17296.264533
2022-03-13,A-2022-02-25,inc case,1 wk,2022-03-19,DK,quantile,0.75,17966.8906575
2022-03-13,A-2022-02-25,inc case,1 wk,2022-03-19,DK,quantile,0.8,18502.730044
2022-03-13,A-2022-02-25,inc case,1 wk,2022-03-19,DK,quantile,0.85,18677.6400345
2022-03-13,A-2022-02-25,inc case,1 wk,2022-03-19,DK,quantile,0.9,19018.260532
2022-03-13,A-2022-02-25,inc case,1 wk,2022-03-19,DK,quantile,0.95,20323.4706055
2022-03-13,A-2022-02-25,inc case,1 wk,2022-03-19,DK,quantile,0.975,21093.91928
2022-03-13,A-2022-02-25,inc case,1 wk,2022-03-19,DK,quantile,0.99,21701.9622176
2022-03-13,A-2022-02-25,inc case,2 wk,2022-03-26,DK,quantile,0.01,3658.2606749
2022-03-13,A-2022-02-25,inc case,2 wk,2022-03-26,DK,quantile,0.025,4432.8200085
2022-03-13,A-2022-02-25,inc case,2 wk,2022-03-26,DK,quantile,0.05,4690.302104
2022-03-13,A-2022-02-25,inc case,2 wk,2022-03-26,DK,quantile,0.1,4891.942565
2022-03-13,A-2022-02-25,inc case,2 wk,2022-03-26,DK,quantile,0.15,5072.980483
2022-03-13,A-2022-02-25,inc case,2 wk,2022-03-26,DK,quantile,0.2,5245.786294
2022-03-13,A-2022-02-25,inc case,2 wk,2022-03-26,DK,quantile,0.25,5404.51175
2022-03-13,A-2022-02-25,inc case,2 wk,2022-03-26,DK,quantile,0.3,5679.368387
2022-03-13,A-2022-02-25,inc case,2 wk,2022-03-26,DK,quantile,0.35,5821.279795
2022-03-13,A-2022-02-25,inc case,2 wk,2022-03-26,DK,quantile,0.4,5919.03613
2022-03-13,A-2022-02-25,inc case,2 wk,2022-03-26,DK,quantile,0.45,6126.984171
2022-03-13,A-2022-02-25,inc case,2 wk,2022-03-26,DK,quantile,0.5,6380.64369
2022-03-13,A-2022-02-25,inc case,2 wk,2022-03-26,DK,quantile,0.55,6501.862679
2022-03-13,A-2022-02-25,inc case,2 wk,2022-03-26,DK,quantile,0.6,6676.149508
2022-03-13,A-2022-02-25,inc case,2 wk,2022-03-26,DK,quantile,0.65,6787.575446
2022-03-13,A-2022-02-25,inc case,2 wk,2022-03-26,DK,quantile,0.7,7099.336586
2022-03-13,A-2022-02-25,inc case,2 wk,2022-03-26,DK,quantile,0.75,7462.1801175
2022-03-13,A-2022-02-25,inc case,2 wk,2022-03-26,DK,quantile,0.8,7656.233894
2022-03-13,A-2022-02-25,inc case,2 wk,2022-03-26,DK,quantile,0.85,7692.439785
2022-03-13,A-2022-02-25,inc case,2 wk,2022-03-26,DK,quantile,0.9,7800.807897
2022-03-13,A-2022-02-25,inc case,2 wk,2022-03-26,DK,quantile,0.95,8321.9726015
2022-03-13,A-2022-02-25,inc case,2 wk,2022-03-26,DK,quantile,0.975,8730.98352575
2022-03-13,A-2022-02-25,inc case,2 wk,2022-03-26,DK,quantile,0.99,8999.832919
2022-03-13,A-2022-02-25,inc case,3 wk,2022-04-02,DK,quantile,0.01,1451.9917185
2022-03-13,A-2022-02-25,inc case,3 wk,2022-04-02,DK,quantile,0.025,1680.1279935
2022-03-13,A-2022-02-25,inc case,3 wk,2022-04-02,DK,quantile,0.05,1860.8621735
2022-03-13,A-2022-02-25,inc case,3 wk,2022-04-02,DK,quantile,0.1,2010.634099
2022-03-13,A-2022-02-25,inc case,3 wk,2022-04-02,DK,quantile,0.15,2061.1309265
2022-03-13,A-2022-02-25,inc case,3 wk,2022-04-02,DK,quantile,0.2,2182.99074
2022-03-13,A-2022-02-25,inc case,3 wk,2022-04-02,DK,quantile,0.25,2237.669415
2022-03-13,A-2022-02-25,inc case,3 wk,2022-04-02,DK,quantile,0.3,2278.541495
2022-03-13,A-2022-02-25,inc case,3 wk,2022-04-02,DK,quantile,0.35,2422.0324535
2022-03-13,A-2022-02-25,inc case,3 wk,2022-04-02,DK,quantile,0.4,2477.436722
2022-03-13,A-2022-02-25,inc case,3 wk,2022-04-02,DK,quantile,0.45,2528.1931465
2022-03-13,A-2022-02-25,inc case,3 wk,2022-04-02,DK,quantile,0.5,2587.803515
2022-03-13,A-2022-02-25,inc case,3 wk,2022-04-02,DK,quantile,0.55,2676.072831
2022-03-13,A-2022-02-25,inc case,3 wk,2022-04-02,DK,quantile,0.6,2718.184478
2022-03-13,A-2022-02-25,inc case,3 wk,2022-04-02,DK,quantile,0.65,2810.019432
2022-03-13,A-2022-02-25,inc case,3 wk,2022-04-02,DK,quantile,0.7,2962.638868
2022-03-13,A-2022-02-25,inc case,3 wk,2022-04-02,DK,quantile,0.75,3055.4189875
2022-03-13,A-2022-02-25,inc case,3 wk,2022-04-02,DK,quantile,0.8,3196.781662
2022-03-13,A-2022-02-25,inc case,3 wk,2022-04-02,DK,quantile,0.85,3270.2009345
2022-03-13,A-2022-02-25,inc case,3 wk,2022-04-02,DK,quantile,0.9,3367.629738
2022-03-13,A-2022-02-25,inc case,3 wk,2022-04-02,DK,quantile,0.95,3508.3924275
2022-03-13,A-2022-02-25,inc case,3 wk,2022-04-02,DK,quantile,0.975,3718.1021765
2022-03-13,A-2022-02-25,inc case,3 wk,2022-04-02,DK,quantile,0.99,3820.5709696
2022-03-13,A-2022-02-25,inc case,4 wk,2022-04-09,DK,quantile,0.01,588.1495064
2022-03-13,A-2022-02-25,inc case,4 wk,2022-04-09,DK,quantile,0.025,655.79953025
2022-03-13,A-2022-02-25,inc case,4 wk,2022-04-09,DK,quantile,0.05,764.119904
2022-03-13,A-2022-02-25,inc case,4 wk,2022-04-09,DK,quantile,0.1,849.621466
2022-03-13,A-2022-02-25,inc case,4 wk,2022-04-09,DK,quantile,0.15,884.56823
2022-03-13,A-2022-02-25,inc case,4 wk,2022-04-09,DK,quantile,0.2,936.40981
2022-03-13,A-2022-02-25,inc case,4 wk,2022-04-09,DK,quantile,0.25,978.516875
2022-03-13,A-2022-02-25,inc case,4 wk,2022-04-09,DK,quantile,0.3,1000.187863
2022-03-13,A-2022-02-25,inc case,4 wk,2022-04-09,DK,quantile,0.35,1035.5040395
2022-03-13,A-2022-02-25,inc case,4 wk,2022-04-09,DK,quantile,0.4,1058.25659
2022-03-13,A-2022-02-25,inc case,4 wk,2022-04-09,DK,quantile,0.45,1083.90184
2022-03-13,A-2022-02-25,inc case,4 wk,2022-04-09,DK,quantile,0.5,1094.598145
2022-03-13,A-2022-02-25,inc case,4 wk,2022-04-09,DK,quantile,0.55,1128.333714
2022-03-13,A-2022-02-25,inc case,4 wk,2022-04-09,DK,quantile,0.6,1176.137196
2022-03-13,A-2022-02-25,inc case,4 wk,2022-04-09,DK,quantile,0.65,1213.111286
2022-03-13,A-2022-02-25,inc case,4 wk,2022-04-09,DK,quantile,0.7,1241.796108
2022-03-13,A-2022-02-25,inc case,4 wk,2022-04-09,DK,quantile,0.75,1290.371255
2022-03-13,A-2022-02-25,inc case,4 wk,2022-04-09,DK,quantile,0.8,1362.566
2022-03-13,A-2022-02-25,inc case,4 wk,2022-04-09,DK,quantile,0.85,1387.835487
2022-03-13,A-2022-02-25,inc case,4 wk,2022-04-09,DK,quantile,0.9,1434.55238
2022-03-13,A-2022-02-25,inc case,4 wk,2022-04-09,DK,quantile,0.95,1576.783331
2022-03-13,A-2022-02-25,inc case,4 wk,2022-04-09,DK,quantile,0.975,1723.62994825
2022-03-13,A-2022-02-25,inc case,4 wk,2022-04-09,DK,quantile,0.99,1755.67283
2022-03-13,A-2022-02-25,inc case,5 wk,2022-04-16,DK,quantile,0.01,216.5021732
2022-03-13,A-2022-02-25,inc case,5 wk,2022-04-16,DK,quantile,0.025,254.07416925
2022-03-13,A-2022-02-25,inc case,5 wk,2022-04-16,DK,quantile,0.05,302.003818
2022-03-13,A-2022-02-25,inc case,5 wk,2022-04-16,DK,quantile,0.1,352.995754
2022-03-13,A-2022-02-25,inc case,5 wk,2022-04-16,DK,quantile,0.15,382.2128825
2022-03-13,A-2022-02-25,inc case,5 wk,2022-04-16,DK,quantile,0.2,404.898164
2022-03-13,A-2022-02-25,inc case,5 wk,2022-04-16,DK,quantile,0.25,432.7374575
2022-03-13,A-2022-02-25,inc case,5 wk,2022-04-16,DK,quantile,0.3,443.704796
2022-03-13,A-2022-02-25,inc case,5 wk,2022-04-16,DK,quantile,0.35,460.5060195
2022-03-13,A-2022-02-25,inc case,5 wk,2022-04-16,DK,quantile,0.4,468.729842
2022-03-13,A-2022-02-25,inc case,5 wk,2022-04-16,DK,quantile,0.45,473.629266
2022-03-13,A-2022-02-25,inc case,5 wk,2022-04-16,DK,quantile,0.5,487.880645
2022-03-13,A-2022-02-25,inc case,5 wk,2022-04-16,DK,quantile,0.55,495.562129
2022-03-13,A-2022-02-25,inc case,5 wk,2022-04-16,DK,quantile,0.6,509.415062
2022-03-13,A-2022-02-25,inc case,5 wk,2022-04-16,DK,quantile,0.65,537.572707
2022-03-13,A-2022-02-25,inc case,5 wk,2022-04-16,DK,quantile,0.7,552.462479
2022-03-13,A-2022-02-25,inc case,5 wk,2022-04-16,DK,quantile,0.75,556.549295
2022-03-13,A-2022-02-25,inc case,5 wk,2022-04-16,DK,quantile,0.8,583.171222
2022-03-13,A-2022-02-25,inc case,5 wk,2022-04-16,DK,quantile,0.85,603.0422315
2022-03-13,A-2022-02-25,inc case,5 wk,2022-04-16,DK,quantile,0.9,632.4363
2022-03-13,A-2022-02-25,inc case,5 wk,2022-04-16,DK,quantile,0.95,717.6068955
2022-03-13,A-2022-02-25,inc case,5 wk,2022-04-16,DK,quantile,0.975,775.20522875
2022-03-13,A-2022-02-25,inc case,5 wk,2022-04-16,DK,quantile,0.99,804.7193868
2022-03-13,A-2022-02-25,inc case,6 wk,2022-04-23,DK,quantile,0.01,90.9377618
2022-03-13,A-2022-02-25,inc case,6 wk,2022-04-23,DK,quantile,0.025,94.650274
2022-03-13,A-2022-02-25,inc case,6 wk,2022-04-23,DK,quantile,0.05,128.8246635
2022-03-13,A-2022-02-25,inc case,6 wk,2022-04-23,DK,quantile,0.1,155.235462
2022-03-13,A-2022-02-25,inc case,6 wk,2022-04-23,DK,quantile,0.15,177.4247995
2022-03-13,A-2022-02-25,inc case,6 wk,2022-04-23,DK,quantile,0.2,186.002644
2022-03-13,A-2022-02-25,inc case,6 wk,2022-04-23,DK,quantile,0.25,195.7933125
2022-03-13,A-2022-02-25,inc case,6 wk,2022-04-23,DK,quantile,0.3,200.411707
2022-03-13,A-2022-02-25,inc case,6 wk,2022-04-23,DK,quantile,0.35,204.5335225
2022-03-13,A-2022-02-25,inc case,6 wk,2022-04-23,DK,quantile,0.4,207.820368
2022-03-13,A-2022-02-25,inc case,6 wk,2022-04-23,DK,quantile,0.45,211.608457
2022-03-13,A-2022-02-25,inc case,6 wk,2022-04-23,DK,quantile,0.5,219.673595
2022-03-13,A-2022-02-25,inc case,6 wk,2022-04-23,DK,quantile,0.55,228.925937
2022-03-13,A-2022-02-25,inc case,6 wk,2022-04-23,DK,quantile,0.6,237.98838
2022-03-13,A-2022-02-25,inc case,6 wk,2022-04-23,DK,quantile,0.65,242.1439495
2022-03-13,A-2022-02-25,inc case,6 wk,2022-04-23,DK,quantile,0.7,251.777729
2022-03-13,A-2022-02-25,inc case,6 wk,2022-04-23,DK,quantile,0.75,264.1599875
2022-03-13,A-2022-02-25,inc case,6 wk,2022-04-23,DK,quantile,0.8,275.715392
2022-03-13,A-2022-02-25,inc case,6 wk,2022-04-23,DK,quantile,0.85,288.1519135
2022-03-13,A-2022-02-25,inc case,6 wk,2022-04-23,DK,quantile,0.9,306.853426
2022-03-13,A-2022-02-25,inc case,6 wk,2022-04-23,DK,quantile,0.95,342.1460825
2022-03-13,A-2022-02-25,inc case,6 wk,2022-04-23,DK,quantile,0.975,357.46643675
2022-03-13,A-2022-02-25,inc case,6 wk,2022-04-23,DK,quantile,0.99,392.2260955
2022-03-13,A-2022-02-25,inc case,7 wk,2022-04-30,DK,quantile,0.01,34.2544676
2022-03-13,A-2022-02-25,inc case,7 wk,2022-04-30,DK,quantile,0.025,45.264631
2022-03-13,A-2022-02-25,inc case,7 wk,2022-04-30,DK,quantile,0.05,47.99245
2022-03-13,A-2022-02-25,inc case,7 wk,2022-04-30,DK,quantile,0.1,59.39343
2022-03-13,A-2022-02-25,inc case,7 wk,2022-04-30,DK,quantile,0.15,67.9349775
2022-03-13,A-2022-02-25,inc case,7 wk,2022-04-30,DK,quantile,0.2,75.262768
2022-03-13,A-2022-02-25,inc case,7 wk,2022-04-30,DK,quantile,0.25,77.9372825
2022-03-13,A-2022-02-25,inc case,7 wk,2022-04-30,DK,quantile,0.3,80.888142
2022-03-13,A-2022-02-25,inc case,7 wk,2022-04-30,DK,quantile,0.35,87.1006095
2022-03-13,A-2022-02-25,inc case,7 wk,2022-04-30,DK,quantile,0.4,93.124526
2022-03-13,A-2022-02-25,inc case,7 wk,2022-04-30,DK,quantile,0.45,100.285612
2022-03-13,A-2022-02-25,inc case,7 wk,2022-04-30,DK,quantile,0.5,102.93402
2022-03-13,A-2022-02-25,inc case,7 wk,2022-04-30,DK,quantile,0.55,106.279601
2022-03-13,A-2022-02-25,inc case,7 wk,2022-04-30,DK,quantile,0.6,110.146864
2022-03-13,A-2022-02-25,inc case,7 wk,2022-04-30,DK,quantile,0.65,116.7928725
2022-03-13,A-2022-02-25,inc case,7 wk,2022-04-30,DK,quantile,0.7,122.430036
2022-03-13,A-2022-02-25,inc case,7 wk,2022-04-30,DK,quantile,0.75,139.1304725
2022-03-13,A-2022-02-25,inc case,7 wk,2022-04-30,DK,quantile,0.8,144.30472
2022-03-13,A-2022-02-25,inc case,7 wk,2022-04-30,DK,quantile,0.85,153.288599
2022-03-13,A-2022-02-25,inc case,7 wk,2022-04-30,DK,quantile,0.9,160.720829
2022-03-13,A-2022-02-25,inc case,7 wk,2022-04-30,DK,quantile,0.95,181.737169
2022-03-13,A-2022-02-25,inc case,7 wk,2022-04-30,DK,quantile,0.975,187.55414175
2022-03-13,A-2022-02-25,inc case,7 wk,2022-04-30,DK,quantile,0.99,197.8700016
2022-03-13,A-2022-02-25,inc case,8 wk,2022-05-07,DK,quantile,0.01,11.2351885
2022-03-13,A-2022-02-25,inc case,8 wk,2022-05-07,DK,quantile,0.025,12.88934025
2022-03-13,A-2022-02-25,inc case,8 wk,2022-05-07,DK,quantile,0.05,16.13794
2022-03-13,A-2022-02-25,inc case,8 wk,2022-05-07,DK,quantile,0.1,22.223355
2022-03-13,A-2022-02-25,inc case,8 wk,2022-05-07,DK,quantile,0.15,25.605811
2022-03-13,A-2022-02-25,inc case,8 wk,2022-05-07,DK,quantile,0.2,29.441484
2022-03-13,A-2022-02-25,inc case,8 wk,2022-05-07,DK,quantile,0.25,31.78353
2022-03-13,A-2022-02-25,inc case,8 wk,2022-05-07,DK,quantile,0.3,35.202059
2022-03-13,A-2022-02-25,inc case,8 wk,2022-05-07,DK,quantile,0.35,40.531834
2022-03-13,A-2022-02-25,inc case,8 wk,2022-05-07,DK,quantile,0.4,43.622564
2022-03-13,A-2022-02-25,inc case,8 wk,2022-05-07,DK,quantile,0.45,45.2896225
2022-03-13,A-2022-02-25,inc case,8 wk,2022-05-07,DK,quantile,0.5,47.236155
2022-03-13,A-2022-02-25,inc case,8 wk,2022-05-07,DK,quantile,0.55,53.3537815
2022-03-13,A-2022-02-25,inc case,8 wk,2022-05-07,DK,quantile,0.6,57.498516
2022-03-13,A-2022-02-25,inc case,8 wk,2022-05-07,DK,quantile,0.65,60.8624615
2022-03-13,A-2022-02-25,inc case,8 wk,2022-05-07,DK,quantile,0.7,64.798727
2022-03-13,A-2022-02-25,inc case,8 wk,2022-05-07,DK,quantile,0.75,69.1638775
2022-03-13,A-2022-02-25,inc case,8 wk,2022-05-07,DK,quantile,0.8,74.891884
2022-03-13,A-2022-02-25,inc case,8 wk,2022-05-07,DK,quantile,0.85,81.767874
2022-03-13,A-2022-02-25,inc case,8 wk,2022-05-07,DK,quantile,0.9,88.357088
2022-03-13,A-2022-02-25,inc case,8 wk,2022-05-07,DK,quantile,0.95,99.189949
2022-03-13,A-2022-02-25,inc case,8 wk,2022-05-07,DK,quantile,0.975,107.3817615
2022-03-13,A-2022-02-25,inc case,8 wk,2022-05-07,DK,quantile,0.99,114.3862996
2022-03-13,A-2022-02-25,inc case,9 wk,2022-05-14,DK,quantile,0.01,2.8124712
2022-03-13,A-2022-02-25,inc case,9 wk,2022-05-14,DK,quantile,0.025,3.80395525
2022-03-13,A-2022-02-25,inc case,9 wk,2022-05-14,DK,quantile,0.05,6.125345
2022-03-13,A-2022-02-25,inc case,9 wk,2022-05-14,DK,quantile,0.1,7.422972
2022-03-13,A-2022-02-25,inc case,9 wk,2022-05-14,DK,quantile,0.15,8.662542
2022-03-13,A-2022-02-25,inc case,9 wk,2022-05-14,DK,quantile,0.2,10.402376
2022-03-13,A-2022-02-25,inc case,9 wk,2022-05-14,DK,quantile,0.25,12.266155
2022-03-13,A-2022-02-25,inc case,9 wk,2022-05-14,DK,quantile,0.3,14.000283
2022-03-13,A-2022-02-25,inc case,9 wk,2022-05-14,DK,quantile,0.35,16.7714385
2022-03-13,A-2022-02-25,inc case,9 wk,2022-05-14,DK,quantile,0.4,17.734366
2022-03-13,A-2022-02-25,inc case,9 wk,2022-05-14,DK,quantile,0.45,20.1690435
2022-03-13,A-2022-02-25,inc case,9 wk,2022-05-14,DK,quantile,0.5,23.25833
2022-03-13,A-2022-02-25,inc case,9 wk,2022-05-14,DK,quantile,0.55,24.3785665
2022-03-13,A-2022-02-25,inc case,9 wk,2022-05-14,DK,quantile,0.6,25.398944
2022-03-13,A-2022-02-25,inc case,9 wk,2022-05-14,DK,quantile,0.65,26.730293
2022-03-13,A-2022-02-25,inc case,9 wk,2022-05-14,DK,quantile,0.7,31.815579
2022-03-13,A-2022-02-25,inc case,9 wk,2022-05-14,DK,quantile,0.75,32.940645
2022-03-13,A-2022-02-25,inc case,9 wk,2022-05-14,DK,quantile,0.8,37.21554
2022-03-13,A-2022-02-25,inc case,9 wk,2022-05-14,DK,quantile,0.85,40.9803105
2022-03-13,A-2022-02-25,inc case,9 wk,2022-05-14,DK,quantile,0.9,53.04758
2022-03-13,A-2022-02-25,inc case,9 wk,2022-05-14,DK,quantile,0.95,63.1083455
2022-03-13,A-2022-02-25,inc case,9 wk,2022-05-14,DK,quantile,0.975,70.100896
2022-03-13,A-2022-02-25,inc case,9 wk,2022-05-14,DK,quantile,0.99,74.2559886
2022-03-13,A-2022-02-25,inc case,10 wk,2022-05-21,DK,quantile,0.01,0
2022-03-13,A-2022-02-25,inc case,10 wk,2022-05-21,DK,quantile,0.025,0.07533975
2022-03-13,A-2022-02-25,inc case,10 wk,2022-05-21,DK,quantile,0.05,0.15861
2022-03-13,A-2022-02-25,inc case,10 wk,2022-05-21,DK,quantile,0.1,0.807041
2022-03-13,A-2022-02-25,inc case,10 wk,2022-05-21,DK,quantile,0.15,1.837363
2022-03-13,A-2022-02-25,inc case,10 wk,2022-05-21,DK,quantile,0.2,2.975888
2022-03-13,A-2022-02-25,inc case,10 wk,2022-05-21,DK,quantile,0.25,3.67606
2022-03-13,A-2022-02-25,inc case,10 wk,2022-05-21,DK,quantile,0.3,4.527055
2022-03-13,A-2022-02-25,inc case,10 wk,2022-05-21,DK,quantile,0.35,5.1613355
2022-03-13,A-2022-02-25,inc case,10 wk,2022-05-21,DK,quantile,0.4,7.081008
2022-03-13,A-2022-02-25,inc case,10 wk,2022-05-21,DK,quantile,0.45,7.928221
2022-03-13,A-2022-02-25,inc case,10 wk,2022-05-21,DK,quantile,0.5,9.29357
2022-03-13,A-2022-02-25,inc case,10 wk,2022-05-21,DK,quantile,0.55,10.6200925
2022-03-13,A-2022-02-25,inc case,10 wk,2022-05-21,DK,quantile,0.6,13.818492
2022-03-13,A-2022-02-25,inc case,10 wk,2022-05-21,DK,quantile,0.65,14.9445385
2022-03-13,A-2022-02-25,inc case,10 wk,2022-05-21,DK,quantile,0.7,17.044827
2022-03-13,A-2022-02-25,inc case,10 wk,2022-05-21,DK,quantile,0.75,18.624775
2022-03-13,A-2022-02-25,inc case,10 wk,2022-05-21,DK,quantile,0.8,20.699538
2022-03-13,A-2022-02-25,inc case,10 wk,2022-05-21,DK,quantile,0.85,25.933516
2022-03-13,A-2022-02-25,inc case,10 wk,2022-05-21,DK,quantile,0.9,29.180149
2022-03-13,A-2022-02-25,inc case,10 wk,2022-05-21,DK,quantile,0.95,39.980721
2022-03-13,A-2022-02-25,inc case,10 wk,2022-05-21,DK,quantile,0.975,44.4259759999999
2022-03-13,A-2022-02-25,inc case,10 wk,2022-05-21,DK,quantile,0.99,49.4736175
2022-03-13,A-2022-02-25,inc case,11 wk,2022-05-28,DK,quantile,0.01,0
2022-03-13,A-2022-02-25,inc case,11 wk,2022-05-28,DK,quantile,0.025,0
2022-03-13,A-2022-02-25,inc case,11 wk,2022-05-28,DK,quantile,0.05,0
2022-03-13,A-2022-02-25,inc case,11 wk,2022-05-28,DK,quantile,0.1,0
2022-03-13,A-2022-02-25,inc case,11 wk,2022-05-28,DK,quantile,0.15,0
2022-03-13,A-2022-02-25,inc case,11 wk,2022-05-28,DK,quantile,0.2,0
2022-03-13,A-2022-02-25,inc case,11 wk,2022-05-28,DK,quantile,0.25,0
2022-03-13,A-2022-02-25,inc case,11 wk,2022-05-28,DK,quantile,0.3,0.428247
2022-03-13,A-2022-02-25,inc case,11 wk,2022-05-28,DK,quantile,0.35,0.880353500000002
2022-03-13,A-2022-02-25,inc case,11 wk,2022-05-28,DK,quantile,0.4,2.204608
2022-03-13,A-2022-02-25,inc case,11 wk,2022-05-28,DK,quantile,0.45,3.6747565
2022-03-13,A-2022-02-25,inc case,11 wk,2022-05-28,DK,quantile,0.5,4.159
