location,target_end_date,target_variable,value,scenario_id,origin_date,horizon,type,quantile
CY,2022-03-05,inc death,38,B-2022-03-04,2022-02-26,1 wk,quantile,0.3
CY,2022-03-05,inc death,39,B-2022-03-04,2022-02-26,1 wk,quantile,0.35
CY,2022-03-05,inc death,40,B-2022-03-04,2022-02-26,1 wk,quantile,0.4
CY,2022-03-05,inc death,41,B-2022-03-04,2022-02-26,1 wk,quantile,0.45
CY,2022-03-05,inc death,42,B-2022-03-04,2022-02-26,1 wk,quantile,0.5
CY,2022-03-05,inc death,43,B-2022-03-04,2022-02-26,1 wk,quantile,0.55
CY,2022-03-05,inc death,44,B-2022-03-04,2022-02-26,1 wk,quantile,0.6
CY,2022-03-05,inc death,45,B-2022-03-04,2022-02-26,1 wk,quantile,0.65
CY,2022-03-05,inc death,46,B-2022-03-04,2022-02-26,1 wk,quantile,0.7
CY,2022-03-05,inc death,48,B-2022-03-04,2022-02-26,1 wk,quantile,0.75
CY,2022-03-05,inc death,49,B-2022-03-04,2022-02-26,1 wk,quantile,0.8
CY,2022-03-05,inc death,51,B-2022-03-04,2022-02-26,1 wk,quantile,0.85
CY,2022-03-05,inc death,53,B-2022-03-04,2022-02-26,1 wk,quantile,0.9
CY,2022-03-05,inc death,56,B-2022-03-04,2022-02-26,1 wk,quantile,0.95
CY,2022-03-05,inc death,58,B-2022-03-04,2022-02-26,1 wk,quantile,0.975
CY,2022-03-05,inc death,62,B-2022-03-04,2022-02-26,1 wk,quantile,0.99
CY,2022-03-12,inc case,6982,B-2022-03-04,2022-02-26,2 wk,quantile,0.01
CY,2022-03-12,inc case,7939,B-2022-03-04,2022-02-26,2 wk,quantile,0.025
CY,2022-03-12,inc case,8762,B-2022-03-04,2022-02-26,2 wk,quantile,0.05
CY,2022-03-12,inc case,9710,B-2022-03-04,2022-02-26,2 wk,quantile,0.1
CY,2022-03-12,inc case,10350,B-2022-03-04,2022-02-26,2 wk,quantile,0.15
CY,2022-03-12,inc case,10859,B-2022-03-04,2022-02-26,2 wk,quantile,0.2
CY,2022-03-12,inc case,11296,B-2022-03-04,2022-02-26,2 wk,quantile,0.25
CY,2022-03-12,inc case,11688,B-2022-03-04,2022-02-26,2 wk,quantile,0.3
CY,2022-03-12,inc case,12051,B-2022-03-04,2022-02-26,2 wk,quantile,0.35
CY,2022-03-12,inc case,12395,B-2022-03-04,2022-02-26,2 wk,quantile,0.4
CY,2022-03-12,inc case,12729,B-2022-03-04,2022-02-26,2 wk,quantile,0.45
CY,2022-03-12,inc case,13057,B-2022-03-04,2022-02-26,2 wk,quantile,0.5
CY,2022-03-12,inc case,13385,B-2022-03-04,2022-02-26,2 wk,quantile,0.55
CY,2022-03-12,inc case,13719,B-2022-03-04,2022-02-26,2 wk,quantile,0.6
CY,2022-03-12,inc case,14063,B-2022-03-04,2022-02-26,2 wk,quantile,0.65
CY,2022-03-12,inc case,14426,B-2022-03-04,2022-02-26,2 wk,quantile,0.7
CY,2022-03-12,inc case,14818,B-2022-03-04,2022-02-26,2 wk,quantile,0.75
CY,2022-03-12,inc case,15255,B-2022-03-04,2022-02-26,2 wk,quantile,0.8
CY,2022-03-12,inc case,15764,B-2022-03-04,2022-02-26,2 wk,quantile,0.85
CY,2022-03-12,inc case,16404,B-2022-03-04,2022-02-26,2 wk,quantile,0.9
CY,2022-03-12,inc case,17352,B-2022-03-04,2022-02-26,2 wk,quantile,0.95
CY,2022-03-12,inc case,18175,B-2022-03-04,2022-02-26,2 wk,quantile,0.975
CY,2022-03-12,inc case,19132,B-2022-03-04,2022-02-26,2 wk,quantile,0.99
CY,2022-03-12,inc case,7481,A-2022-03-04,2022-02-26,2 wk,quantile,0.01
CY,2022-03-12,inc case,8507,A-2022-03-04,2022-02-26,2 wk,quantile,0.025
CY,2022-03-12,inc case,9388,A-2022-03-04,2022-02-26,2 wk,quantile,0.05
CY,2022-03-12,inc case,10405,A-2022-03-04,2022-02-26,2 wk,quantile,0.1
CY,2022-03-12,inc case,11091,A-2022-03-04,2022-02-26,2 wk,quantile,0.15
CY,2022-03-12,inc case,11636,A-2022-03-04,2022-02-26,2 wk,quantile,0.2
CY,2022-03-12,inc case,12104,A-2022-03-04,2022-02-26,2 wk,quantile,0.25
CY,2022-03-12,inc case,12524,A-2022-03-04,2022-02-26,2 wk,quantile,0.3
CY,2022-03-12,inc case,12913,A-2022-03-04,2022-02-26,2 wk,quantile,0.35
CY,2022-03-12,inc case,13282,A-2022-03-04,2022-02-26,2 wk,quantile,0.4
CY,2022-03-12,inc case,13639,A-2022-03-04,2022-02-26,2 wk,quantile,0.45
CY,2022-03-12,inc case,13991,A-2022-03-04,2022-02-26,2 wk,quantile,0.5
CY,2022-03-12,inc case,14343,A-2022-03-04,2022-02-26,2 wk,quantile,0.55
CY,2022-03-12,inc case,14700,A-2022-03-04,2022-02-26,2 wk,quantile,0.6
CY,2022-03-12,inc case,15069,A-2022-03-04,2022-02-26,2 wk,quantile,0.65
CY,2022-03-12,inc case,15458,A-2022-03-04,2022-02-26,2 wk,quantile,0.7
CY,2022-03-12,inc case,15878,A-2022-03-04,2022-02-26,2 wk,quantile,0.75
CY,2022-03-12,inc case,16346,A-2022-03-04,2022-02-26,2 wk,quantile,0.8
CY,2022-03-12,inc case,16891,A-2022-03-04,2022-02-26,2 wk,quantile,0.85
CY,2022-03-12,inc case,17577,A-2022-03-04,2022-02-26,2 wk,quantile,0.9
CY,2022-03-12,inc case,18594,A-2022-03-04,2022-02-26,2 wk,quantile,0.95
CY,2022-03-12,inc case,19475,A-2022-03-04,2022-02-26,2 wk,quantile,0.975
CY,2022-03-12,inc case,20501,A-2022-03-04,2022-02-26,2 wk,quantile,0.99
CY,2022-03-12,inc death,20,B-2022-03-04,2022-02-26,2 wk,quantile,0.01
CY,2022-03-12,inc death,22,B-2022-03-04,2022-02-26,2 wk,quantile,0.025
CY,2022-03-12,inc death,25,B-2022-03-04,2022-02-26,2 wk,quantile,0.05
CY,2022-03-12,inc death,28,B-2022-03-04,2022-02-26,2 wk,quantile,0.1
CY,2022-03-12,inc death,29,B-2022-03-04,2022-02-26,2 wk,quantile,0.15
CY,2022-03-12,inc death,31,B-2022-03-04,2022-02-26,2 wk,quantile,0.2
CY,2022-03-12,inc death,32,B-2022-03-04,2022-02-26,2 wk,quantile,0.25
CY,2022-03-12,inc death,33,B-2022-03-04,2022-02-26,2 wk,quantile,0.3
CY,2022-03-12,inc death,34,B-2022-03-04,2022-02-26,2 wk,quantile,0.35
CY,2022-03-12,inc death,35,B-2022-03-04,2022-02-26,2 wk,quantile,0.4
CY,2022-03-12,inc death,36,B-2022-03-04,2022-02-26,2 wk,quantile,0.45
CY,2022-03-12,inc death,37,B-2022-03-04,2022-02-26,2 wk,quantile,0.5
CY,2022-03-12,inc death,38,B-2022-03-04,2022-02-26,2 wk,quantile,0.55
CY,2022-03-12,inc death,39,B-2022-03-04,2022-02-26,2 wk,quantile,0.6
CY,2022-03-12,inc death,40,B-2022-03-04,2022-02-26,2 wk,quantile,0.65
CY,2022-03-12,inc death,41,B-2022-03-04,2022-02-26,2 wk,quantile,0.7
CY,2022-03-12,inc death,42,B-2022-03-04,2022-02-26,2 wk,quantile,0.75
CY,2022-03-12,inc death,43,B-2022-03-04,2022-02-26,2 wk,quantile,0.8
CY,2022-03-12,inc death,45,B-2022-03-04,2022-02-26,2 wk,quantile,0.85
CY,2022-03-12,inc death,46,B-2022-03-04,2022-02-26,2 wk,quantile,0.9
CY,2022-03-12,inc death,49,B-2022-03-04,2022-02-26,2 wk,quantile,0.95
CY,2022-03-12,inc death,52,B-2022-03-04,2022-02-26,2 wk,quantile,0.975
CY,2022-03-12,inc death,54,B-2022-03-04,2022-02-26,2 wk,quantile,0.99
CY,2022-03-12,inc death,22,A-2022-03-04,2022-02-26,2 wk,quantile,0.01
CY,2022-03-12,inc death,25,A-2022-03-04,2022-02-26,2 wk,quantile,0.025
CY,2022-03-12,inc death,28,A-2022-03-04,2022-02-26,2 wk,quantile,0.05
CY,2022-03-12,inc death,30,A-2022-03-04,2022-02-26,2 wk,quantile,0.1
CY,2022-03-12,inc death,33,A-2022-03-04,2022-02-26,2 wk,quantile,0.15
CY,2022-03-12,inc death,34,A-2022-03-04,2022-02-26,2 wk,quantile,0.2
CY,2022-03-12,inc death,35,A-2022-03-04,2022-02-26,2 wk,quantile,0.25
CY,2022-03-12,inc death,37,A-2022-03-04,2022-02-26,2 wk,quantile,0.3
CY,2022-03-12,inc death,38,A-2022-03-04,2022-02-26,2 wk,quantile,0.35
CY,2022-03-12,inc death,39,A-2022-03-04,2022-02-26,2 wk,quantile,0.4
CY,2022-03-12,inc death,40,A-2022-03-04,2022-02-26,2 wk,quantile,0.45
CY,2022-03-12,inc death,41,A-2022-03-04,2022-02-26,2 wk,quantile,0.5
CY,2022-03-12,inc death,42,A-2022-03-04,2022-02-26,2 wk,quantile,0.55
CY,2022-03-12,inc death,43,A-2022-03-04,2022-02-26,2 wk,quantile,0.6
CY,2022-03-12,inc death,44,A-2022-03-04,2022-02-26,2 wk,quantile,0.65
CY,2022-03-12,inc death,45,A-2022-03-04,2022-02-26,2 wk,quantile,0.7
CY,2022-03-12,inc death,47,A-2022-03-04,2022-02-26,2 wk,quantile,0.75
CY,2022-03-12,inc death,48,A-2022-03-04,2022-02-26,2 wk,quantile,0.8
CY,2022-03-12,inc death,49,A-2022-03-04,2022-02-26,2 wk,quantile,0.85
CY,2022-03-12,inc death,52,A-2022-03-04,2022-02-26,2 wk,quantile,0.9
CY,2022-03-12,inc death,54,A-2022-03-04,2022-02-26,2 wk,quantile,0.95
CY,2022-03-12,inc death,57,A-2022-03-04,2022-02-26,2 wk,quantile,0.975
CY,2022-03-12,inc death,60,A-2022-03-04,2022-02-26,2 wk,quantile,0.99
CZ,2022-03-05,inc case,31990,A-2022-03-04,2022-02-26,1 wk,quantile,0.01
CZ,2022-03-05,inc case,36373,A-2022-03-04,2022-02-26,1 wk,quantile,0.025
CZ,2022-03-05,inc case,40144,A-2022-03-04,2022-02-26,1 wk,quantile,0.05
CZ,2022-03-05,inc case,44490,A-2022-03-04,2022-02-26,1 wk,quantile,0.1
CZ,2022-03-05,inc case,47423,A-2022-03-04,2022-02-26,1 wk,quantile,0.15
CZ,2022-03-05,inc case,49754,A-2022-03-04,2022-02-26,1 wk,quantile,0.2
CZ,2022-03-05,inc case,51754,A-2022-03-04,2022-02-26,1 wk,quantile,0.25
CZ,2022-03-05,inc case,53550,A-2022-03-04,2022-02-26,1 wk,quantile,0.3
CZ,2022-03-05,inc case,55214,A-2022-03-04,2022-02-26,1 wk,quantile,0.35
CZ,2022-03-05,inc case,56793,A-2022-03-04,2022-02-26,1 wk,quantile,0.4
CZ,2022-03-05,inc case,58320,A-2022-03-04,2022-02-26,1 wk,quantile,0.45
CZ,2022-03-05,inc case,59824,A-2022-03-04,2022-02-26,1 wk,quantile,0.5
CZ,2022-03-05,inc case,61328,A-2022-03-04,2022-02-26,1 wk,quantile,0.55
CZ,2022-03-05,inc case,62855,A-2022-03-04,2022-02-26,1 wk,quantile,0.6
CZ,2022-03-05,inc case,64434,A-2022-03-04,2022-02-26,1 wk,quantile,0.65
CZ,2022-03-05,inc case,66098,A-2022-03-04,2022-02-26,1 wk,quantile,0.7
CZ,2022-03-05,inc case,67894,A-2022-03-04,2022-02-26,1 wk,quantile,0.75
CZ,2022-03-05,inc case,69894,A-2022-03-04,2022-02-26,1 wk,quantile,0.8
CZ,2022-03-05,inc case,72225,A-2022-03-04,2022-02-26,1 wk,quantile,0.85
CZ,2022-03-05,inc case,75158,A-2022-03-04,2022-02-26,1 wk,quantile,0.9
CZ,2022-03-05,inc case,79504,A-2022-03-04,2022-02-26,1 wk,quantile,0.95
CZ,2022-03-05,inc case,83275,A-2022-03-04,2022-02-26,1 wk,quantile,0.975
CZ,2022-03-05,inc case,87658,A-2022-03-04,2022-02-26,1 wk,quantile,0.99
CZ,2022-03-05,inc case,38944,B-2022-03-04,2022-02-26,1 wk,quantile,0.01
CZ,2022-03-05,inc case,44281,B-2022-03-04,2022-02-26,1 wk,quantile,0.025
CZ,2022-03-05,inc case,48871,B-2022-03-04,2022-02-26,1 wk,quantile,0.05
CZ,2022-03-05,inc case,54163,B-2022-03-04,2022-02-26,1 wk,quantile,0.1
CZ,2022-03-05,inc case,57733,B-2022-03-04,2022-02-26,1 wk,quantile,0.15
CZ,2022-03-05,inc case,60571,B-2022-03-04,2022-02-26,1 wk,quantile,0.2
CZ,2022-03-05,inc case,63005,B-2022-03-04,2022-02-26,1 wk,quantile,0.25
CZ,2022-03-05,inc case,65192,B-2022-03-04,2022-02-26,1 wk,quantile,0.3
CZ,2022-03-05,inc case,67217,B-2022-03-04,2022-02-26,1 wk,quantile,0.35
CZ,2022-03-05,inc case,69140,B-2022-03-04,2022-02-26,1 wk,quantile,0.4
CZ,2022-03-05,inc case,71000,B-2022-03-04,2022-02-26,1 wk,quantile,0.45
CZ,2022-03-05,inc case,72830,B-2022-03-04,2022-02-26,1 wk,quantile,0.5
CZ,2022-03-05,inc case,74660,B-2022-03-04,2022-02-26,1 wk,quantile,0.55
CZ,2022-03-05,inc case,76520,B-2022-03-04,2022-02-26,1 wk,quantile,0.6
CZ,2022-03-05,inc case,78443,B-2022-03-04,2022-02-26,1 wk,quantile,0.65
CZ,2022-03-05,inc case,80468,B-2022-03-04,2022-02-26,1 wk,quantile,0.7
CZ,2022-03-05,inc case,82655,B-2022-03-04,2022-02-26,1 wk,quantile,0.75
CZ,2022-03-05,inc case,85089,B-2022-03-04,2022-02-26,1 wk,quantile,0.8
CZ,2022-03-05,inc case,87927,B-2022-03-04,2022-02-26,1 wk,quantile,0.85
CZ,2022-03-05,inc case,91497,B-2022-03-04,2022-02-26,1 wk,quantile,0.9
CZ,2022-03-05,inc case,96789,B-2022-03-04,2022-02-26,1 wk,quantile,0.95
CZ,2022-03-05,inc case,101379,B-2022-03-04,2022-02-26,1 wk,quantile,0.975
CZ,2022-03-05,inc case,106716,B-2022-03-04,2022-02-26,1 wk,quantile,0.99
CZ,2022-03-05,inc death,167,A-2022-03-04,2022-02-26,1 wk,quantile,0.01
CZ,2022-03-05,inc death,190,A-2022-03-04,2022-02-26,1 wk,quantile,0.025
CZ,2022-03-05,inc death,209,A-2022-03-04,2022-02-26,1 wk,quantile,0.05
CZ,2022-03-05,inc death,232,A-2022-03-04,2022-02-26,1 wk,quantile,0.1
CZ,2022-03-05,inc death,247,A-2022-03-04,2022-02-26,1 wk,quantile,0.15
CZ,2022-03-05,inc death,259,A-2022-03-04,2022-02-26,1 wk,quantile,0.2
CZ,2022-03-05,inc death,270,A-2022-03-04,2022-02-26,1 wk,quantile,0.25
CZ,2022-03-05,inc death,279,A-2022-03-04,2022-02-26,1 wk,quantile,0.3
CZ,2022-03-05,inc death,288,A-2022-03-04,2022-02-26,1 wk,quantile,0.35
CZ,2022-03-05,inc death,296,A-2022-03-04,2022-02-26,1 wk,quantile,0.4
CZ,2022-03-05,inc death,304,A-2022-03-04,2022-02-26,1 wk,quantile,0.45
CZ,2022-03-05,inc death,312,A-2022-03-04,2022-02-26,1 wk,quantile,0.5
CZ,2022-03-05,inc death,320,A-2022-03-04,2022-02-26,1 wk,quantile,0.55
CZ,2022-03-05,inc death,328,A-2022-03-04,2022-02-26,1 wk,quantile,0.6
CZ,2022-03-05,inc death,336,A-2022-03-04,2022-02-26,1 wk,quantile,0.65
CZ,2022-03-05,inc death,345,A-2022-03-04,2022-02-26,1 wk,quantile,0.7
CZ,2022-03-05,inc death,354,A-2022-03-04,2022-02-26,1 wk,quantile,0.75
CZ,2022-03-05,inc death,365,A-2022-03-04,2022-02-26,1 wk,quantile,0.8
CZ,2022-03-05,inc death,377,A-2022-03-04,2022-02-26,1 wk,quantile,0.85
CZ,2022-03-05,inc death,392,A-2022-03-04,2022-02-26,1 wk,quantile,0.9
CZ,2022-03-05,inc death,415,A-2022-03-04,2022-02-26,1 wk,quantile,0.95
CZ,2022-03-05,inc death,434,A-2022-03-04,2022-02-26,1 wk,quantile,0.975
CZ,2022-03-05,inc death,457,A-2022-03-04,2022-02-26,1 wk,quantile,0.99
CZ,2022-03-05,inc death,203,B-2022-03-04,2022-02-26,1 wk,quantile,0.01
CZ,2022-03-05,inc death,231,B-2022-03-04,2022-02-26,1 wk,quantile,0.025
CZ,2022-03-05,inc death,255,B-2022-03-04,2022-02-26,1 wk,quantile,0.05
CZ,2022-03-05,inc death,283,B-2022-03-04,2022-02-26,1 wk,quantile,0.1
CZ,2022-03-05,inc death,301,B-2022-03-04,2022-02-26,1 wk,quantile,0.15
CZ,2022-03-05,inc death,316,B-2022-03-04,2022-02-26,1 wk,quantile,0.2
CZ,2022-03-05,inc death,329,B-2022-03-04,2022-02-26,1 wk,quantile,0.25
CZ,2022-03-05,inc death,340,B-2022-03-04,2022-02-26,1 wk,quantile,0.3
CZ,2022-03-05,inc death,351,B-2022-03-04,2022-02-26,1 wk,quantile,0.35
CZ,2022-03-05,inc death,361,B-2022-03-04,2022-02-26,1 wk,quantile,0.4
CZ,2022-03-05,inc death,370,B-2022-03-04,2022-02-26,1 wk,quantile,0.45
CZ,2022-03-05,inc death,380,B-2022-03-04,2022-02-26,1 wk,quantile,0.5
CZ,2022-03-05,inc death,390,B-2022-03-04,2022-02-26,1 wk,quantile,0.55
CZ,2022-03-05,inc death,399,B-2022-03-04,2022-02-26,1 wk,quantile,0.6
CZ,2022-03-05,inc death,409,B-2022-03-04,2022-02-26,1 wk,quantile,0.65
CZ,2022-03-05,inc death,420,B-2022-03-04,2022-02-26,1 wk,quantile,0.7
CZ,2022-03-05,inc death,431,B-2022-03-04,2022-02-26,1 wk,quantile,0.75
CZ,2022-03-05,inc death,444,B-2022-03-04,2022-02-26,1 wk,quantile,0.8
CZ,2022-03-05,inc death,459,B-2022-03-04,2022-02-26,1 wk,quantile,0.85
CZ,2022-03-05,inc death,477,B-2022-03-04,2022-02-26,1 wk,quantile,0.9
CZ,2022-03-05,inc death,505,B-2022-03-04,2022-02-26,1 wk,quantile,0.95
CZ,2022-03-05,inc death,529,B-2022-03-04,2022-02-26,1 wk,quantile,0.975
CZ,2022-03-05,inc death,557,B-2022-03-04,2022-02-26,1 wk,quantile,0.99
CZ,2022-03-12,inc case,34688,B-2022-03-04,2022-02-26,2 wk,quantile,0.01
CZ,2022-03-12,inc case,39441,B-2022-03-04,2022-02-26,2 wk,quantile,0.025
CZ,2022-03-12,inc case,43530,B-2022-03-04,2022-02-26,2 wk,quantile,0.05
CZ,2022-03-12,inc case,48243,B-2022-03-04,2022-02-26,2 wk,quantile,0.1
CZ,2022-03-12,inc case,51423,B-2022-03-04,2022-02-26,2 wk,quantile,0.15
CZ,2022-03-12,inc case,53951,B-2022-03-04,2022-02-26,2 wk,quantile,0.2
CZ,2022-03-12,inc case,56119,B-2022-03-04,2022-02-26,2 wk,quantile,0.25
CZ,2022-03-12,inc case,58066,B-2022-03-04,2022-02-26,2 wk,quantile,0.3
CZ,2022-03-12,inc case,59871,B-2022-03-04,2022-02-26,2 wk,quantile,0.35
CZ,2022-03-12,inc case,61583,B-2022-03-04,2022-02-26,2 wk,quantile,0.4
CZ,2022-03-12,inc case,63240,B-2022-03-04,2022-02-26,2 wk,quantile,0.45
CZ,2022-03-12,inc case,64870,B-2022-03-04,2022-02-26,2 wk,quantile,0.5
CZ,2022-03-12,inc case,66500,B-2022-03-04,2022-02-26,2 wk,quantile,0.55
CZ,2022-03-12,inc case,68157,B-2022-03-04,2022-02-26,2 wk,quantile,0.6
CZ,2022-03-12,inc case,69869,B-2022-03-04,2022-02-26,2 wk,quantile,0.65
CZ,2022-03-12,inc case,71674,B-2022-03-04,2022-02-26,2 wk,quantile,0.7
CZ,2022-03-12,inc case,73621,B-2022-03-04,2022-02-26,2 wk,quantile,0.75
CZ,2022-03-12,inc case,75789,B-2022-03-04,2022-02-26,2 wk,quantile,0.8
CZ,2022-03-12,inc case,78317,B-2022-03-04,2022-02-26,2 wk,quantile,0.85
CZ,2022-03-12,inc case,81497,B-2022-03-04,2022-02-26,2 wk,quantile,0.9
CZ,2022-03-12,inc case,86210,B-2022-03-04,2022-02-26,2 wk,quantile,0.95
CZ,2022-03-12,inc case,90299,B-2022-03-04,2022-02-26,2 wk,quantile,0.975
CZ,2022-03-12,inc case,95052,B-2022-03-04,2022-02-26,2 wk,quantile,0.99
CZ,2022-03-12,inc case,37170,A-2022-03-04,2022-02-26,2 wk,quantile,0.01
CZ,2022-03-12,inc case,42263,A-2022-03-04,2022-02-26,2 wk,quantile,0.025
CZ,2022-03-12,inc case,46644,A-2022-03-04,2022-02-26,2 wk,quantile,0.05
CZ,2022-03-12,inc case,51695,A-2022-03-04,2022-02-26,2 wk,quantile,0.1
CZ,2022-03-12,inc case,55102,A-2022-03-04,2022-02-26,2 wk,quantile,0.15
CZ,2022-03-12,inc case,57811,A-2022-03-04,2022-02-26,2 wk,quantile,0.2
CZ,2022-03-12,inc case,60134,A-2022-03-04,2022-02-26,2 wk,quantile,0.25
CZ,2022-03-12,inc case,62221,A-2022-03-04,2022-02-26,2 wk,quantile,0.3
CZ,2022-03-12,inc case,64154,A-2022-03-04,2022-02-26,2 wk,quantile,0.35
CZ,2022-03-12,inc case,65989,A-2022-03-04,2022-02-26,2 wk,quantile,0.4
CZ,2022-03-12,inc case,67764,A-2022-03-04,2022-02-26,2 wk,quantile,0.45
CZ,2022-03-12,inc case,69511,A-2022-03-04,2022-02-26,2 wk,quantile,0.5
CZ,2022-03-12,inc case,71258,A-2022-03-04,2022-02-26,2 wk,quantile,0.55
CZ,2022-03-12,inc case,73033,A-2022-03-04,2022-02-26,2 wk,quantile,0.6
CZ,2022-03-12,inc case,74868,A-2022-03-04,2022-02-26,2 wk,quantile,0.65
CZ,2022-03-12,inc case,76801,A-2022-03-04,2022-02-26,2 wk,quantile,0.7
CZ,2022-03-12,inc case,78888,A-2022-03-04,2022-02-26,2 wk,quantile,0.75
CZ,2022-03-12,inc case,81211,A-2022-03-04,2022-02-26,2 wk,quantile,0.8
CZ,2022-03-12,inc case,83920,A-2022-03-04,2022-02-26,2 wk,quantile,0.85
CZ,2022-03-12,inc case,87327,A-2022-03-04,2022-02-26,2 wk,quantile,0.9
CZ,2022-03-12,inc case,92378,A-2022-03-04,2022-02-26,2 wk,quantile,0.95
CZ,2022-03-12,inc case,96759,A-2022-03-04,2022-02-26,2 wk,quantile,0.975
CZ,2022-03-12,inc case,101852,A-2022-03-04,2022-02-26,2 wk,quantile,0.99
CZ,2022-03-12,inc death,181,B-2022-03-04,2022-02-26,2 wk,quantile,0.01
CZ,2022-03-12,inc death,206,B-2022-03-04,2022-02-26,2 wk,quantile,0.025
CZ,2022-03-12,inc death,227,B-2022-03-04,2022-02-26,2 wk,quantile,0.05
CZ,2022-03-12,inc death,251,B-2022-03-04,2022-02-26,2 wk,quantile,0.1
CZ,2022-03-12,inc death,268,B-2022-03-04,2022-02-26,2 wk,quantile,0.15
CZ,2022-03-12,inc death,281,B-2022-03-04,2022-02-26,2 wk,quantile,0.2
CZ,2022-03-12,inc death,292,B-2022-03-04,2022-02-26,2 wk,quantile,0.25
CZ,2022-03-12,inc death,303,B-2022-03-04,2022-02-26,2 wk,quantile,0.3
CZ,2022-03-12,inc death,312,B-2022-03-04,2022-02-26,2 wk,quantile,0.35
CZ,2022-03-12,inc death,321,B-2022-03-04,2022-02-26,2 wk,quantile,0.4
CZ,2022-03-12,inc death,330,B-2022-03-04,2022-02-26,2 wk,quantile,0.45
CZ,2022-03-12,inc death,338,B-2022-03-04,2022-02-26,2 wk,quantile,0.5
CZ,2022-03-12,inc death,346,B-2022-03-04,2022-02-26,2 wk,quantile,0.55
CZ,2022-03-12,inc death,355,B-2022-03-04,2022-02-26,2 wk,quantile,0.6
CZ,2022-03-12,inc death,364,B-2022-03-04,2022-02-26,2 wk,quantile,0.65
CZ,2022-03-12,inc death,373,B-2022-03-04,2022-02-26,2 wk,quantile,0.7
CZ,2022-03-12,inc death,384,B-2022-03-04,2022-02-26,2 wk,quantile,0.75
CZ,2022-03-12,inc death,395,B-2022-03-04,2022-02-26,2 wk,quantile,0.8
CZ,2022-03-12,inc death,408,B-2022-03-04,2022-02-26,2 wk,quantile,0.85
CZ,2022-03-12,inc death,425,B-2022-03-04,2022-02-26,2 wk,quantile,0.9
CZ,2022-03-12,inc death,449,B-2022-03-04,2022-02-26,2 wk,quantile,0.95
CZ,2022-03-12,inc death,470,B-2022-03-04,2022-02-26,2 wk,quantile,0.975
CZ,2022-03-12,inc death,495,B-2022-03-04,2022-02-26,2 wk,quantile,0.99
CZ,2022-03-12,inc death,194,A-2022-03-04,2022-02-26,2 wk,quantile,0.01
CZ,2022-03-12,inc death,221,A-2022-03-04,2022-02-26,2 wk,quantile,0.025
CZ,2022-03-12,inc death,244,A-2022-03-04,2022-02-26,2 wk,quantile,0.05
CZ,2022-03-12,inc death,270,A-2022-03-04,2022-02-26,2 wk,quantile,0.1
CZ,2022-03-12,inc death,288,A-2022-03-04,2022-02-26,2 wk,quantile,0.15
CZ,2022-03-12,inc death,302,A-2022-03-04,2022-02-26,2 wk,quantile,0.2
CZ,2022-03-12,inc death,314,A-2022-03-04,2022-02-26,2 wk,quantile,0.25
CZ,2022-03-12,inc death,325,A-2022-03-04,2022-02-26,2 wk,quantile,0.3
CZ,2022-03-12,inc death,335,A-2022-03-04,2022-02-26,2 wk,quantile,0.35
CZ,2022-03-12,inc death,345,A-2022-03-04,2022-02-26,2 wk,quantile,0.4
CZ,2022-03-12,inc death,354,A-2022-03-04,2022-02-26,2 wk,quantile,0.45
CZ,2022-03-12,inc death,363,A-2022-03-04,2022-02-26,2 wk,quantile,0.5
CZ,2022-03-12,inc death,372,A-2022-03-04,2022-02-26,2 wk,quantile,0.55
CZ,2022-03-12,inc death,381,A-2022-03-04,2022-02-26,2 wk,quantile,0.6
CZ,2022-03-12,inc death,391,A-2022-03-04,2022-02-26,2 wk,quantile,0.65
CZ,2022-03-12,inc death,401,A-2022-03-04,2022-02-26,2 wk,quantile,0.7
CZ,2022-03-12,inc death,412,A-2022-03-04,2022-02-26,2 wk,quantile,0.75
CZ,2022-03-12,inc death,424,A-2022-03-04,2022-02-26,2 wk,quantile,0.8
CZ,2022-03-12,inc death,438,A-2022-03-04,2022-02-26,2 wk,quantile,0.85
CZ,2022-03-12,inc death,456,A-2022-03-04,2022-02-26,2 wk,quantile,0.9
CZ,2022-03-12,inc death,482,A-2022-03-04,2022-02-26,2 wk,quantile,0.95
CZ,2022-03-12,inc death,505,A-2022-03-04,2022-02-26,2 wk,quantile,0.975
CZ,2022-03-12,inc death,532,A-2022-03-04,2022-02-26,2 wk,quantile,0.99
DE,2022-03-05,inc case,508646,A-2022-03-04,2022-02-26,1 wk,quantile,0.01
DE,2022-03-05,inc case,578349,A-2022-03-04,2022-02-26,1 wk,quantile,0.025
DE,2022-03-05,inc case,638296,A-2022-03-04,2022-02-26,1 wk,quantile,0.05
DE,2022-03-05,inc case,707413,A-2022-03-04,2022-02-26,1 wk,quantile,0.1
DE,2022-03-05,inc case,754045,A-2022-03-04,2022-02-26,1 wk,quantile,0.15
DE,2022-03-05,inc case,791107,A-2022-03-04,2022-02-26,1 wk,quantile,0.2
DE,2022-03-05,inc case,822902,A-2022-03-04,2022-02-26,1 wk,quantile,0.25
DE,2022-03-05,inc case,851456,A-2022-03-04,2022-02-26,1 wk,quantile,0.3
DE,2022-03-05,inc case,877915,A-2022-03-04,2022-02-26,1 wk,quantile,0.35
DE,2022-03-05,inc case,903022,A-2022-03-04,2022-02-26,1 wk,quantile,0.4
