forecast_date,scenario_id,target,target_end_date,location,type,quantile,value
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,point,NA,22731
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.01,22529
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,25,22529
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.05,22529
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.1,22541
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.15,22577
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.2,22614
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.25,22650
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.3,22667
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.35,22685
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.4,22702
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.45,22711
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.5,22717
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.55,22722
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.6,22731
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.65,22751
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.7,22770
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.75,22789
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.8,22848
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.85,22906
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.9,22965
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.95,22984
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,975,22984
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.99,22984
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,point,NA,18595
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.01,18476
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,25,18476
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.05,18476
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.1,18482
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.15,18499
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.2,18516
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.25,18533
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.3,18547
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.35,18562
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.4,18576
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.45,18582
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.5,18583
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.55,18584
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.6,18588
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.65,18596
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.7,18605
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.75,18613
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.8,18663
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.85,18713
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.9,18762
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.95,18779
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,975,18779
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.99,18779
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,point,NA,11166
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.01,11056
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,25,11056
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.05,11056
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.1,11058
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.15,11063
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.2,11068
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.25,11073
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.3,11105
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.35,11137
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.4,11169
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.45,11182
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.5,11186
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.55,11189
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.6,11193
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.65,11201
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.7,11208
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.75,11215
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.8,11234
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.85,11253
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.9,11273
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.95,11279
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,975,11279
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.99,11279
2022-03-13,forecast,4 wk ahead inc case,2022-04-09,ES,point,NA,5618
2022-03-13,forecast,4 wk ahead inc case,2022-04-09,ES,quantile,0.01,5568
2022-03-13,forecast,4 wk ahead inc case,2022-04-09,ES,quantile,25,5568
2022-03-13,forecast,4 wk ahead inc case,2022-04-09,ES,quantile,0.05,5568
2022-03-13,forecast,4 wk ahead inc case,2022-04-09,ES,quantile,0.1,5569
2022-03-13,forecast,4 wk ahead inc case,2022-04-09,ES,quantile,0.15,5571
2022-03-13,forecast,4 wk ahead inc case,2022-04-09,ES,quantile,0.2,5573
2022-03-13,forecast,4 wk ahead inc case,2022-04-09,ES,quantile,0.25,5575
2022-03-13,forecast,4 wk ahead inc case,2022-04-09,ES,quantile,0.3,5577
2022-03-13,forecast,4 wk ahead inc case,2022-04-09,ES,quantile,0.35,5580
2022-03-13,forecast,4 wk ahead inc case,2022-04-09,ES,quantile,0.4,5582
2022-03-13,forecast,4 wk ahead inc case,2022-04-09,ES,quantile,0.45,5588
2022-03-13,forecast,4 wk ahead inc case,2022-04-09,ES,quantile,0.5,5596
2022-03-13,forecast,4 wk ahead inc case,2022-04-09,ES,quantile,0.55,5603
2022-03-13,forecast,4 wk ahead inc case,2022-04-09,ES,quantile,0.6,5612
2022-03-13,forecast,4 wk ahead inc case,2022-04-09,ES,quantile,0.65,5624
2022-03-13,forecast,4 wk ahead inc case,2022-04-09,ES,quantile,0.7,5636
2022-03-13,forecast,4 wk ahead inc case,2022-04-09,ES,quantile,0.75,5648
2022-03-13,forecast,4 wk ahead inc case,2022-04-09,ES,quantile,0.8,5672
2022-03-13,forecast,4 wk ahead inc case,2022-04-09,ES,quantile,0.85,5696
2022-03-13,forecast,4 wk ahead inc case,2022-04-09,ES,quantile,0.9,5720
2022-03-13,forecast,4 wk ahead inc case,2022-04-09,ES,quantile,0.95,5728
2022-03-13,forecast,4 wk ahead inc case,2022-04-09,ES,quantile,975,5728
2022-03-13,forecast,4 wk ahead inc case,2022-04-09,ES,quantile,0.99,5728
2022-03-13,forecast,5 wk ahead inc case,2022-04-16,ES,point,NA,2636
2022-03-13,forecast,5 wk ahead inc case,2022-04-16,ES,quantile,0.01,2560
2022-03-13,forecast,5 wk ahead inc case,2022-04-16,ES,quantile,25,2560
2022-03-13,forecast,5 wk ahead inc case,2022-04-16,ES,quantile,0.05,2560
2022-03-13,forecast,5 wk ahead inc case,2022-04-16,ES,quantile,0.1,2565
