"","horizon","age_id","scenario_id","sample","location","target_variable","value"
"26793","43 wk","child","D",3,"LI","inc infection",0
"26794","43 wk","child","D",4,"LI","inc infection",0
"26795","43 wk","child","D",5,"LI","inc infection",0
"26796","43 wk","child","D",6,"LI","inc infection",0
"26797","43 wk","child","D",7,"LI","inc infection",0
"26798","43 wk","child","D",8,"LI","inc infection",0
"26799","43 wk","child","D",9,"LI","inc infection",0
"26800","43 wk","child","D",10,"LI","inc infection",0
"26801","43 wk","child","D",11,"LI","inc infection",0
"26802","43 wk","child","D",12,"LI","inc infection",0
"26803","43 wk","child","D",13,"LI","inc infection",0
"26804","43 wk","child","D",14,"LI","inc infection",0
"26805","43 wk","child","D",15,"LI","inc infection",0
"26806","43 wk","child","D",16,"LI","inc infection",0
"26807","43 wk","child","D",17,"LI","inc infection",0
"26808","43 wk","child","D",18,"LI","inc infection",0
"26809","43 wk","child","D",19,"LI","inc infection",0
"26810","43 wk","child","D",20,"LI","inc infection",0
"26811","43 wk","child","D",21,"LI","inc infection",0
"26812","43 wk","child","D",22,"LI","inc infection",0
"26813","43 wk","child","D",23,"LI","inc infection",0
"26814","43 wk","child","D",24,"LI","inc infection",0
"26815","43 wk","child","D",25,"LI","inc infection",0
"26816","43 wk","child","D",26,"LI","inc infection",0
"26817","43 wk","child","D",27,"LI","inc infection",0
"26818","43 wk","child","D",28,"LI","inc infection",0
"26819","43 wk","child","D",29,"LI","inc infection",0
"26820","43 wk","child","D",30,"LI","inc infection",0
"26821","43 wk","child","D",31,"LI","inc infection",0
"26822","43 wk","child","D",32,"LI","inc infection",0
"26823","43 wk","child","D",33,"LI","inc infection",0
"26824","43 wk","child","D",34,"LI","inc infection",0
"26825","43 wk","child","D",35,"LI","inc infection",0
"26826","43 wk","child","D",36,"LI","inc infection",0
"26827","43 wk","child","D",37,"LI","inc infection",0
"26828","43 wk","child","D",38,"LI","inc infection",0
"26829","43 wk","child","D",39,"LI","inc infection",0
"26830","43 wk","child","D",40,"LI","inc infection",0
"26831","43 wk","child","D",41,"LI","inc infection",0
"26832","43 wk","child","D",42,"LI","inc infection",0
"26833","43 wk","child","D",43,"LI","inc infection",0
"26834","43 wk","child","D",44,"LI","inc infection",0
"26835","43 wk","child","D",45,"LI","inc infection",0
"26836","43 wk","child","D",46,"LI","inc infection",0
"26837","43 wk","child","D",47,"LI","inc infection",0
"26838","43 wk","child","D",48,"LI","inc infection",0
"26839","43 wk","child","D",49,"LI","inc infection",0
"26840","43 wk","child","D",50,"LI","inc infection",0
"26841","43 wk","child","D",51,"LI","inc infection",0
"26842","43 wk","child","D",52,"LI","inc infection",0
"26843","43 wk","child","D",53,"LI","inc infection",0
"26844","43 wk","child","D",54,"LI","inc infection",0
"26845","43 wk","child","D",55,"LI","inc infection",0
"26846","43 wk","child","D",56,"LI","inc infection",0
"26847","43 wk","child","D",57,"LI","inc infection",0
"26848","43 wk","child","D",58,"LI","inc infection",0
"26849","43 wk","child","D",59,"LI","inc infection",0
"26850","43 wk","child","D",60,"LI","inc infection",0
"26851","43 wk","child","D",61,"LI","inc infection",0
"26852","43 wk","child","D",62,"LI","inc infection",0
"26853","43 wk","child","D",63,"LI","inc infection",0
"26854","43 wk","child","D",64,"LI","inc infection",0
"26855","43 wk","child","D",65,"LI","inc infection",0
"26856","43 wk","child","D",66,"LI","inc infection",0
"26857","43 wk","child","D",67,"LI","inc infection",0
"26858","43 wk","child","D",68,"LI","inc infection",0
"26859","43 wk","child","D",69,"LI","inc infection",0
"26860","43 wk","child","D",70,"LI","inc infection",0
"26861","43 wk","child","D",71,"LI","inc infection",0
"26862","43 wk","child","D",72,"LI","inc infection",0
"26863","43 wk","child","D",73,"LI","inc infection",0
"26864","43 wk","child","D",74,"LI","inc infection",0
"26865","43 wk","child","D",75,"LI","inc infection",0
"26866","43 wk","child","D",76,"LI","inc infection",0
"26867","43 wk","child","D",77,"LI","inc infection",0
"26868","43 wk","child","D",78,"LI","inc infection",0
"26869","43 wk","child","D",79,"LI","inc infection",0
"26870","43 wk","child","D",80,"LI","inc infection",0
"26871","43 wk","child","D",81,"LI","inc infection",0
"26872","43 wk","child","D",82,"LI","inc infection",0
"26873","43 wk","child","D",83,"LI","inc infection",0
"26874","43 wk","child","D",84,"LI","inc infection",0
"26875","43 wk","child","D",85,"LI","inc infection",0
"26876","43 wk","child","D",86,"LI","inc infection",0
"26877","43 wk","child","D",87,"LI","inc infection",0
"26878","43 wk","child","D",88,"LI","inc infection",0
"26879","43 wk","child","D",89,"LI","inc infection",0
"26880","43 wk","child","D",90,"LI","inc infection",0
"26881","43 wk","older","A",1,"LI","inc infection",0
"26882","43 wk","older","A",2,"LI","inc infection",0
"26883","43 wk","older","A",3,"LI","inc infection",0
"26884","43 wk","older","A",4,"LI","inc infection",0
"26885","43 wk","older","A",5,"LI","inc infection",0
"26886","43 wk","older","A",6,"LI","inc infection",0
"26887","43 wk","older","A",7,"LI","inc infection",0
"26888","43 wk","older","A",8,"LI","inc infection",0
"26889","43 wk","older","A",19,"LI","inc infection",0
"26890","43 wk","older","A",20,"LI","inc infection",0
"26891","43 wk","older","A",21,"LI","inc infection",0
"26892","43 wk","older","A",22,"LI","inc infection",0
"26893","43 wk","older","A",23,"LI","inc infection",0
"26894","43 wk","older","A",24,"LI","inc infection",0
"26895","43 wk","older","A",25,"LI","inc infection",0
"26896","43 wk","older","A",26,"LI","inc infection",0
"26897","43 wk","older","A",37,"LI","inc infection",0
"26898","43 wk","older","A",38,"LI","inc infection",0
"26899","43 wk","older","A",39,"LI","inc infection",0
"26900","43 wk","older","A",40,"LI","inc infection",0
"26901","43 wk","older","A",41,"LI","inc infection",0
"26902","43 wk","older","A",42,"LI","inc infection",0
"26903","43 wk","older","A",43,"LI","inc infection",0
"26904","43 wk","older","A",44,"LI","inc infection",0
"26905","43 wk","older","A",55,"LI","inc infection",0
"26906","43 wk","older","A",56,"LI","inc infection",0
"26907","43 wk","older","A",57,"LI","inc infection",0
"26908","43 wk","older","A",58,"LI","inc infection",0
"26909","43 wk","older","A",59,"LI","inc infection",0
"26910","43 wk","older","A",60,"LI","inc infection",0
"26911","43 wk","older","A",61,"LI","inc infection",0
"26912","43 wk","older","A",62,"LI","inc infection",0
"26913","43 wk","older","A",73,"LI","inc infection",0
"26914","43 wk","older","A",74,"LI","inc infection",0
"26915","43 wk","older","A",75,"LI","inc infection",0
"26916","43 wk","older","A",76,"LI","inc infection",0
"26917","43 wk","older","A",77,"LI","inc infection",0
"26918","43 wk","older","A",78,"LI","inc infection",0
"26919","43 wk","older","A",79,"LI","inc infection",0
"26920","43 wk","older","A",80,"LI","inc infection",0
"26921","43 wk","older","B",1,"LI","inc infection",0
"26922","43 wk","older","B",2,"LI","inc infection",0
"26923","43 wk","older","B",3,"LI","inc infection",0
"26924","43 wk","older","B",4,"LI","inc infection",0
"26925","43 wk","older","B",5,"LI","inc infection",0
"26926","43 wk","older","B",6,"LI","inc infection",0
"26927","43 wk","older","B",7,"LI","inc infection",0
"26928","43 wk","older","B",8,"LI","inc infection",0
"26929","43 wk","older","B",19,"LI","inc infection",0
"26930","43 wk","older","B",20,"LI","inc infection",0
"26931","43 wk","older","B",21,"LI","inc infection",0
"26932","43 wk","older","B",22,"LI","inc infection",0
"26933","43 wk","older","B",23,"LI","inc infection",0
"26934","43 wk","older","B",24,"LI","inc infection",0
"26935","43 wk","older","B",25,"LI","inc infection",0
"26936","43 wk","older","B",26,"LI","inc infection",0
"26937","43 wk","older","B",37,"LI","inc infection",0
"26938","43 wk","older","B",38,"LI","inc infection",0
"26939","43 wk","older","B",39,"LI","inc infection",0
"26940","43 wk","older","B",40,"LI","inc infection",0
"26941","43 wk","older","B",41,"LI","inc infection",0
"26942","43 wk","older","B",42,"LI","inc infection",0
"26943","43 wk","older","B",43,"LI","inc infection",0
"26944","43 wk","older","B",44,"LI","inc infection",0
"26945","43 wk","older","B",55,"LI","inc infection",0
"26946","43 wk","older","B",56,"LI","inc infection",0
"26947","43 wk","older","B",57,"LI","inc infection",0
"26948","43 wk","older","B",58,"LI","inc infection",0
"26949","43 wk","older","B",59,"LI","inc infection",0
"26950","43 wk","older","B",60,"LI","inc infection",0
"26951","43 wk","older","B",61,"LI","inc infection",0
"26952","43 wk","older","B",62,"LI","inc infection",0
"26953","43 wk","older","B",73,"LI","inc infection",0
"26954","43 wk","older","B",74,"LI","inc infection",0
"26955","43 wk","older","B",75,"LI","inc infection",0
"26956","43 wk","older","B",76,"LI","inc infection",0
"26957","43 wk","older","B",77,"LI","inc infection",0
"26958","43 wk","older","B",78,"LI","inc infection",0
"26959","43 wk","older","B",79,"LI","inc infection",0
"26960","43 wk","older","B",80,"LI","inc infection",0
"26961","43 wk","older","C",1,"LI","inc infection",0
"26962","43 wk","older","C",2,"LI","inc infection",0
"26963","43 wk","older","C",3,"LI","inc infection",0
"26964","43 wk","older","C",4,"LI","inc infection",0
"26965","43 wk","older","C",5,"LI","inc infection",0
"26966","43 wk","older","C",6,"LI","inc infection",0
"26967","43 wk","older","C",7,"LI","inc infection",0
"26968","43 wk","older","C",8,"LI","inc infection",0
"26969","43 wk","older","C",19,"LI","inc infection",0
"26970","43 wk","older","C",20,"LI","inc infection",0
"26971","43 wk","older","C",21,"LI","inc infection",0
"26972","43 wk","older","C",22,"LI","inc infection",0
"26973","43 wk","older","C",23,"LI","inc infection",0
"26974","43 wk","older","C",24,"LI","inc infection",0
"26975","43 wk","older","C",25,"LI","inc infection",0
"26976","43 wk","older","C",26,"LI","inc infection",0
"26977","43 wk","older","C",37,"LI","inc infection",0
"26978","43 wk","older","C",38,"LI","inc infection",0
"26979","43 wk","older","C",39,"LI","inc infection",0
"26980","43 wk","older","C",40,"LI","inc infection",0
"26981","43 wk","older","C",41,"LI","inc infection",0
"26982","43 wk","older","C",42,"LI","inc infection",0
"26983","43 wk","older","C",43,"LI","inc infection",0
"26984","43 wk","older","C",44,"LI","inc infection",0
"26985","43 wk","older","C",55,"LI","inc infection",0
"26986","43 wk","older","C",56,"LI","inc infection",0
"26987","43 wk","older","C",57,"LI","inc infection",0
"26988","43 wk","older","C",58,"LI","inc infection",0
"26989","43 wk","older","C",59,"LI","inc infection",0
"26990","43 wk","older","C",60,"LI","inc infection",0
"26991","43 wk","older","C",61,"LI","inc infection",0
"26992","43 wk","older","C",62,"LI","inc infection",0
"26993","43 wk","older","C",73,"LI","inc infection",0
"26994","43 wk","older","C",74,"LI","inc infection",0
"26995","43 wk","older","C",75,"LI","inc infection",0
"26996","43 wk","older","C",76,"LI","inc infection",0
"26997","43 wk","older","C",77,"LI","inc infection",0
"26998","43 wk","older","C",78,"LI","inc infection",0
"26999","43 wk","older","C",79,"LI","inc infection",0
"27000","43 wk","older","C",80,"LI","inc infection",0
"27001","43 wk","older","D",1,"LI","inc infection",0
"27002","43 wk","older","D",2,"LI","inc infection",0
"27003","43 wk","older","D",3,"LI","inc infection",0
"27004","43 wk","older","D",4,"LI","inc infection",0
"27005","43 wk","older","D",5,"LI","inc infection",0
"27006","43 wk","older","D",6,"LI","inc infection",0
"27007","43 wk","older","D",7,"LI","inc infection",0
"27008","43 wk","older","D",8,"LI","inc infection",0
"27009","43 wk","older","D",9,"LI","inc infection",0
"27010","43 wk","older","D",10,"LI","inc infection",0
"27011","43 wk","older","D",11,"LI","inc infection",0
"27012","43 wk","older","D",12,"LI","inc infection",0
"27013","43 wk","older","D",13,"LI","inc infection",0
"27014","43 wk","older","D",14,"LI","inc infection",0
"27015","43 wk","older","D",15,"LI","inc infection",0
"27016","43 wk","older","D",16,"LI","inc infection",0
"27017","43 wk","older","D",17,"LI","inc infection",0
"27018","43 wk","older","D",18,"LI","inc infection",0
"27019","43 wk","older","D",19,"LI","inc infection",0
"27020","43 wk","older","D",20,"LI","inc infection",0
"27021","43 wk","older","D",21,"LI","inc infection",0
"27022","43 wk","older","D",22,"LI","inc infection",0
"27023","43 wk","older","D",23,"LI","inc infection",0
"27024","43 wk","older","D",24,"LI","inc infection",0
"27025","43 wk","older","D",25,"LI","inc infection",0
"27026","43 wk","older","D",26,"LI","inc infection",0
"27027","43 wk","older","D",27,"LI","inc infection",0
"27028","43 wk","older","D",28,"LI","inc infection",0
"27029","43 wk","older","D",29,"LI","inc infection",0
"27030","43 wk","older","D",30,"LI","inc infection",0
"27031","43 wk","older","D",31,"LI","inc infection",0
"27032","43 wk","older","D",32,"LI","inc infection",0
"27033","43 wk","older","D",33,"LI","inc infection",0
"27034","43 wk","older","D",34,"LI","inc infection",0
"27035","43 wk","older","D",35,"LI","inc infection",0
"27036","43 wk","older","D",36,"LI","inc infection",0
"27037","43 wk","older","D",37,"LI","inc infection",0
"27038","43 wk","older","D",38,"LI","inc infection",0
"27039","43 wk","older","D",39,"LI","inc infection",0
"27040","43 wk","older","D",40,"LI","inc infection",0
"27041","43 wk","older","D",41,"LI","inc infection",0
"27042","43 wk","older","D",42,"LI","inc infection",0
"27043","43 wk","older","D",43,"LI","inc infection",0
"27044","43 wk","older","D",44,"LI","inc infection",0
"27045","43 wk","older","D",45,"LI","inc infection",0
"27046","43 wk","older","D",46,"LI","inc infection",0
"27047","43 wk","older","D",47,"LI","inc infection",0
"27048","43 wk","older","D",48,"LI","inc infection",0
"27049","43 wk","older","D",49,"LI","inc infection",0
"27050","43 wk","older","D",50,"LI","inc infection",0
"27051","43 wk","older","D",51,"LI","inc infection",0
"27052","43 wk","older","D",52,"LI","inc infection",0
"27053","43 wk","older","D",53,"LI","inc infection",0
"27054","43 wk","older","D",54,"LI","inc infection",0
"27055","43 wk","older","D",55,"LI","inc infection",0
"27056","43 wk","older","D",56,"LI","inc infection",0
"27057","43 wk","older","D",57,"LI","inc infection",0
"27058","43 wk","older","D",58,"LI","inc infection",0
"27059","43 wk","older","D",59,"LI","inc infection",0
"27060","43 wk","older","D",60,"LI","inc infection",0
"27061","43 wk","older","D",61,"LI","inc infection",0
"27062","43 wk","older","D",62,"LI","inc infection",0
"27063","43 wk","older","D",63,"LI","inc infection",0
"27064","43 wk","older","D",64,"LI","inc infection",0
"27065","43 wk","older","D",65,"LI","inc infection",0
"27066","43 wk","older","D",66,"LI","inc infection",0
"27067","43 wk","older","D",67,"LI","inc infection",0
"27068","43 wk","older","D",68,"LI","inc infection",0
"27069","43 wk","older","D",69,"LI","inc infection",0
"27070","43 wk","older","D",70,"LI","inc infection",0
"27071","43 wk","older","D",71,"LI","inc infection",0
"27072","43 wk","older","D",72,"LI","inc infection",0
"27073","43 wk","older","D",73,"LI","inc infection",0
"27074","43 wk","older","D",74,"LI","inc infection",0
"27075","43 wk","older","D",75,"LI","inc infection",0
"27076","43 wk","older","D",76,"LI","inc infection",0
"27077","43 wk","older","D",77,"LI","inc infection",0
"27078","43 wk","older","D",78,"LI","inc infection",0
"27079","43 wk","older","D",79,"LI","inc infection",0
"27080","43 wk","older","D",80,"LI","inc infection",0
"27081","43 wk","older","D",81,"LI","inc infection",0
"27082","43 wk","older","D",82,"LI","inc infection",0
"27083","43 wk","older","D",83,"LI","inc infection",0
"27084","43 wk","older","D",84,"LI","inc infection",0
"27085","43 wk","older","D",85,"LI","inc infection",0
"27086","43 wk","older","D",86,"LI","inc infection",0
"27087","43 wk","older","D",87,"LI","inc infection",0
"27088","43 wk","older","D",88,"LI","inc infection",0
"27089","43 wk","older","D",89,"LI","inc infection",0
"27090","43 wk","older","D",90,"LI","inc infection",0
"27091","44 wk","adult","A",1,"LI","inc infection",0
"27092","44 wk","adult","A",2,"LI","inc infection",0
"27093","44 wk","adult","A",3,"LI","inc infection",0
"27094","44 wk","adult","A",4,"LI","inc infection",0
"27095","44 wk","adult","A",5,"LI","inc infection",0
"27096","44 wk","adult","A",6,"LI","inc infection",0
"27097","44 wk","adult","A",7,"LI","inc infection",0
"27098","44 wk","adult","A",8,"LI","inc infection",0
"27099","44 wk","adult","A",19,"LI","inc infection",0
"27100","44 wk","adult","A",20,"LI","inc infection",0
"27101","44 wk","adult","A",21,"LI","inc infection",0
"27102","44 wk","adult","A",22,"LI","inc infection",0
"27103","44 wk","adult","A",23,"LI","inc infection",0
"27104","44 wk","adult","A",24,"LI","inc infection",0
"27105","44 wk","adult","A",25,"LI","inc infection",0
"27106","44 wk","adult","A",26,"LI","inc infection",0
"27107","44 wk","adult","A",37,"LI","inc infection",0
"27108","44 wk","adult","A",38,"LI","inc infection",0
"27109","44 wk","adult","A",39,"LI","inc infection",0
"27110","44 wk","adult","A",40,"LI","inc infection",0
"27111","44 wk","adult","A",41,"LI","inc infection",0
"27112","44 wk","adult","A",42,"LI","inc infection",0
"27113","44 wk","adult","A",43,"LI","inc infection",0
"27114","44 wk","adult","A",44,"LI","inc infection",0
"27115","44 wk","adult","A",55,"LI","inc infection",0
"27116","44 wk","adult","A",56,"LI","inc infection",0
"27117","44 wk","adult","A",57,"LI","inc infection",0
"27118","44 wk","adult","A",58,"LI","inc infection",0
"27119","44 wk","adult","A",59,"LI","inc infection",0
"27120","44 wk","adult","A",60,"LI","inc infection",0
"27121","44 wk","adult","A",61,"LI","inc infection",0
"27122","44 wk","adult","A",62,"LI","inc infection",0
"27123","44 wk","adult","A",73,"LI","inc infection",0
"27124","44 wk","adult","A",74,"LI","inc infection",0
"27125","44 wk","adult","A",75,"LI","inc infection",0
"27126","44 wk","adult","A",76,"LI","inc infection",0
"27127","44 wk","adult","A",77,"LI","inc infection",0
"27128","44 wk","adult","A",78,"LI","inc infection",0
"27129","44 wk","adult","A",79,"LI","inc infection",0
"27130","44 wk","adult","A",80,"LI","inc infection",0
"27131","44 wk","adult","B",1,"LI","inc infection",0
"27132","44 wk","adult","B",2,"LI","inc infection",0
"27133","44 wk","adult","B",3,"LI","inc infection",0
"27134","44 wk","adult","B",4,"LI","inc infection",0
"27135","44 wk","adult","B",5,"LI","inc infection",0
"27136","44 wk","adult","B",6,"LI","inc infection",0
"27137","44 wk","adult","B",7,"LI","inc infection",0
"27138","44 wk","adult","B",8,"LI","inc infection",0
"27139","44 wk","adult","B",19,"LI","inc infection",0
"27140","44 wk","adult","B",20,"LI","inc infection",0
"27141","44 wk","adult","B",21,"LI","inc infection",0
"27142","44 wk","adult","B",22,"LI","inc infection",0
"27143","44 wk","adult","B",23,"LI","inc infection",0
"27144","44 wk","adult","B",24,"LI","inc infection",0
"27145","44 wk","adult","B",25,"LI","inc infection",0
"27146","44 wk","adult","B",26,"LI","inc infection",0
"27147","44 wk","adult","B",37,"LI","inc infection",0
"27148","44 wk","adult","B",38,"LI","inc infection",0
"27149","44 wk","adult","B",39,"LI","inc infection",0
"27150","44 wk","adult","B",40,"LI","inc infection",0
"27151","44 wk","adult","B",41,"LI","inc infection",0
"27152","44 wk","adult","B",42,"LI","inc infection",0
"27153","44 wk","adult","B",43,"LI","inc infection",0
"27154","44 wk","adult","B",44,"LI","inc infection",0
"27155","44 wk","adult","B",55,"LI","inc infection",0
"27156","44 wk","adult","B",56,"LI","inc infection",0
"27157","44 wk","adult","B",57,"LI","inc infection",0
"27158","44 wk","adult","B",58,"LI","inc infection",0
"27159","44 wk","adult","B",59,"LI","inc infection",0
"27160","44 wk","adult","B",60,"LI","inc infection",0
"27161","44 wk","adult","B",61,"LI","inc infection",0
"27162","44 wk","adult","B",62,"LI","inc infection",0
"27163","44 wk","adult","B",73,"LI","inc infection",0
"27164","44 wk","adult","B",74,"LI","inc infection",0
"27165","44 wk","adult","B",75,"LI","inc infection",0
"27166","44 wk","adult","B",76,"LI","inc infection",0
"27167","44 wk","adult","B",77,"LI","inc infection",0
"27168","44 wk","adult","B",78,"LI","inc infection",0
"27169","44 wk","adult","B",79,"LI","inc infection",0
"27170","44 wk","adult","B",80,"LI","inc infection",0
"27171","44 wk","adult","C",1,"LI","inc infection",0
"27172","44 wk","adult","C",2,"LI","inc infection",0
"27173","44 wk","adult","C",3,"LI","inc infection",0
"27174","44 wk","adult","C",4,"LI","inc infection",0
"27175","44 wk","adult","C",5,"LI","inc infection",0
"27176","44 wk","adult","C",6,"LI","inc infection",0
"27177","44 wk","adult","C",7,"LI","inc infection",0
"27178","44 wk","adult","C",8,"LI","inc infection",0
"27179","44 wk","adult","C",19,"LI","inc infection",0
"27180","44 wk","adult","C",20,"LI","inc infection",0
"27181","44 wk","adult","C",21,"LI","inc infection",0
"27182","44 wk","adult","C",22,"LI","inc infection",0
"27183","44 wk","adult","C",23,"LI","inc infection",0
"27184","44 wk","adult","C",24,"LI","inc infection",0
"27185","44 wk","adult","C",25,"LI","inc infection",0
"27186","44 wk","adult","C",26,"LI","inc infection",0
"27187","44 wk","adult","C",37,"LI","inc infection",0
"27188","44 wk","adult","C",38,"LI","inc infection",0
"27189","44 wk","adult","C",39,"LI","inc infection",0
"27190","44 wk","adult","C",40,"LI","inc infection",0
"27191","44 wk","adult","C",41,"LI","inc infection",0
"27192","44 wk","adult","C",42,"LI","inc infection",0
"27193","44 wk","adult","C",43,"LI","inc infection",0
"27194","44 wk","adult","C",44,"LI","inc infection",0
"27195","44 wk","adult","C",55,"LI","inc infection",0
"27196","44 wk","adult","C",56,"LI","inc infection",0
"27197","44 wk","adult","C",57,"LI","inc infection",0
"27198","44 wk","adult","C",58,"LI","inc infection",0
"27199","44 wk","adult","C",59,"LI","inc infection",0
"27200","44 wk","adult","C",60,"LI","inc infection",0
"27201","44 wk","adult","C",61,"LI","inc infection",0
"27202","44 wk","adult","C",62,"LI","inc infection",0
"27203","44 wk","adult","C",73,"LI","inc infection",0
"27204","44 wk","adult","C",74,"LI","inc infection",0
"27205","44 wk","adult","C",75,"LI","inc infection",0
"27206","44 wk","adult","C",76,"LI","inc infection",0
"27207","44 wk","adult","C",77,"LI","inc infection",0
"27208","44 wk","adult","C",78,"LI","inc infection",0
"27209","44 wk","adult","C",79,"LI","inc infection",0
"27210","44 wk","adult","C",80,"LI","inc infection",0
"27211","44 wk","adult","D",1,"LI","inc infection",0
"27212","44 wk","adult","D",2,"LI","inc infection",0
"27213","44 wk","adult","D",3,"LI","inc infection",0
"27214","44 wk","adult","D",4,"LI","inc infection",0
"27215","44 wk","adult","D",5,"LI","inc infection",0
"27216","44 wk","adult","D",6,"LI","inc infection",0
"27217","44 wk","adult","D",7,"LI","inc infection",0
"27218","44 wk","adult","D",8,"LI","inc infection",0
"27219","44 wk","adult","D",9,"LI","inc infection",0
"27220","44 wk","adult","D",10,"LI","inc infection",0
"27221","44 wk","adult","D",11,"LI","inc infection",0
"27222","44 wk","adult","D",12,"LI","inc infection",0
"27223","44 wk","adult","D",13,"LI","inc infection",0
"27224","44 wk","adult","D",14,"LI","inc infection",0
"27225","44 wk","adult","D",15,"LI","inc infection",0
"27226","44 wk","adult","D",16,"LI","inc infection",0
"27227","44 wk","adult","D",17,"LI","inc infection",0
"27228","44 wk","adult","D",18,"LI","inc infection",0
"27229","44 wk","adult","D",19,"LI","inc infection",0
"27230","44 wk","adult","D",20,"LI","inc infection",0
"27231","44 wk","adult","D",21,"LI","inc infection",0
"27232","44 wk","adult","D",22,"LI","inc infection",0
"27233","44 wk","adult","D",23,"LI","inc infection",0
"27234","44 wk","adult","D",24,"LI","inc infection",0
"27235","44 wk","adult","D",25,"LI","inc infection",0
"27236","44 wk","adult","D",26,"LI","inc infection",0
"27237","44 wk","adult","D",27,"LI","inc infection",0
"27238","44 wk","adult","D",28,"LI","inc infection",0
"27239","44 wk","adult","D",29,"LI","inc infection",0
"27240","44 wk","adult","D",30,"LI","inc infection",0
"27241","44 wk","adult","D",31,"LI","inc infection",0
"27242","44 wk","adult","D",32,"LI","inc infection",0
"27243","44 wk","adult","D",33,"LI","inc infection",0
"27244","44 wk","adult","D",34,"LI","inc infection",0
"27245","44 wk","adult","D",35,"LI","inc infection",0
"27246","44 wk","adult","D",36,"LI","inc infection",0
"27247","44 wk","adult","D",37,"LI","inc infection",0
"27248","44 wk","adult","D",38,"LI","inc infection",0
"27249","44 wk","adult","D",39,"LI","inc infection",0
"27250","44 wk","adult","D",40,"LI","inc infection",0
"27251","44 wk","adult","D",41,"LI","inc infection",0
"27252","44 wk","adult","D",42,"LI","inc infection",0
"27253","44 wk","adult","D",43,"LI","inc infection",0
"27254","44 wk","adult","D",44,"LI","inc infection",0
"27255","44 wk","adult","D",45,"LI","inc infection",0
"27256","44 wk","adult","D",46,"LI","inc infection",0
"27257","44 wk","adult","D",47,"LI","inc infection",0
"27258","44 wk","adult","D",48,"LI","inc infection",0
"27259","44 wk","adult","D",49,"LI","inc infection",0
"27260","44 wk","adult","D",50,"LI","inc infection",0
"27261","44 wk","adult","D",51,"LI","inc infection",0
"27262","44 wk","adult","D",52,"LI","inc infection",0
"27263","44 wk","adult","D",53,"LI","inc infection",0
"27264","44 wk","adult","D",54,"LI","inc infection",0
"27265","44 wk","adult","D",55,"LI","inc infection",0
"27266","44 wk","adult","D",56,"LI","inc infection",0
"27267","44 wk","adult","D",57,"LI","inc infection",0
"27268","44 wk","adult","D",58,"LI","inc infection",0
"27269","44 wk","adult","D",59,"LI","inc infection",0
"27270","44 wk","adult","D",60,"LI","inc infection",0
"27271","44 wk","adult","D",61,"LI","inc infection",0
"27272","44 wk","adult","D",62,"LI","inc infection",0
"27273","44 wk","adult","D",63,"LI","inc infection",0
"27274","44 wk","adult","D",64,"LI","inc infection",0
"27275","44 wk","adult","D",65,"LI","inc infection",0
"27276","44 wk","adult","D",66,"LI","inc infection",0
"27277","44 wk","adult","D",67,"LI","inc infection",0
"27278","44 wk","adult","D",68,"LI","inc infection",0
"27279","44 wk","adult","D",69,"LI","inc infection",0
"27280","44 wk","adult","D",70,"LI","inc infection",0
"27281","44 wk","adult","D",71,"LI","inc infection",0
"27282","44 wk","adult","D",72,"LI","inc infection",0
"27283","44 wk","adult","D",73,"LI","inc infection",0
"27284","44 wk","adult","D",74,"LI","inc infection",0
"27285","44 wk","adult","D",75,"LI","inc infection",0
"27286","44 wk","adult","D",76,"LI","inc infection",0
"27287","44 wk","adult","D",77,"LI","inc infection",0
"27288","44 wk","adult","D",78,"LI","inc infection",0
"27289","44 wk","adult","D",79,"LI","inc infection",0
"27290","44 wk","adult","D",80,"LI","inc infection",0
"27291","44 wk","adult","D",81,"LI","inc infection",0
"27292","44 wk","adult","D",82,"LI","inc infection",0
"27293","44 wk","adult","D",83,"LI","inc infection",0
"27294","44 wk","adult","D",84,"LI","inc infection",0
"27295","44 wk","adult","D",85,"LI","inc infection",0
"27296","44 wk","adult","D",86,"LI","inc infection",0
"27297","44 wk","adult","D",87,"LI","inc infection",0
"27298","44 wk","adult","D",88,"LI","inc infection",0
"27299","44 wk","adult","D",89,"LI","inc infection",0
"27300","44 wk","adult","D",90,"LI","inc infection",0
"27301","44 wk","child","A",1,"LI","inc infection",0
"27302","44 wk","child","A",2,"LI","inc infection",0
"27303","44 wk","child","A",3,"LI","inc infection",0
"27304","44 wk","child","A",4,"LI","inc infection",0
"27305","44 wk","child","A",5,"LI","inc infection",0
"27306","44 wk","child","A",6,"LI","inc infection",0
"27307","44 wk","child","A",7,"LI","inc infection",0
"27308","44 wk","child","A",8,"LI","inc infection",0
"27309","44 wk","child","A",19,"LI","inc infection",0
"27310","44 wk","child","A",20,"LI","inc infection",0
"27311","44 wk","child","A",21,"LI","inc infection",0
"27312","44 wk","child","A",22,"LI","inc infection",0
"27313","44 wk","child","A",23,"LI","inc infection",0
"27314","44 wk","child","A",24,"LI","inc infection",0
"27315","44 wk","child","A",25,"LI","inc infection",0
"27316","44 wk","child","A",26,"LI","inc infection",0
"27317","44 wk","child","A",37,"LI","inc infection",0
"27318","44 wk","child","A",38,"LI","inc infection",0
"27319","44 wk","child","A",39,"LI","inc infection",0
"27320","44 wk","child","A",40,"LI","inc infection",0
"27321","44 wk","child","A",41,"LI","inc infection",0
