"","horizon","age_id","scenario_id","sample","location","target_variable","value"
"10727","18 wk","adult","A",37,"LI","inc infection",0
"10728","18 wk","adult","A",38,"LI","inc infection",0
"10729","18 wk","adult","A",39,"LI","inc infection",0
"10730","18 wk","adult","A",40,"LI","inc infection",0
"10731","18 wk","adult","A",41,"LI","inc infection",0
"10732","18 wk","adult","A",42,"LI","inc infection",0
"10733","18 wk","adult","A",43,"LI","inc infection",0
"10734","18 wk","adult","A",44,"LI","inc infection",0
"10735","18 wk","adult","A",55,"LI","inc infection",0
"10736","18 wk","adult","A",56,"LI","inc infection",0
"10737","18 wk","adult","A",57,"LI","inc infection",0
"10738","18 wk","adult","A",58,"LI","inc infection",0
"10739","18 wk","adult","A",59,"LI","inc infection",0
"10740","18 wk","adult","A",60,"LI","inc infection",0
"10741","18 wk","adult","A",61,"LI","inc infection",0
"10742","18 wk","adult","A",62,"LI","inc infection",0
"10743","18 wk","adult","A",73,"LI","inc infection",0
"10744","18 wk","adult","A",74,"LI","inc infection",0
"10745","18 wk","adult","A",75,"LI","inc infection",0
"10746","18 wk","adult","A",76,"LI","inc infection",0
"10747","18 wk","adult","A",77,"LI","inc infection",0
"10748","18 wk","adult","A",78,"LI","inc infection",0
"10749","18 wk","adult","A",79,"LI","inc infection",0
"10750","18 wk","adult","A",80,"LI","inc infection",0
"10751","18 wk","adult","B",1,"LI","inc infection",0
"10752","18 wk","adult","B",2,"LI","inc infection",0
"10753","18 wk","adult","B",3,"LI","inc infection",0
"10754","18 wk","adult","B",4,"LI","inc infection",0
"10755","18 wk","adult","B",5,"LI","inc infection",0
"10756","18 wk","adult","B",6,"LI","inc infection",0
"10757","18 wk","adult","B",7,"LI","inc infection",0
"10758","18 wk","adult","B",8,"LI","inc infection",0
"10759","18 wk","adult","B",19,"LI","inc infection",0
"10760","18 wk","adult","B",20,"LI","inc infection",0
"10761","18 wk","adult","B",21,"LI","inc infection",0
"10762","18 wk","adult","B",22,"LI","inc infection",0
"10763","18 wk","adult","B",23,"LI","inc infection",0
"10764","18 wk","adult","B",24,"LI","inc infection",0
"10765","18 wk","adult","B",25,"LI","inc infection",0
"10766","18 wk","adult","B",26,"LI","inc infection",0
"10767","18 wk","adult","B",37,"LI","inc infection",0
"10768","18 wk","adult","B",38,"LI","inc infection",0
"10769","18 wk","adult","B",39,"LI","inc infection",0
"10770","18 wk","adult","B",40,"LI","inc infection",0
"10771","18 wk","adult","B",41,"LI","inc infection",0
"10772","18 wk","adult","B",42,"LI","inc infection",0
"10773","18 wk","adult","B",43,"LI","inc infection",0
"10774","18 wk","adult","B",44,"LI","inc infection",0
"10775","18 wk","adult","B",55,"LI","inc infection",0
"10776","18 wk","adult","B",56,"LI","inc infection",0
"10777","18 wk","adult","B",57,"LI","inc infection",0
"10778","18 wk","adult","B",58,"LI","inc infection",0
"10779","18 wk","adult","B",59,"LI","inc infection",0
"10780","18 wk","adult","B",60,"LI","inc infection",0
"10781","18 wk","adult","B",61,"LI","inc infection",0
"10782","18 wk","adult","B",62,"LI","inc infection",0
"10783","18 wk","adult","B",73,"LI","inc infection",0
"10784","18 wk","adult","B",74,"LI","inc infection",0
"10785","18 wk","adult","B",75,"LI","inc infection",0
"10786","18 wk","adult","B",76,"LI","inc infection",0
"10787","18 wk","adult","B",77,"LI","inc infection",0
"10788","18 wk","adult","B",78,"LI","inc infection",0
"10789","18 wk","adult","B",79,"LI","inc infection",0
"10790","18 wk","adult","B",80,"LI","inc infection",0
"10791","18 wk","adult","C",1,"LI","inc infection",0
"10792","18 wk","adult","C",2,"LI","inc infection",0
"10793","18 wk","adult","C",3,"LI","inc infection",0
"10794","18 wk","adult","C",4,"LI","inc infection",0
"10795","18 wk","adult","C",5,"LI","inc infection",0
"10796","18 wk","adult","C",6,"LI","inc infection",0
"10797","18 wk","adult","C",7,"LI","inc infection",0
"10798","18 wk","adult","C",8,"LI","inc infection",0
"10799","18 wk","adult","C",19,"LI","inc infection",0
"10800","18 wk","adult","C",20,"LI","inc infection",0
"10801","18 wk","adult","C",21,"LI","inc infection",0
"10802","18 wk","adult","C",22,"LI","inc infection",0
"10803","18 wk","adult","C",23,"LI","inc infection",0
"10804","18 wk","adult","C",24,"LI","inc infection",0
"10805","18 wk","adult","C",25,"LI","inc infection",0
"10806","18 wk","adult","C",26,"LI","inc infection",0
"10807","18 wk","adult","C",37,"LI","inc infection",0
"10808","18 wk","adult","C",38,"LI","inc infection",0
"10809","18 wk","adult","C",39,"LI","inc infection",0
"10810","18 wk","adult","C",40,"LI","inc infection",0
"10811","18 wk","adult","C",41,"LI","inc infection",0
"10812","18 wk","adult","C",42,"LI","inc infection",0
"10813","18 wk","adult","C",43,"LI","inc infection",0
"10814","18 wk","adult","C",44,"LI","inc infection",0
"10815","18 wk","adult","C",55,"LI","inc infection",0
"10816","18 wk","adult","C",56,"LI","inc infection",0
"10817","18 wk","adult","C",57,"LI","inc infection",0
"10818","18 wk","adult","C",58,"LI","inc infection",0
"10819","18 wk","adult","C",59,"LI","inc infection",0
"10820","18 wk","adult","C",60,"LI","inc infection",0
"10821","18 wk","adult","C",61,"LI","inc infection",0
"10822","18 wk","adult","C",62,"LI","inc infection",0
"10823","18 wk","adult","C",73,"LI","inc infection",0
"10824","18 wk","adult","C",74,"LI","inc infection",0
"10825","18 wk","adult","C",75,"LI","inc infection",0
"10826","18 wk","adult","C",76,"LI","inc infection",0
"10827","18 wk","adult","C",77,"LI","inc infection",0
"10828","18 wk","adult","C",78,"LI","inc infection",0
"10829","18 wk","adult","C",79,"LI","inc infection",0
"10830","18 wk","adult","C",80,"LI","inc infection",0
"10831","18 wk","adult","D",1,"LI","inc infection",0
"10832","18 wk","adult","D",2,"LI","inc infection",0
"10833","18 wk","adult","D",3,"LI","inc infection",0
"10834","18 wk","adult","D",4,"LI","inc infection",0
"10835","18 wk","adult","D",5,"LI","inc infection",0
"10836","18 wk","adult","D",6,"LI","inc infection",0
"10837","18 wk","adult","D",7,"LI","inc infection",0
"10838","18 wk","adult","D",8,"LI","inc infection",0
"10839","18 wk","adult","D",9,"LI","inc infection",0
"10840","18 wk","adult","D",10,"LI","inc infection",0
"10841","18 wk","adult","D",11,"LI","inc infection",0
"10842","18 wk","adult","D",12,"LI","inc infection",0
"10843","18 wk","adult","D",13,"LI","inc infection",0
"10844","18 wk","adult","D",14,"LI","inc infection",0
"10845","18 wk","adult","D",15,"LI","inc infection",0
"10846","18 wk","adult","D",16,"LI","inc infection",0
"10847","18 wk","adult","D",17,"LI","inc infection",0
"10848","18 wk","adult","D",18,"LI","inc infection",0
"10849","18 wk","adult","D",19,"LI","inc infection",0
"10850","18 wk","adult","D",20,"LI","inc infection",0
"10851","18 wk","adult","D",21,"LI","inc infection",0
"10852","18 wk","adult","D",22,"LI","inc infection",0
"10853","18 wk","adult","D",23,"LI","inc infection",0
"10854","18 wk","adult","D",24,"LI","inc infection",0
"10855","18 wk","adult","D",25,"LI","inc infection",0
"10856","18 wk","adult","D",26,"LI","inc infection",0
"10857","18 wk","adult","D",27,"LI","inc infection",0
"10858","18 wk","adult","D",28,"LI","inc infection",0
"10859","18 wk","adult","D",29,"LI","inc infection",0
"10860","18 wk","adult","D",30,"LI","inc infection",0
"10861","18 wk","adult","D",31,"LI","inc infection",0
"10862","18 wk","adult","D",32,"LI","inc infection",0
"10863","18 wk","adult","D",33,"LI","inc infection",0
"10864","18 wk","adult","D",34,"LI","inc infection",0
"10865","18 wk","adult","D",35,"LI","inc infection",0
"10866","18 wk","adult","D",36,"LI","inc infection",0
"10867","18 wk","adult","D",37,"LI","inc infection",0
"10868","18 wk","adult","D",38,"LI","inc infection",0
"10869","18 wk","adult","D",39,"LI","inc infection",0
"10870","18 wk","adult","D",40,"LI","inc infection",0
"10871","18 wk","adult","D",41,"LI","inc infection",0
"10872","18 wk","adult","D",42,"LI","inc infection",0
"10873","18 wk","adult","D",43,"LI","inc infection",0
"10874","18 wk","adult","D",44,"LI","inc infection",0
"10875","18 wk","adult","D",45,"LI","inc infection",0
"10876","18 wk","adult","D",46,"LI","inc infection",0
"10877","18 wk","adult","D",47,"LI","inc infection",0
"10878","18 wk","adult","D",48,"LI","inc infection",0
"10879","18 wk","adult","D",49,"LI","inc infection",0
"10880","18 wk","adult","D",50,"LI","inc infection",0
"10881","18 wk","adult","D",51,"LI","inc infection",0
"10882","18 wk","adult","D",52,"LI","inc infection",0
"10883","18 wk","adult","D",53,"LI","inc infection",0
"10884","18 wk","adult","D",54,"LI","inc infection",0
"10885","18 wk","adult","D",55,"LI","inc infection",0
"10886","18 wk","adult","D",56,"LI","inc infection",0
"10887","18 wk","adult","D",57,"LI","inc infection",0
"10888","18 wk","adult","D",58,"LI","inc infection",0
"10889","18 wk","adult","D",59,"LI","inc infection",0
"10890","18 wk","adult","D",60,"LI","inc infection",0
"10891","18 wk","adult","D",61,"LI","inc infection",0
"10892","18 wk","adult","D",62,"LI","inc infection",0
"10893","18 wk","adult","D",63,"LI","inc infection",0
"10894","18 wk","adult","D",64,"LI","inc infection",0
"10895","18 wk","adult","D",65,"LI","inc infection",0
"10896","18 wk","adult","D",66,"LI","inc infection",0
"10897","18 wk","adult","D",67,"LI","inc infection",0
"10898","18 wk","adult","D",68,"LI","inc infection",0
"10899","18 wk","adult","D",69,"LI","inc infection",0
"10900","18 wk","adult","D",70,"LI","inc infection",0
"10901","18 wk","adult","D",71,"LI","inc infection",0
"10902","18 wk","adult","D",72,"LI","inc infection",0
"10903","18 wk","adult","D",73,"LI","inc infection",0
"10904","18 wk","adult","D",74,"LI","inc infection",0
"10905","18 wk","adult","D",75,"LI","inc infection",0
"10906","18 wk","adult","D",76,"LI","inc infection",0
"10907","18 wk","adult","D",77,"LI","inc infection",0
"10908","18 wk","adult","D",78,"LI","inc infection",0
"10909","18 wk","adult","D",79,"LI","inc infection",0
"10910","18 wk","adult","D",80,"LI","inc infection",0
"10911","18 wk","adult","D",81,"LI","inc infection",0
"10912","18 wk","adult","D",82,"LI","inc infection",0
"10913","18 wk","adult","D",83,"LI","inc infection",0
"10914","18 wk","adult","D",84,"LI","inc infection",0
"10915","18 wk","adult","D",85,"LI","inc infection",0
"10916","18 wk","adult","D",86,"LI","inc infection",0
"10917","18 wk","adult","D",87,"LI","inc infection",0
"10918","18 wk","adult","D",88,"LI","inc infection",0
"10919","18 wk","adult","D",89,"LI","inc infection",0
"10920","18 wk","adult","D",90,"LI","inc infection",0
"10921","18 wk","child","A",1,"LI","inc infection",0
"10922","18 wk","child","A",2,"LI","inc infection",0
"10923","18 wk","child","A",3,"LI","inc infection",0
"10924","18 wk","child","A",4,"LI","inc infection",0
"10925","18 wk","child","A",5,"LI","inc infection",0
"10926","18 wk","child","A",6,"LI","inc infection",0
"10927","18 wk","child","A",7,"LI","inc infection",0
"10928","18 wk","child","A",8,"LI","inc infection",0
"10929","18 wk","child","A",19,"LI","inc infection",0
"10930","18 wk","child","A",20,"LI","inc infection",0
"10931","18 wk","child","A",21,"LI","inc infection",0
"10932","18 wk","child","A",22,"LI","inc infection",0
"10933","18 wk","child","A",23,"LI","inc infection",0
"10934","18 wk","child","A",24,"LI","inc infection",0
"10935","18 wk","child","A",25,"LI","inc infection",0
"10936","18 wk","child","A",26,"LI","inc infection",0
"10937","18 wk","child","A",37,"LI","inc infection",0
"10938","18 wk","child","A",38,"LI","inc infection",0
"10939","18 wk","child","A",39,"LI","inc infection",0
"10940","18 wk","child","A",40,"LI","inc infection",0
"10941","18 wk","child","A",41,"LI","inc infection",0
"10942","18 wk","child","A",42,"LI","inc infection",0
"10943","18 wk","child","A",43,"LI","inc infection",0
"10944","18 wk","child","A",44,"LI","inc infection",0
"10945","18 wk","child","A",55,"LI","inc infection",0
"10946","18 wk","child","A",56,"LI","inc infection",0
"10947","18 wk","child","A",57,"LI","inc infection",0
"10948","18 wk","child","A",58,"LI","inc infection",0
"10949","18 wk","child","A",59,"LI","inc infection",0
"10950","18 wk","child","A",60,"LI","inc infection",0
"10951","18 wk","child","A",61,"LI","inc infection",0
"10952","18 wk","child","A",62,"LI","inc infection",0
"10953","18 wk","child","A",73,"LI","inc infection",0
"10954","18 wk","child","A",74,"LI","inc infection",0
"10955","18 wk","child","A",75,"LI","inc infection",0
"10956","18 wk","child","A",76,"LI","inc infection",0
"10957","18 wk","child","A",77,"LI","inc infection",0
"10958","18 wk","child","A",78,"LI","inc infection",0
"10959","18 wk","child","A",79,"LI","inc infection",0
"10960","18 wk","child","A",80,"LI","inc infection",0
"10961","18 wk","child","B",1,"LI","inc infection",0
"10962","18 wk","child","B",2,"LI","inc infection",0
"10963","18 wk","child","B",3,"LI","inc infection",0
"10964","18 wk","child","B",4,"LI","inc infection",0
"10965","18 wk","child","B",5,"LI","inc infection",0
"10966","18 wk","child","B",6,"LI","inc infection",0
"10967","18 wk","child","B",7,"LI","inc infection",0
"10968","18 wk","child","B",8,"LI","inc infection",0
"10969","18 wk","child","B",19,"LI","inc infection",0
"10970","18 wk","child","B",20,"LI","inc infection",0
"10971","18 wk","child","B",21,"LI","inc infection",0
"10972","18 wk","child","B",22,"LI","inc infection",0
"10973","18 wk","child","B",23,"LI","inc infection",0
"10974","18 wk","child","B",24,"LI","inc infection",0
"10975","18 wk","child","B",25,"LI","inc infection",0
"10976","18 wk","child","B",26,"LI","inc infection",0
"10977","18 wk","child","B",37,"LI","inc infection",0
"10978","18 wk","child","B",38,"LI","inc infection",0
"10979","18 wk","child","B",39,"LI","inc infection",0
"10980","18 wk","child","B",40,"LI","inc infection",0
"10981","18 wk","child","B",41,"LI","inc infection",0
"10982","18 wk","child","B",42,"LI","inc infection",0
"10983","18 wk","child","B",43,"LI","inc infection",0
"10984","18 wk","child","B",44,"LI","inc infection",0
"10985","18 wk","child","B",55,"LI","inc infection",0
"10986","18 wk","child","B",56,"LI","inc infection",0
"10987","18 wk","child","B",57,"LI","inc infection",0
"10988","18 wk","child","B",58,"LI","inc infection",0
"10989","18 wk","child","B",59,"LI","inc infection",0
"10990","18 wk","child","B",60,"LI","inc infection",0
"10991","18 wk","child","B",61,"LI","inc infection",0
"10992","18 wk","child","B",62,"LI","inc infection",0
"10993","18 wk","child","B",73,"LI","inc infection",0
"10994","18 wk","child","B",74,"LI","inc infection",0
"10995","18 wk","child","B",75,"LI","inc infection",0
"10996","18 wk","child","B",76,"LI","inc infection",0
"10997","18 wk","child","B",77,"LI","inc infection",0
"10998","18 wk","child","B",78,"LI","inc infection",0
"10999","18 wk","child","B",79,"LI","inc infection",0
"11000","18 wk","child","B",80,"LI","inc infection",0
"11001","18 wk","child","C",1,"LI","inc infection",0
"11002","18 wk","child","C",2,"LI","inc infection",0
"11003","18 wk","child","C",3,"LI","inc infection",0
"11004","18 wk","child","C",4,"LI","inc infection",0
"11005","18 wk","child","C",5,"LI","inc infection",0
"11006","18 wk","child","C",6,"LI","inc infection",0
"11007","18 wk","child","C",7,"LI","inc infection",0
"11008","18 wk","child","C",8,"LI","inc infection",0
"11009","18 wk","child","C",19,"LI","inc infection",0
"11010","18 wk","child","C",20,"LI","inc infection",0
"11011","18 wk","child","C",21,"LI","inc infection",0
"11012","18 wk","child","C",22,"LI","inc infection",0
"11013","18 wk","child","C",23,"LI","inc infection",0
"11014","18 wk","child","C",24,"LI","inc infection",0
"11015","18 wk","child","C",25,"LI","inc infection",0
"11016","18 wk","child","C",26,"LI","inc infection",0
"11017","18 wk","child","C",37,"LI","inc infection",0
"11018","18 wk","child","C",38,"LI","inc infection",0
"11019","18 wk","child","C",39,"LI","inc infection",0
"11020","18 wk","child","C",40,"LI","inc infection",0
"11021","18 wk","child","C",41,"LI","inc infection",0
"11022","18 wk","child","C",42,"LI","inc infection",0
"11023","18 wk","child","C",43,"LI","inc infection",0
"11024","18 wk","child","C",44,"LI","inc infection",0
"11025","18 wk","child","C",55,"LI","inc infection",0
"11026","18 wk","child","C",56,"LI","inc infection",0
"11027","18 wk","child","C",57,"LI","inc infection",0
"11028","18 wk","child","C",58,"LI","inc infection",0
"11029","18 wk","child","C",59,"LI","inc infection",0
"11030","18 wk","child","C",60,"LI","inc infection",0
"11031","18 wk","child","C",61,"LI","inc infection",0
"11032","18 wk","child","C",62,"LI","inc infection",0
"11033","18 wk","child","C",73,"LI","inc infection",0
"11034","18 wk","child","C",74,"LI","inc infection",0
"11035","18 wk","child","C",75,"LI","inc infection",0
"11036","18 wk","child","C",76,"LI","inc infection",0
"11037","18 wk","child","C",77,"LI","inc infection",0
"11038","18 wk","child","C",78,"LI","inc infection",0
"11039","18 wk","child","C",79,"LI","inc infection",0
"11040","18 wk","child","C",80,"LI","inc infection",0
"11041","18 wk","child","D",1,"LI","inc infection",0
"11042","18 wk","child","D",2,"LI","inc infection",0
"11043","18 wk","child","D",3,"LI","inc infection",0
"11044","18 wk","child","D",4,"LI","inc infection",0
"11045","18 wk","child","D",5,"LI","inc infection",0
"11046","18 wk","child","D",6,"LI","inc infection",0
"11047","18 wk","child","D",7,"LI","inc infection",0
"11048","18 wk","child","D",8,"LI","inc infection",0
"11049","18 wk","child","D",9,"LI","inc infection",0
"11050","18 wk","child","D",10,"LI","inc infection",0
"11051","18 wk","child","D",11,"LI","inc infection",0
"11052","18 wk","child","D",12,"LI","inc infection",0
"11053","18 wk","child","D",13,"LI","inc infection",0
"11054","18 wk","child","D",14,"LI","inc infection",0
"11055","18 wk","child","D",15,"LI","inc infection",0
"11056","18 wk","child","D",16,"LI","inc infection",0
"11057","18 wk","child","D",17,"LI","inc infection",0
"11058","18 wk","child","D",18,"LI","inc infection",0
"11059","18 wk","child","D",19,"LI","inc infection",0
"11060","18 wk","child","D",20,"LI","inc infection",0
"11061","18 wk","child","D",21,"LI","inc infection",0
"11062","18 wk","child","D",22,"LI","inc infection",0
"11063","18 wk","child","D",23,"LI","inc infection",0
"11064","18 wk","child","D",24,"LI","inc infection",0
"11065","18 wk","child","D",25,"LI","inc infection",0
"11066","18 wk","child","D",26,"LI","inc infection",0
"11067","18 wk","child","D",27,"LI","inc infection",0
"11068","18 wk","child","D",28,"LI","inc infection",0
"11069","18 wk","child","D",29,"LI","inc infection",0
"11070","18 wk","child","D",30,"LI","inc infection",0
"11071","18 wk","child","D",31,"LI","inc infection",0
"11072","18 wk","child","D",32,"LI","inc infection",0
"11073","18 wk","child","D",33,"LI","inc infection",0
"11074","18 wk","child","D",34,"LI","inc infection",0
"11075","18 wk","child","D",35,"LI","inc infection",0
"11076","18 wk","child","D",36,"LI","inc infection",0
"11077","18 wk","child","D",37,"LI","inc infection",0
"11078","18 wk","child","D",38,"LI","inc infection",0
"11079","18 wk","child","D",39,"LI","inc infection",0
"11080","18 wk","child","D",40,"LI","inc infection",0
"11081","18 wk","child","D",41,"LI","inc infection",0
"11082","18 wk","child","D",42,"LI","inc infection",0
"11083","18 wk","child","D",43,"LI","inc infection",0
"11084","18 wk","child","D",44,"LI","inc infection",0
"11085","18 wk","child","D",45,"LI","inc infection",0
"11086","18 wk","child","D",46,"LI","inc infection",0
"11087","18 wk","child","D",47,"LI","inc infection",0
"11088","18 wk","child","D",48,"LI","inc infection",0
"11089","18 wk","child","D",49,"LI","inc infection",0
"11090","18 wk","child","D",50,"LI","inc infection",0
"11091","18 wk","child","D",51,"LI","inc infection",0
"11092","18 wk","child","D",52,"LI","inc infection",0
"11093","18 wk","child","D",53,"LI","inc infection",0
"11094","18 wk","child","D",54,"LI","inc infection",0
"11095","18 wk","child","D",55,"LI","inc infection",0
"11096","18 wk","child","D",56,"LI","inc infection",0
"11097","18 wk","child","D",57,"LI","inc infection",0
"11098","18 wk","child","D",58,"LI","inc infection",0
"11099","18 wk","child","D",59,"LI","inc infection",0
"11100","18 wk","child","D",60,"LI","inc infection",0
"11101","18 wk","child","D",61,"LI","inc infection",0
"11102","18 wk","child","D",62,"LI","inc infection",0
"11103","18 wk","child","D",63,"LI","inc infection",0
"11104","18 wk","child","D",64,"LI","inc infection",0
"11105","18 wk","child","D",65,"LI","inc infection",0
"11106","18 wk","child","D",66,"LI","inc infection",0
"11107","18 wk","child","D",67,"LI","inc infection",0
"11108","18 wk","child","D",68,"LI","inc infection",0
"11109","18 wk","child","D",69,"LI","inc infection",0
"11110","18 wk","child","D",70,"LI","inc infection",0
"11111","18 wk","child","D",71,"LI","inc infection",0
"11112","18 wk","child","D",72,"LI","inc infection",0
"11113","18 wk","child","D",73,"LI","inc infection",0
"11114","18 wk","child","D",74,"LI","inc infection",0
"11115","18 wk","child","D",75,"LI","inc infection",0
"11116","18 wk","child","D",76,"LI","inc infection",0
"11117","18 wk","child","D",77,"LI","inc infection",0
"11118","18 wk","child","D",78,"LI","inc infection",0
"11119","18 wk","child","D",79,"LI","inc infection",0
"11120","18 wk","child","D",80,"LI","inc infection",0
"11121","18 wk","child","D",81,"LI","inc infection",0
"11122","18 wk","child","D",82,"LI","inc infection",0
"11123","18 wk","child","D",83,"LI","inc infection",0
"11124","18 wk","child","D",84,"LI","inc infection",0
"11125","18 wk","child","D",85,"LI","inc infection",0
"11126","18 wk","child","D",86,"LI","inc infection",0
"11127","18 wk","child","D",87,"LI","inc infection",0
"11128","18 wk","child","D",88,"LI","inc infection",0
"11129","18 wk","child","D",89,"LI","inc infection",0
"11130","18 wk","child","D",90,"LI","inc infection",0
"11131","18 wk","older","A",1,"LI","inc infection",0
"11132","18 wk","older","A",2,"LI","inc infection",0
"11133","18 wk","older","A",3,"LI","inc infection",0
"11134","18 wk","older","A",4,"LI","inc infection",0
"11135","18 wk","older","A",5,"LI","inc infection",0
"11136","18 wk","older","A",6,"LI","inc infection",0
"11137","18 wk","older","A",7,"LI","inc infection",0
"11138","18 wk","older","A",8,"LI","inc infection",0
"11139","18 wk","older","A",19,"LI","inc infection",0
"11140","18 wk","older","A",20,"LI","inc infection",0
"11141","18 wk","older","A",21,"LI","inc infection",0
"11142","18 wk","older","A",22,"LI","inc infection",0
"11143","18 wk","older","A",23,"LI","inc infection",0
"11144","18 wk","older","A",24,"LI","inc infection",0
"11145","18 wk","older","A",25,"LI","inc infection",0
"11146","18 wk","older","A",26,"LI","inc infection",0
"11147","18 wk","older","A",37,"LI","inc infection",0
"11148","18 wk","older","A",38,"LI","inc infection",0
"11149","18 wk","older","A",39,"LI","inc infection",0
"11150","18 wk","older","A",40,"LI","inc infection",0
"11151","18 wk","older","A",41,"LI","inc infection",0
"11152","18 wk","older","A",42,"LI","inc infection",0
"11153","18 wk","older","A",43,"LI","inc infection",0
"11154","18 wk","older","A",44,"LI","inc infection",0
"11155","18 wk","older","A",55,"LI","inc infection",0
"11156","18 wk","older","A",56,"LI","inc infection",0
"11157","18 wk","older","A",57,"LI","inc infection",0
"11158","18 wk","older","A",58,"LI","inc infection",0
"11159","18 wk","older","A",59,"LI","inc infection",0
"11160","18 wk","older","A",60,"LI","inc infection",0
"11161","18 wk","older","A",61,"LI","inc infection",0
"11162","18 wk","older","A",62,"LI","inc infection",0
"11163","18 wk","older","A",73,"LI","inc infection",0
"11164","18 wk","older","A",74,"LI","inc infection",0
"11165","18 wk","older","A",75,"LI","inc infection",0
"11166","18 wk","older","A",76,"LI","inc infection",0
"11167","18 wk","older","A",77,"LI","inc infection",0
"11168","18 wk","older","A",78,"LI","inc infection",0
"11169","18 wk","older","A",79,"LI","inc infection",0
"11170","18 wk","older","A",80,"LI","inc infection",0
"11171","18 wk","older","B",1,"LI","inc infection",0
"11172","18 wk","older","B",2,"LI","inc infection",0
"11173","18 wk","older","B",3,"LI","inc infection",0
"11174","18 wk","older","B",4,"LI","inc infection",0
"11175","18 wk","older","B",5,"LI","inc infection",0
"11176","18 wk","older","B",6,"LI","inc infection",0
"11177","18 wk","older","B",7,"LI","inc infection",0
"11178","18 wk","older","B",8,"LI","inc infection",0
"11179","18 wk","older","B",19,"LI","inc infection",0
"11180","18 wk","older","B",20,"LI","inc infection",0
"11181","18 wk","older","B",21,"LI","inc infection",0
"11182","18 wk","older","B",22,"LI","inc infection",0
"11183","18 wk","older","B",23,"LI","inc infection",0
"11184","18 wk","older","B",24,"LI","inc infection",0
"11185","18 wk","older","B",25,"LI","inc infection",0
"11186","18 wk","older","B",26,"LI","inc infection",0
"11187","18 wk","older","B",37,"LI","inc infection",0
"11188","18 wk","older","B",38,"LI","inc infection",0
"11189","18 wk","older","B",39,"LI","inc infection",0
"11190","18 wk","older","B",40,"LI","inc infection",0
"11191","18 wk","older","B",41,"LI","inc infection",0
"11192","18 wk","older","B",42,"LI","inc infection",0
"11193","18 wk","older","B",43,"LI","inc infection",0
"11194","18 wk","older","B",44,"LI","inc infection",0
"11195","18 wk","older","B",55,"LI","inc infection",0
"11196","18 wk","older","B",56,"LI","inc infection",0
"11197","18 wk","older","B",57,"LI","inc infection",0
"11198","18 wk","older","B",58,"LI","inc infection",0
"11199","18 wk","older","B",59,"LI","inc infection",0
"11200","18 wk","older","B",60,"LI","inc infection",0
"11201","18 wk","older","B",61,"LI","inc infection",0
"11202","18 wk","older","B",62,"LI","inc infection",0
"11203","18 wk","older","B",73,"LI","inc infection",0
"11204","18 wk","older","B",74,"LI","inc infection",0
"11205","18 wk","older","B",75,"LI","inc infection",0
"11206","18 wk","older","B",76,"LI","inc infection",0
"11207","18 wk","older","B",77,"LI","inc infection",0
"11208","18 wk","older","B",78,"LI","inc infection",0
"11209","18 wk","older","B",79,"LI","inc infection",0
"11210","18 wk","older","B",80,"LI","inc infection",0
"11211","18 wk","older","C",1,"LI","inc infection",0
"11212","18 wk","older","C",2,"LI","inc infection",0
"11213","18 wk","older","C",3,"LI","inc infection",0
"11214","18 wk","older","C",4,"LI","inc infection",0
"11215","18 wk","older","C",5,"LI","inc infection",0
"11216","18 wk","older","C",6,"LI","inc infection",0
"11217","18 wk","older","C",7,"LI","inc infection",0
"11218","18 wk","older","C",8,"LI","inc infection",0
"11219","18 wk","older","C",19,"LI","inc infection",0
"11220","18 wk","older","C",20,"LI","inc infection",0
"11221","18 wk","older","C",21,"LI","inc infection",0
"11222","18 wk","older","C",22,"LI","inc infection",0
"11223","18 wk","older","C",23,"LI","inc infection",0
"11224","18 wk","older","C",24,"LI","inc infection",0
"11225","18 wk","older","C",25,"LI","inc infection",0
"11226","18 wk","older","C",26,"LI","inc infection",0
"11227","18 wk","older","C",37,"LI","inc infection",0
"11228","18 wk","older","C",38,"LI","inc infection",0
"11229","18 wk","older","C",39,"LI","inc infection",0
"11230","18 wk","older","C",40,"LI","inc infection",0
"11231","18 wk","older","C",41,"LI","inc infection",0
"11232","18 wk","older","C",42,"LI","inc infection",0
"11233","18 wk","older","C",43,"LI","inc infection",0
"11234","18 wk","older","C",44,"LI","inc infection",0
"11235","18 wk","older","C",55,"LI","inc infection",0
"11236","18 wk","older","C",56,"LI","inc infection",0
"11237","18 wk","older","C",57,"LI","inc infection",0
"11238","18 wk","older","C",58,"LI","inc infection",0
"11239","18 wk","older","C",59,"LI","inc infection",0
"11240","18 wk","older","C",60,"LI","inc infection",0
"11241","18 wk","older","C",61,"LI","inc infection",0
"11242","18 wk","older","C",62,"LI","inc infection",0
"11243","18 wk","older","C",73,"LI","inc infection",0
"11244","18 wk","older","C",74,"LI","inc infection",0
"11245","18 wk","older","C",75,"LI","inc infection",0
"11246","18 wk","older","C",76,"LI","inc infection",0
"11247","18 wk","older","C",77,"LI","inc infection",0
"11248","18 wk","older","C",78,"LI","inc infection",0
"11249","18 wk","older","C",79,"LI","inc infection",0
"11250","18 wk","older","C",80,"LI","inc infection",0
"11251","18 wk","older","D",1,"LI","inc infection",0
"11252","18 wk","older","D",2,"LI","inc infection",0
"11253","18 wk","older","D",3,"LI","inc infection",0
"11254","18 wk","older","D",4,"LI","inc infection",0
"11255","18 wk","older","D",5,"LI","inc infection",0
