sample,epiweek,value,origin_date,scenario_id,target_end_date,horizon,location,target_variable
1,1,328150.7716371859,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
1,2,264857.7090154484,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
1,3,200100.0818098343,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
1,4,146102.9970712229,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
1,5,105954.01461977247,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
1,6,77940.60994648674,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
1,7,59017.84909437825,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
1,8,46415.358872747645,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
1,9,38067.313122594765,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
1,10,32560.36516140157,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
1,11,28960.986660625425,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
1,12,26655.061222211356,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
1,13,25230.464213218704,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
1,14,24399.346971160885,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
1,15,23949.87980095322,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
1,16,23718.383351216587,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
1,17,23575.17254430569,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
1,18,23419.15823586302,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
1,19,23177.225967080052,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
1,20,22805.09176191919,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,21,3224.8396283806896,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,22,2438.9673719647353,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,23,1808.844912925008,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,24,1334.442995352558,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,25,984.0308602002237,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,26,728.4194744113721,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,27,543.6852389276953,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,28,411.0822516237384,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,29,316.39184146123057,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,30,249.11163107846863,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,31,201.66167612128058,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,32,168.69605551486194,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,33,146.55488766115573,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,34,132.88070324475905,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,35,126.17422842183011,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,36,126.07404700565039,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,37,133.13427089762126,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,38,148.08687510535904,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,39,170.19516759626407,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,40,201.85479021231083,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,41,246.91580490146632,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,42,311.20812673777067,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,43,403.62126563394213,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,44,537.7694453051727,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,45,734.5904394852668,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,46,1026.3737043743924,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,47,1462.931694964015,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,48,2120.8868254819668,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,49,3117.274060764358,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,50,4628.662075621996,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,51,6916.337120513691,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,52,10355.91014752627,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,1,15464.07208046317,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,2,22904.85862178709,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,3,33445.379106855886,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,4,47804.93066884349,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,5,66342.84546045495,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,6,88577.5321244965,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,7,112677.3533655393,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,8,135286.61275902673,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,9,152135.39750085672,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,10,159508.59954083688,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,11,155872.11426282563,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,12,142544.69168758596,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,13,122937.70784629452,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,14,100997.54097214952,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,15,79893.77666309678,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,16,61490.205364524365,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,17,46474.20612910083,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,18,34763.018666193006,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,19,25897.521757047307,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
10,20,19310.011767595734,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,21,3336.5748992418003,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,22,2868.6459082256974,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,23,2494.9579877410188,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,24,2177.0352794230494,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,25,1906.5398999929557,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,26,1680.2003550200322,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,27,1495.7769917341038,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,28,1351.2211670492386,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,29,1244.805595109337,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,30,1175.6573128531575,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,31,1144.8204966226103,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,32,1155.4962525620099,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,33,1215.4476274783162,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,34,1340.2003293072646,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,35,1555.862163952323,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,36,1910.7672188273948,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,37,2492.436460451506,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,38,3436.9740884903285,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,39,4902.035936273039,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,40,7221.3853071136755,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,41,10954.8780294351,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,42,17075.352336198863,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,43,27226.94521707995,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,44,44040.738901850484,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,45,71554.42760005672,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,46,114766.85581961657,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,47,177391.42962326863,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,48,255954.52606611038,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,49,332599.1025314028,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,50,377852.3208476562,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,51,371229.81169748906,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,52,319451.61921400094,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,1,248300.1351799111,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,2,181074.33699648126,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,3,128481.70629669364,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,4,91420.50038683772,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,5,66731.32871250017,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,6,50745.918928956824,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,7,40561.48557259541,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,8,34189.882167265314,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,9,30354.9377216256,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,10,28257.14883135305,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,11,27392.563229677668,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,12,27429.831493848716,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,13,28130.299787351298,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,14,29297.351664137474,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,15,30746.57672200335,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,16,32292.593102504336,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,17,33750.16373177679,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,18,34946.693265779315,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,19,35741.22684212432,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
100,20,36043.29430939068,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,21,3036.4855331085655,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,22,2066.6269509774165,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,23,1398.434812087237,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,24,943.6484299351075,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,25,637.2254355197156,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,26,432.1956497001363,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,27,295.62875073486447,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,28,204.8385423469211,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,29,144.44413726477615,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,30,104.16152272063181,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,31,77.19175263791196,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,32,59.07966220370966,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,33,46.92804727045676,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,34,38.87012756075585,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,35,33.72429829140066,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,36,30.77580461135254,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,37,29.651810335426426,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,38,30.063783804588184,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,39,31.4665633266542,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,40,33.96009539778941,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,41,37.77087275677305,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,42,43.25205653344804,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,43,50.93034955499421,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,44,61.57186131734892,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,45,76.27790338436027,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,46,96.62055022759725,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,47,124.82986064280803,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,48,164.04537324884097,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,49,218.64199126286138,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,50,294.631723936975,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,51,400.1238080486613,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,52,545.7916311033512,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,1,745.2214910105199,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,2,1014.9447761140068,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,3,1374.053941359054,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,4,1842.8770572638398,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,5,2440.5004114039293,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,6,3180.9525404871492,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,7,4068.1816877785823,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,8,5090.475074209947,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,9,6215.582641997205,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,10,7388.302796946541,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,11,8532.337637286655,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,12,9557.538281584597,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,13,10372.19469079864,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,14,10898.162283319793,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,15,11085.129985482561,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,16,10920.03473800626,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,17,10428.870653026388,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,18,9670.511691884143,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,19,8724.643349126552,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
11,20,7677.426353852723,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,21,3511.3529195445662,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,22,3554.559162939189,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,23,3739.656683952054,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,24,3949.589033245218,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,25,4172.9762587063515,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,26,4423.794655391946,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,27,4726.287994720292,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,28,5113.946603898078,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,29,5633.037012612873,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,30,6350.418207759281,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,31,7364.455181501268,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,32,8830.858505881482,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,33,11009.366979613837,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,34,14322.355293204178,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,35,19504.74166831844,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,36,27848.57336616596,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,37,41644.1328555968,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,38,64327.26300402441,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,39,99217.03525055855,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,40,149553.25842618174,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,41,213857.397317849,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,42,280516.49524296366,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,43,327268.40785192,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,44,334292.6089380003,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,45,301278.68747160665,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,46,246234.8628917522,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,47,189454.5980803867,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,48,142537.99906586355,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,49,108397.48294702361,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,50,85527.71656731227,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,51,71322.6752367273,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,52,63557.230881076815,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,1,60764.95764456756,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,2,62185.90139462573,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,3,67607.06197869992,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,4,77153.04581675981,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,5,90998.77706384534,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,6,108927.75988789441,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,7,129738.67938818825,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,8,150739.67833937518,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,9,167863.57846239788,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,10,176859.9914418365,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,11,175194.39306517836,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,12,163334.66409073584,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,13,144375.00479636402,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,14,122393.12188328947,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,15,100842.31419646139,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,16,81818.34257610928,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,17,66141.50238038806,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,18,53793.99213118705,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,19,44351.86575344288,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
12,20,37274.36745209078,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,21,3359.6577069016466,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,22,2795.343215650946,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,23,2285.9157384027203,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,24,1858.7081253887086,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,25,1510.1966431603887,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,26,1231.6457084580336,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,27,1012.932821255462,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,28,844.1383492756753,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,29,716.3974304256872,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,30,622.335795288885,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,31,556.2633221979371,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,32,513.7300579540824,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,33,492.91713435896133,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,34,494.0485942802119,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,35,519.9586887278226,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,36,576.8296261117525,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,37,676.8377547736202,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,38,836.3815826944841,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,39,1068.3639744047032,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,40,1409.5359219307074,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,41,1919.2887231759405,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,42,2693.8805932138366,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,43,3891.228861225331,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,44,5774.653594135516,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,45,8776.714895013894,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,46,13607.558283558232,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,47,21423.378080083083,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,48,34045.61260583246,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,49,54160.6956850608,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,50,85208.86737619832,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,51,130441.16260537952,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,52,190174.97427964045,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,1,257327.91184956403,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,2,314826.99653818697,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,3,341706.9707094124,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,4,327470.6404574608,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,5,280384.2278238034,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,6,219731.05105201437,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,7,162275.22291388264,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,8,116133.53138534259,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,9,82432.61874266318,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,10,59055.159449419065,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,11,43208.99348544984,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,12,32512.925495298994,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,13,25233.530237748026,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,14,20197.62001782339,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,15,16636.77198209549,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,16,14053.154964399413,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,17,12123.944624957785,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,18,10638.546759367697,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,19,9458.81085112551,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
13,20,8494.049875693847,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
14,21,3171.82184496595,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
14,22,2370.661185392551,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
14,23,1753.5836424063057,2022-05-22,A-2022-05-22,2023-05-20,52,NL,inc case
