sample,value,origin_date,scenario_id,target_end_date,horizon,location,target_variable
73,59408,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
73,63436,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
73,70127,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
73,79137,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
73,89785,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
73,100887,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
73,110763,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
73,117554,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
73,119772,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
73,116835,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
73,109258,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
73,98389,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
73,85893,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
73,73268,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
73,61572,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
73,51386,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,3403,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,3069,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,2800,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,2553,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,2328,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,2130,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,1966,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,1838,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,1751,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,1707,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,1713,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,1779,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,1922,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,2170,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,2575,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,3220,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,4262,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,5937,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,8529,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,12628,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,19199,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,29859,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,47156,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,74809,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,117290,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,177309,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,250539,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,320057,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,359578,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,352029,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,304236,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,239091,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,177184,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,128213,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,93273,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,69738,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,54397,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,44641,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,38656,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,35263,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,33718,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,33552,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,34448,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,36161,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,38461,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,41101,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,43848,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,46365,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,48334,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,49475,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,49660,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
74,48871,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,3627,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,3594,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,3527,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,3445,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,3361,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,3290,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,3246,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,3243,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,3299,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,3434,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,3678,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,4072,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,4689,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,5642,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,7121,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,9464,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,13283,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,19553,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,29560,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,45612,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,71327,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,111479,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,170740,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,248951,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,334039,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,398692,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,415054,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,377777,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,307855,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,233065,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,170469,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,124708,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,93758,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,73838,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,61624,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,54772,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,51813,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,51906,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,54615,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,59725,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,67076,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,76398,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,87139,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,98346,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,108661,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,116516,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,120651,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,120218,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,115176,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,106462,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,95470,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
75,83596,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,3530,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,3251,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,2941,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,2644,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,2375,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,2140,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,1944,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,1788,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,1676,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,1607,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,1585,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,1615,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,1712,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,1896,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,2205,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,2700,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,3499,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,4772,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,6718,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,9760,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,14593,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,22405,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,35162,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,55922,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,89194,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,140362,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,212755,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,300944,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,383553,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,428010,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,413869,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,351396,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,270355,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,195927,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,138759,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,98969,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,72676,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,55741,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,44997,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,38314,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,34337,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,32224,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,31442,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,31639,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,32557,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,33978,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,35696,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,37501,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,39182,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,40547,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,41438,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
76,41757,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,3482,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,3068,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,2631,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,2238,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,1901,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,1620,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,1391,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,1210,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,1072,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,971,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,904,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,869,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,867,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,903,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,986,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,1133,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,1375,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,1753,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,2307,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,3135,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,4393,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,6341,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,9408,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,14314,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,22234,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,35044,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,55605,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,87837,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,135861,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,201129,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,277165,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,345351,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,380561,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,368419,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,317150,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,249205,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,184516,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,132701,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,95055,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,69098,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,51616,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,39908,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,32025,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,26658,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,22949,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,20339,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,18460,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,17065,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,15984,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,15102,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,14338,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
77,13641,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,3288,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,2707,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,2261,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,1908,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,1622,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,1391,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,1208,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,1066,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,960,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,887,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,845,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,835,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,860,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,930,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,1059,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,1279,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,1641,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,2227,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,3131,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,4547,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,6805,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,10487,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,16557,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,26661,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,43442,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,70735,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,113098,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,173248,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,246368,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,314730,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,352666,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,344590,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,297831,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,234299,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,173559,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,125022,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,89964,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,66009,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,50094,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,39658,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,32872,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,28515,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,25796,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,24201,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,23384,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,23100,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,23163,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,23419,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,23738,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,24011,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,24153,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
78,24107,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,3332,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,2801,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,2363,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,1998,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,1694,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,1445,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,1245,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,1088,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,970,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,886,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,835,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,814,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,827,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,881,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,987,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,1169,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,1471,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,1954,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,2685,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,3811,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,5580,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,8414,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,13025,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,20620,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,33202,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,53881,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,87000,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,137212,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,205890,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,284522,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,350564,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,376724,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,352274,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,292025,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,221644,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,159660,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,112771,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,80166,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,58452,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,44256,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,35020,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,29013,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,25118,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,22622,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,21067,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,20148,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,19652,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,19422,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,19336,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,19300,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,19241,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
79,19110,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
8,3627,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
8,3454,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
8,3202,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
8,2948,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
8,2712,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
8,2502,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
8,2326,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
8,2189,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
8,2097,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
8,2055,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
8,2071,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
8,2157,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
8,2333,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
8,2636,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
8,3122,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
8,3891,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
8,5121,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
8,7079,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
8,10092,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
8,14818,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
8,22345,2022-05-22,A-2022-05-22,2023-05-20,52 wk,NL,inc case
