"location","origin_date","target_end_date","target_variable","type","quantile","value","horizon","scenario_id"
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.15,1237878,9 wk,C-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.2,1318948,9 wk,C-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.25,1405426,9 wk,C-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.3,1497677,9 wk,C-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.35,1583926,9 wk,C-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.4,1675147,9 wk,C-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.45,1771626,9 wk,C-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.5,1973808,9 wk,C-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.55,1995366,9 wk,C-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.6,2095734,9 wk,C-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.65,2216460,9 wk,C-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.7,2344146,9 wk,C-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.75,2406712,9 wk,C-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.8,2470947,9 wk,C-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.85,2536897,9 wk,C-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.9,2604607,9 wk,C-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.95,2749598,9 wk,C-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.975,2902660,9 wk,C-2022-02-25
"DE",2022-03-13,2022-05-14,"inc case","quantile",0.99,3064243,9 wk,C-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","point",NA,1536980,10 wk,C-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.01,603663,10 wk,C-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.025,735443,10 wk,C-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.05,895995,10 wk,C-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.1,1091603,10 wk,C-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.15,1129009,10 wk,C-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.2,1167756,10 wk,C-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.25,1207894,10 wk,C-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.3,1249475,10 wk,C-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.35,1320296,10 wk,C-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.4,1395135,10 wk,C-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.45,1474223,10 wk,C-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.5,1536980,10 wk,C-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.55,1646119,10 wk,C-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.6,1739453,10 wk,C-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.65,1838085,10 wk,C-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.7,1942317,10 wk,C-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.75,1994158,10 wk,C-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.8,2047382,10 wk,C-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.85,2102027,10 wk,C-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.9,2158130,10 wk,C-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.95,2278268,10 wk,C-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.975,2405092,10 wk,C-2022-02-25
"DE",2022-03-13,2022-05-21,"inc case","quantile",0.99,2538977,10 wk,C-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","point",NA,1226332,11 wk,C-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.01,573769,11 wk,C-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.025,687583,11 wk,C-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.05,823988,11 wk,C-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.1,987473,11 wk,C-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.15,1013829,11 wk,C-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.2,1040888,11 wk,C-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.25,1068670,11 wk,C-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.3,1097192,11 wk,C-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.35,1147187,11 wk,C-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.4,1199480,11 wk,C-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.45,1254176,11 wk,C-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.5,1254634,11 wk,C-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.55,1371232,11 wk,C-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.6,1433830,11 wk,C-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.65,1499309,11 wk,C-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.7,1567804,11 wk,C-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.75,1614222,11 wk,C-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.8,1662040,11 wk,C-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.85,1711300,11 wk,C-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.9,1762048,11 wk,C-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.95,1893937,11 wk,C-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.975,2036282,11 wk,C-2022-02-25
"DE",2022-03-13,2022-05-28,"inc case","quantile",0.99,2189957,11 wk,C-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","point",NA,1022869,12 wk,C-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.01,537026,12 wk,C-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.025,631741,12 wk,C-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.05,743207,12 wk,C-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.1,874396,12 wk,C-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.15,897733,12 wk,C-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.2,921694,12 wk,C-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.25,946294,12 wk,C-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.3,971551,12 wk,C-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.35,1004638,12 wk,C-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.4,1038854,12 wk,C-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.45,1074239,12 wk,C-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.5,1074239,12 wk,C-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.55,1148675,12 wk,C-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.6,1187810,12 wk,C-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.65,1228282,12 wk,C-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.7,1270136,12 wk,C-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.75,1336105,12 wk,C-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.8,1405604,12 wk,C-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.85,1478827,12 wk,C-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.9,1555981,12 wk,C-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.95,1773357,12 wk,C-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.975,2021464,12 wk,C-2022-02-25
"DE",2022-03-13,2022-06-04,"inc case","quantile",0.99,2304693,12 wk,C-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","point",NA,894965,13 wk,C-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.01,496392,13 wk,C-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.025,573418,13 wk,C-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.05,662400,13 wk,C-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.1,765195,13 wk,C-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.15,785618,13 wk,C-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.2,806586,13 wk,C-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.25,828114,13 wk,C-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.3,850216,13 wk,C-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.35,876521,13 wk,C-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.4,903644,13 wk,C-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.45,931609,13 wk,C-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.5,931609,13 wk,C-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.55,990175,13 wk,C-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.6,1020830,13 wk,C-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.65,1052439,13 wk,C-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.7,1085030,13 wk,C-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.75,1185960,13 wk,C-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.8,1296346,13 wk,C-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.85,1417079,13 wk,C-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.9,1549136,13 wk,C-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.95,1787556,13 wk,C-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.975,2062677,13 wk,C-2022-02-25
"DE",2022-03-13,2022-06-11,"inc case","quantile",0.99,2380148,13 wk,C-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","point",NA,820474,14 wk,C-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.01,455875,14 wk,C-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.025,526307,14 wk,C-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.05,607623,14 wk,C-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.1,701505,14 wk,C-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.15,720229,14 wk,C-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.2,739452,14 wk,C-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.25,759188,14 wk,C-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.3,779451,14 wk,C-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.35,810798,14 wk,C-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.4,843412,14 wk,C-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.45,877345,14 wk,C-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.5,877345,14 wk,C-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.55,949379,14 wk,C-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.6,987595,14 wk,C-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.65,1027356,14 wk,C-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.7,1068726,14 wk,C-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.75,1182386,14 wk,C-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.8,1308138,14 wk,C-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.85,1447270,14 wk,C-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.9,1601204,14 wk,C-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.95,1825605,14 wk,C-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.975,2081507,14 wk,C-2022-02-25
"DE",2022-03-13,2022-06-18,"inc case","quantile",0.99,2373340,14 wk,C-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","point",NA,1453745,1 wk,A-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.01,622583,1 wk,A-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.025,696409,1 wk,A-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.05,779052,1 wk,A-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.1,871571,1 wk,A-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.15,935100,1 wk,A-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.2,1003307,1 wk,A-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.25,1076542,1 wk,A-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.3,1155178,1 wk,A-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.35,1223581,1 wk,A-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.4,1296100,1 wk,A-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.45,1372988,1 wk,A-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.5,1453745,1 wk,A-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.55,1540954,1 wk,A-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.6,1632617,1 wk,A-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.65,1729822,1 wk,A-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.7,1832908,1 wk,A-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.75,1969165,1 wk,A-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.8,2115659,1 wk,A-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.85,2273165,1 wk,A-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.9,2442521,1 wk,A-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.95,2739743,1 wk,A-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.975,3073391,1 wk,A-2022-02-25
"DE",2022-03-13,2022-03-19,"inc case","quantile",0.99,3447959,1 wk,A-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","point",NA,1680939,2 wk,A-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.01,534539,2 wk,A-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.025,618872,2 wk,A-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.05,716571,2 wk,A-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.1,829765,2 wk,A-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.15,912828,2 wk,A-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.2,1004246,2 wk,A-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.25,1104864,2 wk,A-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.3,1215613,2 wk,A-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.35,1316841,2 wk,A-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.4,1426533,2 wk,A-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.45,1545399,2 wk,A-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.5,1680939,2 wk,A-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.55,1813798,2 wk,A-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.6,1965071,2 wk,A-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.65,2129011,2 wk,A-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.7,2306681,2 wk,A-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.75,2522453,2 wk,A-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.8,2758426,2 wk,A-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.85,3016493,2 wk,A-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.9,3298724,2 wk,A-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.95,3763698,2 wk,A-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.975,4294223,2 wk,A-2022-02-25
"DE",2022-03-13,2022-03-26,"inc case","quantile",0.99,4899541,2 wk,A-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","point",NA,1918930,3 wk,A-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.01,492194,3 wk,A-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.025,586894,3 wk,A-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.05,699853,3 wk,A-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.1,834599,3 wk,A-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.15,935316,3 wk,A-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.2,1048205,3 wk,A-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.25,1174739,3 wk,A-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.3,1316570,3 wk,A-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.35,1439763,3 wk,A-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.4,1574483,3 wk,A-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.45,1721810,3 wk,A-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.5,1918930,3 wk,A-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.55,2059115,3 wk,A-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.6,2251795,3 wk,A-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.65,2462505,3 wk,A-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.7,2692934,3 wk,A-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.75,2931448,3 wk,A-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.8,3191172,3 wk,A-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.85,3474002,3 wk,A-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.9,3781999,3 wk,A-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.95,4216576,3 wk,A-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.975,4701907,3 wk,A-2022-02-25
"DE",2022-03-13,2022-04-02,"inc case","quantile",0.99,5244009,3 wk,A-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","point",NA,2116508,4 wk,A-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.01,490962,4 wk,A-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.025,598582,4 wk,A-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.05,729813,4 wk,A-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.1,889838,4 wk,A-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.15,1006667,4 wk,A-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.2,1138836,4 wk,A-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.25,1288360,4 wk,A-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.3,1457519,4 wk,A-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.35,1581634,4 wk,A-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.4,1716357,4 wk,A-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.45,1862599,4 wk,A-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.5,2116508,4 wk,A-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.55,2193676,4 wk,A-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.6,2380752,4 wk,A-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.65,2583840,4 wk,A-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.7,2804316,4 wk,A-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.75,2962654,4 wk,A-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.8,3130357,4 wk,A-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.85,3308001,4 wk,A-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.9,3496198,4 wk,A-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.95,3713961,4 wk,A-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.975,3945591,4 wk,A-2022-02-25
"DE",2022-03-13,2022-04-09,"inc case","quantile",0.99,4191991,4 wk,A-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","point",NA,2199010,5 wk,A-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.01,527162,5 wk,A-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.025,651309,5 wk,A-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.05,804698,5 wk,A-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.1,994216,5 wk,A-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.15,1122892,5 wk,A-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.2,1268228,5 wk,A-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.25,1432382,5 wk,A-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.3,1617791,5 wk,A-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.35,1713097,5 wk,A-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.4,1814162,5 wk,A-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.45,1921343,5 wk,A-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.5,2199010,5 wk,A-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.55,2200796,5 wk,A-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.6,2284112,5 wk,A-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.65,2419169,5 wk,A-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.7,2563114,5 wk,A-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.75,2632988,5 wk,A-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.8,2704771,5 wk,A-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.85,2778517,5 wk,A-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.9,2854278,5 wk,A-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.95,3013168,5 wk,A-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.975,3180902,5 wk,A-2022-02-25
"DE",2022-03-13,2022-04-16,"inc case","quantile",0.99,3357974,5 wk,A-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","point",NA,2122969,6 wk,A-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.01,602824,6 wk,A-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.025,746369,6 wk,A-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.05,924097,6 wk,A-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.1,1144148,6 wk,A-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.15,1271995,6 wk,A-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.2,1414240,6 wk,A-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.25,1572514,6 wk,A-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.3,1748636,6 wk,A-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.35,1803315,6 wk,A-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.4,1859738,6 wk,A-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.45,1917964,6 wk,A-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.5,2122969,6 wk,A-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.55,2122969,6 wk,A-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.6,2123279,6 wk,A-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.65,2170088,6 wk,A-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.7,2238243,6 wk,A-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.75,2297982,6 wk,A-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.8,2359315,6 wk,A-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.85,2422286,6 wk,A-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.9,2486937,6 wk,A-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.95,2625378,6 wk,A-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.975,2771525,6 wk,A-2022-02-25
"DE",2022-03-13,2022-04-23,"inc case","quantile",0.99,2925808,6 wk,A-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","point",NA,1915059,7 wk,A-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.01,686252,7 wk,A-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.025,795576,7 wk,A-2022-02-25
"DE",2022-03-13,2022-04-30,"inc case","quantile",0.05,923078,7 wk,A-2022-02-25
