location,scenario_id,sample,horizon,target_variable,age_id,value
PT,A,1,1 wk,inc hosp,adult,42
PT,A,1,2 wk,inc hosp,adult,38
PT,A,1,3 wk,inc hosp,adult,41
PT,A,1,4 wk,inc hosp,adult,31
PT,A,1,5 wk,inc hosp,adult,34
PT,A,1,6 wk,inc hosp,adult,39
PT,A,1,7 wk,inc hosp,adult,31
PT,A,1,8 wk,inc hosp,adult,21
PT,A,1,9 wk,inc hosp,adult,25
PT,A,1,10 wk,inc hosp,adult,15
PT,A,1,11 wk,inc hosp,adult,12
PT,A,1,12 wk,inc hosp,adult,10
PT,A,1,13 wk,inc hosp,adult,8
PT,A,1,14 wk,inc hosp,adult,2
PT,A,1,15 wk,inc hosp,adult,7
PT,A,1,16 wk,inc hosp,adult,3
PT,A,1,17 wk,inc hosp,adult,1
PT,A,1,18 wk,inc hosp,adult,3
PT,A,1,19 wk,inc hosp,adult,2
PT,A,1,20 wk,inc hosp,adult,1
PT,A,1,21 wk,inc hosp,adult,5
PT,A,1,22 wk,inc hosp,adult,2
PT,A,1,23 wk,inc hosp,adult,1
PT,A,1,24 wk,inc hosp,adult,3
PT,A,1,25 wk,inc hosp,adult,2
PT,A,1,26 wk,inc hosp,adult,1
PT,A,1,27 wk,inc hosp,adult,4
PT,A,1,28 wk,inc hosp,adult,1
PT,A,1,29 wk,inc hosp,adult,3
PT,A,1,30 wk,inc hosp,adult,6
PT,A,1,31 wk,inc hosp,adult,2
PT,A,1,32 wk,inc hosp,adult,8
PT,A,1,33 wk,inc hosp,adult,5
PT,A,1,34 wk,inc hosp,adult,3
PT,A,1,35 wk,inc hosp,adult,3
PT,A,1,36 wk,inc hosp,adult,4
PT,A,1,37 wk,inc hosp,adult,2
PT,A,1,38 wk,inc hosp,adult,6
PT,A,1,39 wk,inc hosp,adult,8
PT,A,1,40 wk,inc hosp,adult,4
PT,A,1,41 wk,inc hosp,adult,5
PT,A,1,42 wk,inc hosp,adult,8
PT,A,1,43 wk,inc hosp,adult,10
PT,A,1,44 wk,inc hosp,adult,16
PT,A,1,45 wk,inc hosp,adult,12
PT,A,1,46 wk,inc hosp,adult,11
PT,A,1,47 wk,inc hosp,adult,30
PT,A,1,48 wk,inc hosp,adult,12
PT,A,1,49 wk,inc hosp,adult,26
PT,A,1,50 wk,inc hosp,adult,28
PT,A,1,51 wk,inc hosp,adult,35
PT,A,1,52 wk,inc hosp,adult,46
PT,A,1,53 wk,inc hosp,adult,5
PT,A,2,1 wk,inc hosp,adult,33
PT,A,2,2 wk,inc hosp,adult,54
PT,A,2,3 wk,inc hosp,adult,28
PT,A,2,4 wk,inc hosp,adult,29
PT,A,2,5 wk,inc hosp,adult,24
PT,A,2,6 wk,inc hosp,adult,29
PT,A,2,7 wk,inc hosp,adult,19
PT,A,2,8 wk,inc hosp,adult,25
PT,A,2,9 wk,inc hosp,adult,12
PT,A,2,10 wk,inc hosp,adult,8
PT,A,2,11 wk,inc hosp,adult,12
PT,A,2,12 wk,inc hosp,adult,9
PT,A,2,13 wk,inc hosp,adult,13
PT,A,2,14 wk,inc hosp,adult,5
PT,A,2,15 wk,inc hosp,adult,4
PT,A,2,16 wk,inc hosp,adult,4
PT,A,2,17 wk,inc hosp,adult,1
PT,A,2,18 wk,inc hosp,adult,3
PT,A,2,19 wk,inc hosp,adult,4
PT,A,2,20 wk,inc hosp,adult,1
PT,A,2,21 wk,inc hosp,adult,1
PT,A,2,22 wk,inc hosp,adult,4
PT,A,2,23 wk,inc hosp,adult,1
PT,A,2,24 wk,inc hosp,adult,3
PT,A,2,25 wk,inc hosp,adult,1
PT,A,2,26 wk,inc hosp,adult,1
PT,A,2,27 wk,inc hosp,adult,4
PT,A,2,28 wk,inc hosp,adult,2
PT,A,2,29 wk,inc hosp,adult,1
PT,A,2,30 wk,inc hosp,adult,1
PT,A,2,31 wk,inc hosp,adult,2
PT,A,2,32 wk,inc hosp,adult,1
PT,A,2,33 wk,inc hosp,adult,2
PT,A,2,34 wk,inc hosp,adult,5
PT,A,2,35 wk,inc hosp,adult,3
PT,A,2,36 wk,inc hosp,adult,1
PT,A,2,37 wk,inc hosp,adult,4
PT,A,2,38 wk,inc hosp,adult,4
PT,A,2,39 wk,inc hosp,adult,4
PT,A,2,40 wk,inc hosp,adult,6
PT,A,2,41 wk,inc hosp,adult,3
PT,A,2,42 wk,inc hosp,adult,1
PT,A,2,43 wk,inc hosp,adult,3
PT,A,2,44 wk,inc hosp,adult,1
PT,A,2,45 wk,inc hosp,adult,7
PT,A,2,46 wk,inc hosp,adult,7
PT,A,2,47 wk,inc hosp,adult,15
PT,A,2,48 wk,inc hosp,adult,15
PT,A,2,49 wk,inc hosp,adult,15
PT,A,2,50 wk,inc hosp,adult,25
PT,A,2,51 wk,inc hosp,adult,21
PT,A,2,52 wk,inc hosp,adult,31
PT,A,2,53 wk,inc hosp,adult,2
PT,A,3,1 wk,inc hosp,adult,44
PT,A,3,2 wk,inc hosp,adult,40
PT,A,3,3 wk,inc hosp,adult,43
PT,A,3,4 wk,inc hosp,adult,40
PT,A,3,5 wk,inc hosp,adult,33
PT,A,3,6 wk,inc hosp,adult,28
PT,A,3,7 wk,inc hosp,adult,24
PT,A,3,8 wk,inc hosp,adult,21
PT,A,3,9 wk,inc hosp,adult,20
PT,A,3,10 wk,inc hosp,adult,20
PT,A,3,11 wk,inc hosp,adult,17
PT,A,3,12 wk,inc hosp,adult,12
PT,A,3,13 wk,inc hosp,adult,8
PT,A,3,14 wk,inc hosp,adult,11
PT,A,3,15 wk,inc hosp,adult,5
PT,A,3,16 wk,inc hosp,adult,7
PT,A,3,17 wk,inc hosp,adult,1
PT,A,3,18 wk,inc hosp,adult,4
PT,A,3,19 wk,inc hosp,adult,7
PT,A,3,20 wk,inc hosp,adult,2
PT,A,3,21 wk,inc hosp,adult,3
PT,A,3,22 wk,inc hosp,adult,4
PT,A,3,23 wk,inc hosp,adult,1
PT,A,3,24 wk,inc hosp,adult,4
PT,A,3,25 wk,inc hosp,adult,3
PT,A,3,26 wk,inc hosp,adult,3
PT,A,3,27 wk,inc hosp,adult,2
PT,A,3,28 wk,inc hosp,adult,2
PT,A,3,29 wk,inc hosp,adult,3
PT,A,3,30 wk,inc hosp,adult,4
PT,A,3,31 wk,inc hosp,adult,2
PT,A,3,32 wk,inc hosp,adult,3
PT,A,3,33 wk,inc hosp,adult,6
PT,A,3,34 wk,inc hosp,adult,7
PT,A,3,35 wk,inc hosp,adult,5
PT,A,3,36 wk,inc hosp,adult,7
PT,A,3,37 wk,inc hosp,adult,7
PT,A,3,38 wk,inc hosp,adult,6
PT,A,3,39 wk,inc hosp,adult,7
PT,A,3,40 wk,inc hosp,adult,1
