location,scenario_id,horizon,target_variable,sample,value
BE,C,13 wk,inc infection,2,227896
BE,C,14 wk,inc infection,2,203400
BE,C,15 wk,inc infection,2,187114
BE,C,16 wk,inc infection,2,135154
BE,C,17 wk,inc infection,2,103746
BE,C,18 wk,inc infection,2,93042
BE,C,19 wk,inc infection,2,94521
BE,C,20 wk,inc infection,2,107794
BE,C,21 wk,inc infection,2,134426
BE,C,22 wk,inc infection,2,172846
BE,C,23 wk,inc infection,2,213603
BE,C,24 wk,inc infection,2,246318
BE,C,25 wk,inc infection,2,256880
BE,C,26 wk,inc infection,2,246363
BE,C,27 wk,inc infection,2,224635
BE,C,28 wk,inc infection,2,201761
BE,C,29 wk,inc infection,2,185111
BE,C,30 wk,inc infection,2,175502
BE,C,31 wk,inc infection,2,171720
BE,C,32 wk,inc infection,2,172759
BE,C,33 wk,inc infection,2,177963
BE,C,34 wk,inc infection,2,186265
BE,C,35 wk,inc infection,2,196126
BE,C,36 wk,inc infection,2,205794
BE,C,37 wk,inc infection,2,212284
BE,C,38 wk,inc infection,2,213275
BE,C,39 wk,inc infection,2,210766
BE,C,40 wk,inc infection,2,206787
BE,C,41 wk,inc infection,2,203299
BE,C,42 wk,inc infection,2,198919
BE,C,43 wk,inc infection,2,196027
BE,C,44 wk,inc infection,2,195909
BE,C,45 wk,inc infection,2,195386
BE,C,46 wk,inc infection,2,198388
BE,C,47 wk,inc infection,2,199135
BE,C,48 wk,inc infection,2,202620
BE,C,49 wk,inc infection,2,204648
BE,C,50 wk,inc infection,2,205173
BE,C,51 wk,inc infection,2,204519
BE,C,52 wk,inc infection,2,202921
BE,C,1 wk,inc infection,3,134337
BE,C,2 wk,inc infection,3,134679
BE,C,3 wk,inc infection,3,139265
BE,C,4 wk,inc infection,3,147626
BE,C,5 wk,inc infection,3,156607
BE,C,6 wk,inc infection,3,166150
BE,C,7 wk,inc infection,3,136602
BE,C,8 wk,inc infection,3,113021
BE,C,9 wk,inc infection,3,98827
BE,C,10 wk,inc infection,3,90625
BE,C,11 wk,inc infection,3,86208
BE,C,12 wk,inc infection,3,84416
BE,C,13 wk,inc infection,3,86114
BE,C,14 wk,inc infection,3,90124
BE,C,15 wk,inc infection,3,98307
BE,C,16 wk,inc infection,3,153535
BE,C,17 wk,inc infection,3,241414
BE,C,18 wk,inc infection,3,332222
BE,C,19 wk,inc infection,3,377500
BE,C,20 wk,inc infection,3,360594
BE,C,21 wk,inc infection,3,305745
BE,C,22 wk,inc infection,3,243747
BE,C,23 wk,inc infection,3,196442
BE,C,24 wk,inc infection,3,162023
BE,C,25 wk,inc infection,3,140367
BE,C,26 wk,inc infection,3,127770
BE,C,27 wk,inc infection,3,122301
BE,C,28 wk,inc infection,3,124067
BE,C,29 wk,inc infection,3,132240
BE,C,30 wk,inc infection,3,144872
BE,C,31 wk,inc infection,3,161829
BE,C,32 wk,inc infection,3,178624
BE,C,33 wk,inc infection,3,194592
BE,C,34 wk,inc infection,3,206270
BE,C,35 wk,inc infection,3,211675
BE,C,36 wk,inc infection,3,212410
BE,C,37 wk,inc infection,3,209876
BE,C,38 wk,inc infection,3,202706
BE,C,39 wk,inc infection,3,193541
BE,C,40 wk,inc infection,3,185175
BE,C,41 wk,inc infection,3,179159
BE,C,42 wk,inc infection,3,174434
BE,C,43 wk,inc infection,3,172324
BE,C,44 wk,inc infection,3,171577
BE,C,45 wk,inc infection,3,172090
BE,C,46 wk,inc infection,3,174710
BE,C,47 wk,inc infection,3,176604
BE,C,48 wk,inc infection,3,179569
BE,C,49 wk,inc infection,3,184025
BE,C,50 wk,inc infection,3,187406
BE,C,51 wk,inc infection,3,189100
BE,C,52 wk,inc infection,3,188418
BE,C,1 wk,inc infection,4,170195
BE,C,2 wk,inc infection,4,190682
BE,C,3 wk,inc infection,4,211631
BE,C,4 wk,inc infection,4,230017
BE,C,5 wk,inc infection,4,243259
BE,C,6 wk,inc infection,4,243918
BE,C,7 wk,inc infection,4,199284
BE,C,8 wk,inc infection,4,164514
BE,C,9 wk,inc infection,4,145377
BE,C,10 wk,inc infection,4,134024
BE,C,11 wk,inc infection,4,127976
BE,C,12 wk,inc infection,4,126283
BE,C,13 wk,inc infection,4,127971
BE,C,14 wk,inc infection,4,131785
BE,C,15 wk,inc infection,4,140680
BE,C,16 wk,inc infection,4,199601
BE,C,17 wk,inc infection,4,285127
BE,C,18 wk,inc infection,4,351319
BE,C,19 wk,inc infection,4,366613
BE,C,20 wk,inc infection,4,334705
BE,C,21 wk,inc infection,4,285507
BE,C,22 wk,inc infection,4,238910
BE,C,23 wk,inc infection,4,203056
BE,C,24 wk,inc infection,4,181129
BE,C,25 wk,inc infection,4,166970
BE,C,26 wk,inc infection,4,162332
BE,C,27 wk,inc infection,4,163877
BE,C,28 wk,inc infection,4,173692
BE,C,29 wk,inc infection,4,187056
BE,C,30 wk,inc infection,4,200954
BE,C,31 wk,inc infection,4,212208
BE,C,32 wk,inc infection,4,222567
BE,C,33 wk,inc infection,4,228569
BE,C,34 wk,inc infection,4,230800
BE,C,35 wk,inc infection,4,228769
BE,C,36 wk,inc infection,4,225409
BE,C,37 wk,inc infection,4,219503
BE,C,38 wk,inc infection,4,213455
BE,C,39 wk,inc infection,4,209323
BE,C,40 wk,inc infection,4,206178
BE,C,41 wk,inc infection,4,204959
BE,C,42 wk,inc infection,4,203842
BE,C,43 wk,inc infection,4,205328
BE,C,44 wk,inc infection,4,208586
BE,C,45 wk,inc infection,4,210332
BE,C,46 wk,inc infection,4,212144
BE,C,47 wk,inc infection,4,213977
BE,C,48 wk,inc infection,4,214405
BE,C,49 wk,inc infection,4,215010
BE,C,50 wk,inc infection,4,215664
BE,C,51 wk,inc infection,4,215390
BE,C,52 wk,inc infection,4,212084
BE,C,1 wk,inc infection,5,147702
BE,C,2 wk,inc infection,5,157691
BE,C,3 wk,inc infection,5,170255
BE,C,4 wk,inc infection,5,183462
BE,C,5 wk,inc infection,5,195224
BE,C,6 wk,inc infection,5,201850
BE,C,7 wk,inc infection,5,184644
BE,C,8 wk,inc infection,5,175531
BE,C,9 wk,inc infection,5,175094
BE,C,10 wk,inc infection,5,177758
BE,C,11 wk,inc infection,5,181247
BE,C,12 wk,inc infection,5,185497
BE,C,13 wk,inc infection,5,188532
BE,C,14 wk,inc infection,5,190380
BE,C,15 wk,inc infection,5,193315
BE,C,16 wk,inc infection,5,215812
BE,C,17 wk,inc infection,5,237449
BE,C,18 wk,inc infection,5,245095
BE,C,19 wk,inc infection,5,236054
BE,C,20 wk,inc infection,5,218124
BE,C,21 wk,inc infection,5,198611
BE,C,22 wk,inc infection,5,179058
BE,C,23 wk,inc infection,5,166559
BE,C,24 wk,inc infection,5,157779
BE,C,25 wk,inc infection,5,154473
BE,C,26 wk,inc infection,5,155271
BE,C,27 wk,inc infection,5,159228
BE,C,28 wk,inc infection,5,164407
BE,C,29 wk,inc infection,5,172418
BE,C,30 wk,inc infection,5,180081
BE,C,31 wk,inc infection,5,185088
BE,C,32 wk,inc infection,5,189512
BE,C,33 wk,inc infection,5,192186
BE,C,34 wk,inc infection,5,192552
BE,C,35 wk,inc infection,5,191497
BE,C,36 wk,inc infection,5,190245
BE,C,37 wk,inc infection,5,188269
BE,C,38 wk,inc infection,5,184951
BE,C,39 wk,inc infection,5,182292
BE,C,40 wk,inc infection,5,179935
BE,C,41 wk,inc infection,5,177309
BE,C,42 wk,inc infection,5,177804
BE,C,43 wk,inc infection,5,179311
BE,C,44 wk,inc infection,5,180437
BE,C,45 wk,inc infection,5,184828
BE,C,46 wk,inc infection,5,184290
BE,C,47 wk,inc infection,5,185954
BE,C,48 wk,inc infection,5,185514
BE,C,49 wk,inc infection,5,186658
BE,C,50 wk,inc infection,5,186870
BE,C,51 wk,inc infection,5,187394
BE,C,52 wk,inc infection,5,186960
BE,C,1 wk,inc infection,6,138279
BE,C,2 wk,inc infection,6,153028
BE,C,3 wk,inc infection,6,173663
BE,C,4 wk,inc infection,6,195214
BE,C,5 wk,inc infection,6,214908
BE,C,6 wk,inc infection,6,230147
BE,C,7 wk,inc infection,6,209421
BE,C,8 wk,inc infection,6,185657
BE,C,9 wk,inc infection,6,170271
BE,C,10 wk,inc infection,6,159600
BE,C,11 wk,inc infection,6,152080
BE,C,12 wk,inc infection,6,145469
BE,C,13 wk,inc infection,6,141407
BE,C,14 wk,inc infection,6,140533
BE,C,15 wk,inc infection,6,144480
BE,C,16 wk,inc infection,6,175761
BE,C,17 wk,inc infection,6,218507
BE,C,18 wk,inc infection,6,256014
BE,C,19 wk,inc infection,6,281763
BE,C,20 wk,inc infection,6,287224
BE,C,21 wk,inc infection,6,273419
BE,C,22 wk,inc infection,6,249804
BE,C,23 wk,inc infection,6,223919
BE,C,24 wk,inc infection,6,201085
BE,C,25 wk,inc infection,6,182854
BE,C,26 wk,inc infection,6,170309
BE,C,27 wk,inc infection,6,163102
BE,C,28 wk,inc infection,6,161706
BE,C,29 wk,inc infection,6,163396
BE,C,30 wk,inc infection,6,168330
BE,C,31 wk,inc infection,6,175225
BE,C,32 wk,inc infection,6,182497
BE,C,33 wk,inc infection,6,190408
BE,C,34 wk,inc infection,6,198980
BE,C,35 wk,inc infection,6,203570
BE,C,36 wk,inc infection,6,208259
BE,C,37 wk,inc infection,6,212522
BE,C,38 wk,inc infection,6,211318
BE,C,39 wk,inc infection,6,209182
BE,C,40 wk,inc infection,6,207336
BE,C,41 wk,inc infection,6,202882
BE,C,42 wk,inc infection,6,201446
BE,C,43 wk,inc infection,6,197034
BE,C,44 wk,inc infection,6,193937
BE,C,45 wk,inc infection,6,191844
BE,C,46 wk,inc infection,6,189996
BE,C,47 wk,inc infection,6,191152
BE,C,48 wk,inc infection,6,194062
BE,C,49 wk,inc infection,6,195887
BE,C,50 wk,inc infection,6,197333
BE,C,51 wk,inc infection,6,196956
BE,C,52 wk,inc infection,6,197834
BE,C,1 wk,inc infection,7,184360
BE,C,2 wk,inc infection,7,204764
BE,C,3 wk,inc infection,7,223344
BE,C,4 wk,inc infection,7,231406
BE,C,5 wk,inc infection,7,230946
BE,C,6 wk,inc infection,7,221274
BE,C,7 wk,inc infection,7,150091
BE,C,8 wk,inc infection,7,93120
BE,C,9 wk,inc infection,7,67263
BE,C,10 wk,inc infection,7,53588
BE,C,11 wk,inc infection,7,46025
BE,C,12 wk,inc infection,7,43365
BE,C,13 wk,inc infection,7,44689
BE,C,14 wk,inc infection,7,48598
BE,C,15 wk,inc infection,7,59066
BE,C,16 wk,inc infection,7,152901
BE,C,17 wk,inc infection,7,424814
BE,C,18 wk,inc infection,7,681014
BE,C,19 wk,inc infection,7,558140
BE,C,20 wk,inc infection,7,336750
BE,C,21 wk,inc infection,7,204010
BE,C,22 wk,inc infection,7,136858
BE,C,23 wk,inc infection,7,105938
BE,C,24 wk,inc infection,7,95034
BE,C,25 wk,inc infection,7,98920
BE,C,26 wk,inc infection,7,117133
BE,C,27 wk,inc infection,7,150537
BE,C,28 wk,inc infection,7,196064
BE,C,29 wk,inc infection,7,244656
BE,C,30 wk,inc infection,7,276367
BE,C,31 wk,inc infection,7,276406
BE,C,32 wk,inc infection,7,250664
BE,C,33 wk,inc infection,7,222436
BE,C,34 wk,inc infection,7,198707
BE,C,35 wk,inc infection,7,182258
BE,C,36 wk,inc infection,7,173771
BE,C,37 wk,inc infection,7,173481
BE,C,38 wk,inc infection,7,182003
BE,C,39 wk,inc infection,7,194936
BE,C,40 wk,inc infection,7,208198
BE,C,41 wk,inc infection,7,218045
BE,C,42 wk,inc infection,7,222952
BE,C,43 wk,inc infection,7,221329
BE,C,44 wk,inc infection,7,214732
BE,C,45 wk,inc infection,7,207677
BE,C,46 wk,inc infection,7,200823
BE,C,47 wk,inc infection,7,197745
BE,C,48 wk,inc infection,7,196289
BE,C,49 wk,inc infection,7,196312
BE,C,50 wk,inc infection,7,201176
BE,C,51 wk,inc infection,7,204506
BE,C,52 wk,inc infection,7,207109
BE,C,1 wk,inc infection,8,172399
BE,C,2 wk,inc infection,8,181656
BE,C,3 wk,inc infection,8,189263
BE,C,4 wk,inc infection,8,196695
BE,C,5 wk,inc infection,8,199953
BE,C,6 wk,inc infection,8,200996
BE,C,7 wk,inc infection,8,209893
BE,C,8 wk,inc infection,8,220030
BE,C,9 wk,inc infection,8,227285
BE,C,10 wk,inc infection,8,230768
BE,C,11 wk,inc infection,8,230925
BE,C,12 wk,inc infection,8,225408
BE,C,13 wk,inc infection,8,218456
BE,C,14 wk,inc infection,8,211880
BE,C,15 wk,inc infection,8,205230
BE,C,16 wk,inc infection,8,186722
BE,C,17 wk,inc infection,8,176051
BE,C,18 wk,inc infection,8,172463
BE,C,19 wk,inc infection,8,171157
BE,C,20 wk,inc infection,8,174427
BE,C,21 wk,inc infection,8,177581
BE,C,22 wk,inc infection,8,183950
BE,C,23 wk,inc infection,8,189439
BE,C,24 wk,inc infection,8,194576
BE,C,25 wk,inc infection,8,196284
BE,C,26 wk,inc infection,8,196352
BE,C,27 wk,inc infection,8,195252
BE,C,28 wk,inc infection,8,192800
BE,C,29 wk,inc infection,8,191025
BE,C,30 wk,inc infection,8,189772
BE,C,31 wk,inc infection,8,188154
BE,C,32 wk,inc infection,8,187873
BE,C,33 wk,inc infection,8,188416
BE,C,34 wk,inc infection,8,189500
BE,C,35 wk,inc infection,8,189497
BE,C,36 wk,inc infection,8,190632
BE,C,37 wk,inc infection,8,191588
BE,C,38 wk,inc infection,8,193011
BE,C,39 wk,inc infection,8,194388
BE,C,40 wk,inc infection,8,195082
BE,C,41 wk,inc infection,8,195609
BE,C,42 wk,inc infection,8,194231
BE,C,43 wk,inc infection,8,193004
BE,C,44 wk,inc infection,8,192334
BE,C,45 wk,inc infection,8,190951
BE,C,46 wk,inc infection,8,190889
BE,C,47 wk,inc infection,8,191553
BE,C,48 wk,inc infection,8,193573
BE,C,49 wk,inc infection,8,194359
BE,C,50 wk,inc infection,8,194597
BE,C,51 wk,inc infection,8,195339
BE,C,52 wk,inc infection,8,195751
BE,C,1 wk,inc infection,9,104796
BE,C,2 wk,inc infection,9,110236
BE,C,3 wk,inc infection,9,119034
BE,C,4 wk,inc infection,9,131074
BE,C,5 wk,inc infection,9,147124
BE,C,6 wk,inc infection,9,166354
BE,C,7 wk,inc infection,9,197761
BE,C,8 wk,inc infection,9,242032
BE,C,9 wk,inc infection,9,285877
BE,C,10 wk,inc infection,9,321920
BE,C,11 wk,inc infection,9,343833
BE,C,12 wk,inc infection,9,348375
BE,C,13 wk,inc infection,9,335491
BE,C,14 wk,inc infection,9,310983
BE,C,15 wk,inc infection,9,280443
BE,C,16 wk,inc infection,9,234716
BE,C,17 wk,inc infection,9,198308
BE,C,18 wk,inc infection,9,170194
BE,C,19 wk,inc infection,9,149768
BE,C,20 wk,inc infection,9,135447
BE,C,21 wk,inc infection,9,125197
BE,C,22 wk,inc infection,9,119090
BE,C,23 wk,inc infection,9,114716
BE,C,24 wk,inc infection,9,115707
BE,C,25 wk,inc infection,9,119709
BE,C,26 wk,inc infection,9,125543
BE,C,27 wk,inc infection,9,133599
BE,C,28 wk,inc infection,9,143038
BE,C,29 wk,inc infection,9,153898
BE,C,30 wk,inc infection,9,165847
BE,C,31 wk,inc infection,9,179145
BE,C,32 wk,inc infection,9,191104
BE,C,33 wk,inc infection,9,201626
BE,C,34 wk,inc infection,9,209039
BE,C,35 wk,inc infection,9,214432
BE,C,36 wk,inc infection,9,216917
BE,C,37 wk,inc infection,9,216356
BE,C,38 wk,inc infection,9,214667
BE,C,39 wk,inc infection,9,210523
BE,C,40 wk,inc infection,9,206009
BE,C,41 wk,inc infection,9,200289
BE,C,42 wk,inc infection,9,194244
BE,C,43 wk,inc infection,9,187199
BE,C,44 wk,inc infection,9,182621
BE,C,45 wk,inc infection,9,178221
BE,C,46 wk,inc infection,9,175634
BE,C,47 wk,inc infection,9,172734
BE,C,48 wk,inc infection,9,171261
BE,C,49 wk,inc infection,9,171426
BE,C,50 wk,inc infection,9,172974
BE,C,51 wk,inc infection,9,173937
BE,C,52 wk,inc infection,9,175073
BE,C,1 wk,inc infection,10,130588
BE,C,2 wk,inc infection,10,134703
BE,C,3 wk,inc infection,10,142205
BE,C,4 wk,inc infection,10,150700
BE,C,5 wk,inc infection,10,161652
BE,C,6 wk,inc infection,10,171845
BE,C,7 wk,inc infection,10,174607
BE,C,8 wk,inc infection,10,178075
BE,C,9 wk,inc infection,10,184265
BE,C,10 wk,inc infection,10,188765
BE,C,11 wk,inc infection,10,191463
BE,C,12 wk,inc infection,10,192203
BE,C,13 wk,inc infection,10,192723
BE,C,14 wk,inc infection,10,190798
BE,C,15 wk,inc infection,10,189087
BE,C,16 wk,inc infection,10,189807
BE,C,17 wk,inc infection,10,189468
BE,C,18 wk,inc infection,10,188983
BE,C,19 wk,inc infection,10,186955
BE,C,20 wk,inc infection,10,183354
BE,C,21 wk,inc infection,10,179985
BE,C,22 wk,inc infection,10,176652
BE,C,23 wk,inc infection,10,173633
BE,C,24 wk,inc infection,10,171445
BE,C,25 wk,inc infection,10,168620
BE,C,26 wk,inc infection,10,168447
BE,C,27 wk,inc infection,10,168567
BE,C,28 wk,inc infection,10,168507
BE,C,29 wk,inc infection,10,168590
BE,C,30 wk,inc infection,10,170083
BE,C,31 wk,inc infection,10,172152
BE,C,32 wk,inc infection,10,174258
BE,C,33 wk,inc infection,10,176954
BE,C,34 wk,inc infection,10,179037
BE,C,35 wk,inc infection,10,180384
BE,C,36 wk,inc infection,10,181463
BE,C,37 wk,inc infection,10,181850
BE,C,38 wk,inc infection,10,181572
BE,C,39 wk,inc infection,10,181585
BE,C,40 wk,inc infection,10,181623
BE,C,41 wk,inc infection,10,180861
BE,C,42 wk,inc infection,10,180602
BE,C,43 wk,inc infection,10,179515
BE,C,44 wk,inc infection,10,177231
BE,C,45 wk,inc infection,10,176930
BE,C,46 wk,inc infection,10,176005
BE,C,47 wk,inc infection,10,175148
BE,C,48 wk,inc infection,10,175941
BE,C,49 wk,inc infection,10,175086
BE,C,50 wk,inc infection,10,177099
BE,C,51 wk,inc infection,10,177779
BE,C,52 wk,inc infection,10,179007
BE,C,1 wk,inc infection,11,186044
BE,C,2 wk,inc infection,11,206322
BE,C,3 wk,inc infection,11,226403
BE,C,4 wk,inc infection,11,242206
BE,C,5 wk,inc infection,11,248846
BE,C,6 wk,inc infection,11,245698
BE,C,7 wk,inc infection,11,203236
BE,C,8 wk,inc infection,11,184262
BE,C,9 wk,inc infection,11,182740
BE,C,10 wk,inc infection,11,181068
BE,C,11 wk,inc infection,11,178410
BE,C,12 wk,inc infection,11,172458
BE,C,13 wk,inc infection,11,169958
BE,C,14 wk,inc infection,11,169810
BE,C,15 wk,inc infection,11,175205
BE,C,16 wk,inc infection,11,245109
BE,C,17 wk,inc infection,11,343748
BE,C,18 wk,inc infection,11,393168
BE,C,19 wk,inc infection,11,367726
BE,C,20 wk,inc infection,11,308674
BE,C,21 wk,inc infection,11,251571
BE,C,22 wk,inc infection,11,210652
BE,C,23 wk,inc infection,11,186306
BE,C,24 wk,inc infection,11,175993
BE,C,25 wk,inc infection,11,176933
BE,C,26 wk,inc infection,11,185222
BE,C,27 wk,inc infection,11,200556
BE,C,28 wk,inc infection,11,219733
BE,C,29 wk,inc infection,11,238976
BE,C,30 wk,inc infection,11,252377
BE,C,31 wk,inc infection,11,258840
BE,C,32 wk,inc infection,11,255743
BE,C,33 wk,inc infection,11,249745
BE,C,34 wk,inc infection,11,242302
BE,C,35 wk,inc infection,11,233070
BE,C,36 wk,inc infection,11,227470
BE,C,37 wk,inc infection,11,226845
BE,C,38 wk,inc infection,11,225213
BE,C,39 wk,inc infection,11,225357
BE,C,40 wk,inc infection,11,229038
BE,C,41 wk,inc infection,11,235013
BE,C,42 wk,inc infection,11,239414
BE,C,43 wk,inc infection,11,241538
BE,C,44 wk,inc infection,11,241164
BE,C,45 wk,inc infection,11,239963
BE,C,46 wk,inc infection,11,238170
BE,C,47 wk,inc infection,11,236638
BE,C,48 wk,inc infection,11,232865
BE,C,49 wk,inc infection,11,232570
BE,C,50 wk,inc infection,11,231314
BE,C,51 wk,inc infection,11,230927
BE,C,52 wk,inc infection,11,232367
BE,C,1 wk,inc infection,12,158787
BE,C,2 wk,inc infection,12,162717
BE,C,3 wk,inc infection,12,169538
BE,C,4 wk,inc infection,12,175273
BE,C,5 wk,inc infection,12,179522
BE,C,6 wk,inc infection,12,182794
BE,C,7 wk,inc infection,12,184322
BE,C,8 wk,inc infection,12,190772
BE,C,9 wk,inc infection,12,199705
BE,C,10 wk,inc infection,12,207592
BE,C,11 wk,inc infection,12,213881
BE,C,12 wk,inc infection,12,217744
BE,C,13 wk,inc infection,12,218534
BE,C,14 wk,inc infection,12,216126
BE,C,15 wk,inc infection,12,212626
BE,C,16 wk,inc infection,12,206036
BE,C,17 wk,inc infection,12,197003
BE,C,18 wk,inc infection,12,188192
BE,C,19 wk,inc infection,12,180135
BE,C,20 wk,inc infection,12,172690
BE,C,21 wk,inc infection,12,167906
BE,C,22 wk,inc infection,12,165835
BE,C,23 wk,inc infection,12,165617
BE,C,24 wk,inc infection,12,165313
BE,C,25 wk,inc infection,12,168887
BE,C,26 wk,inc infection,12,173325
BE,C,27 wk,inc infection,12,177260
BE,C,28 wk,inc infection,12,180313
BE,C,29 wk,inc infection,12,184246
BE,C,30 wk,inc infection,12,185161
BE,C,31 wk,inc infection,12,185200
BE,C,32 wk,inc infection,12,185345
BE,C,33 wk,inc infection,12,184629
BE,C,34 wk,inc infection,12,184576
BE,C,35 wk,inc infection,12,185068
BE,C,36 wk,inc infection,12,184663
BE,C,37 wk,inc infection,12,183977
BE,C,38 wk,inc infection,12,183814
BE,C,39 wk,inc infection,12,183943
BE,C,40 wk,inc infection,12,183333
BE,C,41 wk,inc infection,12,184101
BE,C,42 wk,inc infection,12,186388
BE,C,43 wk,inc infection,12,187099
BE,C,44 wk,inc infection,12,187493
BE,C,45 wk,inc infection,12,187799
BE,C,46 wk,inc infection,12,187289
BE,C,47 wk,inc infection,12,186837
BE,C,48 wk,inc infection,12,187681
BE,C,49 wk,inc infection,12,186779
BE,C,50 wk,inc infection,12,187713
BE,C,51 wk,inc infection,12,188476
BE,C,52 wk,inc infection,12,189654
BE,C,1 wk,inc infection,13,95604
BE,C,2 wk,inc infection,13,83019
BE,C,3 wk,inc infection,13,78292
BE,C,4 wk,inc infection,13,79134
BE,C,5 wk,inc infection,13,86093
BE,C,6 wk,inc infection,13,98148
BE,C,7 wk,inc infection,13,116063
BE,C,8 wk,inc infection,13,138153
BE,C,9 wk,inc infection,13,163082
BE,C,10 wk,inc infection,13,183324
BE,C,11 wk,inc infection,13,196927
BE,C,12 wk,inc infection,13,201482
BE,C,13 wk,inc infection,13,197988
BE,C,14 wk,inc infection,13,186541
BE,C,15 wk,inc infection,13,174511
BE,C,16 wk,inc infection,13,163104
BE,C,17 wk,inc infection,13,155870
BE,C,18 wk,inc infection,13,151474
BE,C,19 wk,inc infection,13,149558
BE,C,20 wk,inc infection,13,148139
BE,C,21 wk,inc infection,13,148662
BE,C,22 wk,inc infection,13,148929
BE,C,23 wk,inc infection,13,153084
BE,C,24 wk,inc infection,13,157335
BE,C,25 wk,inc infection,13,160106
BE,C,26 wk,inc infection,13,160503
BE,C,27 wk,inc infection,13,161320
BE,C,28 wk,inc infection,13,162050
BE,C,29 wk,inc infection,13,162512
BE,C,30 wk,inc infection,13,162791
BE,C,31 wk,inc infection,13,163330
BE,C,32 wk,inc infection,13,162481
BE,C,33 wk,inc infection,13,163111
BE,C,34 wk,inc infection,13,161093
BE,C,35 wk,inc infection,13,160231
BE,C,36 wk,inc infection,13,160520
BE,C,37 wk,inc infection,13,160181
BE,C,38 wk,inc infection,13,160330
BE,C,39 wk,inc infection,13,160006
BE,C,40 wk,inc infection,13,159738
BE,C,41 wk,inc infection,13,159907
BE,C,42 wk,inc infection,13,161051
BE,C,43 wk,inc infection,13,161763
BE,C,44 wk,inc infection,13,162134
BE,C,45 wk,inc infection,13,163364
BE,C,46 wk,inc infection,13,164132
BE,C,47 wk,inc infection,13,163718
BE,C,48 wk,inc infection,13,164368
BE,C,49 wk,inc infection,13,165075
BE,C,50 wk,inc infection,13,165138
BE,C,51 wk,inc infection,13,163650
BE,C,52 wk,inc infection,13,162737
BE,C,1 wk,inc infection,14,151934
BE,C,2 wk,inc infection,14,161307
BE,C,3 wk,inc infection,14,174008
BE,C,4 wk,inc infection,14,189630
BE,C,5 wk,inc infection,14,204939
BE,C,6 wk,inc infection,14,217394
BE,C,7 wk,inc infection,14,192066
BE,C,8 wk,inc infection,14,170754
BE,C,9 wk,inc infection,14,159214
BE,C,10 wk,inc infection,14,151517
BE,C,11 wk,inc infection,14,145854
BE,C,12 wk,inc infection,14,142049
BE,C,13 wk,inc infection,14,141202
BE,C,14 wk,inc infection,14,141789
BE,C,15 wk,inc infection,14,145529
BE,C,16 wk,inc infection,14,185375
BE,C,17 wk,inc infection,14,238220
BE,C,18 wk,inc infection,14,286201
BE,C,19 wk,inc infection,14,315883
BE,C,20 wk,inc infection,14,317756
BE,C,21 wk,inc infection,14,295449
