location,scenario_id,horizon,target_variable,sample,value
BE,C,42 wk,inc death,7,122
BE,C,43 wk,inc death,7,69
BE,C,44 wk,inc death,7,51
BE,C,45 wk,inc death,7,49
BE,C,46 wk,inc death,7,34
BE,C,47 wk,inc death,7,28
BE,C,48 wk,inc death,7,36
BE,C,49 wk,inc death,7,38
BE,C,50 wk,inc death,7,40
BE,C,51 wk,inc death,7,38
BE,C,52 wk,inc death,7,64
BE,C,1 wk,inc death,8,78
BE,C,2 wk,inc death,8,80
BE,C,3 wk,inc death,8,56
BE,C,4 wk,inc death,8,58
BE,C,5 wk,inc death,8,49
BE,C,6 wk,inc death,8,60
BE,C,7 wk,inc death,8,41
BE,C,8 wk,inc death,8,35
BE,C,9 wk,inc death,8,44
BE,C,10 wk,inc death,8,65
BE,C,11 wk,inc death,8,113
BE,C,12 wk,inc death,8,174
BE,C,13 wk,inc death,8,190
BE,C,14 wk,inc death,8,222
BE,C,15 wk,inc death,8,176
BE,C,16 wk,inc death,8,125
BE,C,17 wk,inc death,8,117
BE,C,18 wk,inc death,8,74
BE,C,19 wk,inc death,8,64
BE,C,20 wk,inc death,8,55
BE,C,21 wk,inc death,8,53
BE,C,22 wk,inc death,8,46
BE,C,23 wk,inc death,8,52
BE,C,24 wk,inc death,8,54
BE,C,25 wk,inc death,8,60
BE,C,26 wk,inc death,8,62
BE,C,27 wk,inc death,8,83
BE,C,28 wk,inc death,8,86
BE,C,29 wk,inc death,8,133
BE,C,30 wk,inc death,8,152
BE,C,31 wk,inc death,8,167
BE,C,32 wk,inc death,8,199
BE,C,33 wk,inc death,8,225
BE,C,34 wk,inc death,8,242
BE,C,35 wk,inc death,8,251
BE,C,36 wk,inc death,8,283
BE,C,37 wk,inc death,8,233
BE,C,38 wk,inc death,8,203
BE,C,39 wk,inc death,8,195
BE,C,40 wk,inc death,8,120
BE,C,41 wk,inc death,8,105
BE,C,42 wk,inc death,8,71
BE,C,43 wk,inc death,8,64
BE,C,44 wk,inc death,8,50
BE,C,45 wk,inc death,8,47
BE,C,46 wk,inc death,8,31
BE,C,47 wk,inc death,8,59
BE,C,48 wk,inc death,8,33
BE,C,49 wk,inc death,8,37
BE,C,50 wk,inc death,8,47
BE,C,51 wk,inc death,8,51
BE,C,52 wk,inc death,8,68
BE,C,1 wk,inc death,9,88
BE,C,2 wk,inc death,9,74
BE,C,3 wk,inc death,9,59
BE,C,4 wk,inc death,9,50
BE,C,5 wk,inc death,9,50
BE,C,6 wk,inc death,9,34
BE,C,7 wk,inc death,9,52
BE,C,8 wk,inc death,9,52
BE,C,9 wk,inc death,9,54
BE,C,10 wk,inc death,9,69
BE,C,11 wk,inc death,9,99
BE,C,12 wk,inc death,9,125
BE,C,13 wk,inc death,9,203
BE,C,14 wk,inc death,9,184
BE,C,15 wk,inc death,9,205
BE,C,16 wk,inc death,9,189
BE,C,17 wk,inc death,9,138
BE,C,18 wk,inc death,9,105
BE,C,19 wk,inc death,9,102
BE,C,20 wk,inc death,9,82
BE,C,21 wk,inc death,9,58
BE,C,22 wk,inc death,9,60
BE,C,23 wk,inc death,9,62
BE,C,24 wk,inc death,9,56
BE,C,25 wk,inc death,9,55
BE,C,26 wk,inc death,9,62
BE,C,27 wk,inc death,9,69
BE,C,28 wk,inc death,9,78
BE,C,29 wk,inc death,9,99
BE,C,30 wk,inc death,9,146
BE,C,31 wk,inc death,9,146
BE,C,32 wk,inc death,9,138
BE,C,33 wk,inc death,9,186
BE,C,34 wk,inc death,9,227
BE,C,35 wk,inc death,9,249
BE,C,36 wk,inc death,9,279
BE,C,37 wk,inc death,9,234
BE,C,38 wk,inc death,9,190
BE,C,39 wk,inc death,9,155
BE,C,40 wk,inc death,9,119
BE,C,41 wk,inc death,9,110
BE,C,42 wk,inc death,9,98
BE,C,43 wk,inc death,9,69
BE,C,44 wk,inc death,9,43
BE,C,45 wk,inc death,9,42
BE,C,46 wk,inc death,9,33
BE,C,47 wk,inc death,9,45
BE,C,48 wk,inc death,9,30
BE,C,49 wk,inc death,9,49
BE,C,50 wk,inc death,9,43
BE,C,51 wk,inc death,9,55
BE,C,52 wk,inc death,9,56
BE,C,1 wk,inc death,10,79
BE,C,2 wk,inc death,10,86
BE,C,3 wk,inc death,10,69
BE,C,4 wk,inc death,10,69
BE,C,5 wk,inc death,10,54
BE,C,6 wk,inc death,10,49
BE,C,7 wk,inc death,10,39
BE,C,8 wk,inc death,10,45
BE,C,9 wk,inc death,10,49
BE,C,10 wk,inc death,10,72
BE,C,11 wk,inc death,10,99
BE,C,12 wk,inc death,10,133
BE,C,13 wk,inc death,10,183
BE,C,14 wk,inc death,10,182
BE,C,15 wk,inc death,10,223
BE,C,16 wk,inc death,10,198
BE,C,17 wk,inc death,10,197
BE,C,18 wk,inc death,10,145
BE,C,19 wk,inc death,10,132
BE,C,20 wk,inc death,10,109
BE,C,21 wk,inc death,10,96
BE,C,22 wk,inc death,10,76
BE,C,23 wk,inc death,10,75
BE,C,24 wk,inc death,10,53
BE,C,25 wk,inc death,10,68
BE,C,26 wk,inc death,10,65
BE,C,27 wk,inc death,10,56
BE,C,28 wk,inc death,10,92
BE,C,29 wk,inc death,10,103
BE,C,30 wk,inc death,10,109
BE,C,31 wk,inc death,10,107
BE,C,32 wk,inc death,10,96
BE,C,33 wk,inc death,10,86
BE,C,34 wk,inc death,10,125
BE,C,35 wk,inc death,10,180
BE,C,36 wk,inc death,10,252
BE,C,37 wk,inc death,10,259
BE,C,38 wk,inc death,10,233
BE,C,39 wk,inc death,10,234
BE,C,40 wk,inc death,10,188
BE,C,41 wk,inc death,10,131
BE,C,42 wk,inc death,10,118
BE,C,43 wk,inc death,10,83
BE,C,44 wk,inc death,10,57
BE,C,45 wk,inc death,10,27
BE,C,46 wk,inc death,10,25
BE,C,47 wk,inc death,10,33
BE,C,48 wk,inc death,10,24
BE,C,49 wk,inc death,10,26
BE,C,50 wk,inc death,10,42
BE,C,51 wk,inc death,10,38
BE,C,52 wk,inc death,10,38
BE,C,1 wk,inc death,11,106
BE,C,2 wk,inc death,11,101
BE,C,3 wk,inc death,11,83
BE,C,4 wk,inc death,11,67
BE,C,5 wk,inc death,11,58
BE,C,6 wk,inc death,11,51
BE,C,7 wk,inc death,11,43
BE,C,8 wk,inc death,11,54
BE,C,9 wk,inc death,11,60
BE,C,10 wk,inc death,11,73
BE,C,11 wk,inc death,11,78
BE,C,12 wk,inc death,11,106
BE,C,13 wk,inc death,11,182
BE,C,14 wk,inc death,11,253
BE,C,15 wk,inc death,11,231
BE,C,16 wk,inc death,11,218
BE,C,17 wk,inc death,11,197
BE,C,18 wk,inc death,11,154
BE,C,19 wk,inc death,11,115
BE,C,20 wk,inc death,11,102
BE,C,21 wk,inc death,11,83
BE,C,22 wk,inc death,11,64
BE,C,23 wk,inc death,11,74
BE,C,24 wk,inc death,11,47
BE,C,25 wk,inc death,11,69
BE,C,26 wk,inc death,11,78
BE,C,27 wk,inc death,11,59
BE,C,28 wk,inc death,11,97
BE,C,29 wk,inc death,11,135
BE,C,30 wk,inc death,11,166
BE,C,31 wk,inc death,11,167
BE,C,32 wk,inc death,11,181
BE,C,33 wk,inc death,11,173
BE,C,34 wk,inc death,11,215
BE,C,35 wk,inc death,11,227
BE,C,36 wk,inc death,11,300
BE,C,37 wk,inc death,11,304
BE,C,38 wk,inc death,11,319
BE,C,39 wk,inc death,11,230
BE,C,40 wk,inc death,11,217
BE,C,41 wk,inc death,11,172
BE,C,42 wk,inc death,11,121
BE,C,43 wk,inc death,11,91
BE,C,44 wk,inc death,11,71
BE,C,45 wk,inc death,11,50
BE,C,46 wk,inc death,11,33
BE,C,47 wk,inc death,11,37
BE,C,48 wk,inc death,11,24
BE,C,49 wk,inc death,11,37
BE,C,50 wk,inc death,11,53
BE,C,51 wk,inc death,11,55
BE,C,52 wk,inc death,11,60
BE,C,1 wk,inc death,12,96
BE,C,2 wk,inc death,12,75
BE,C,3 wk,inc death,12,56
BE,C,4 wk,inc death,12,60
BE,C,5 wk,inc death,12,61
BE,C,6 wk,inc death,12,55
BE,C,7 wk,inc death,12,45
BE,C,8 wk,inc death,12,47
BE,C,9 wk,inc death,12,35
BE,C,10 wk,inc death,12,56
BE,C,11 wk,inc death,12,71
BE,C,12 wk,inc death,12,105
BE,C,13 wk,inc death,12,218
BE,C,14 wk,inc death,12,249
BE,C,15 wk,inc death,12,241
BE,C,16 wk,inc death,12,241
BE,C,17 wk,inc death,12,179
BE,C,18 wk,inc death,12,148
BE,C,19 wk,inc death,12,101
BE,C,20 wk,inc death,12,73
BE,C,21 wk,inc death,12,54
BE,C,22 wk,inc death,12,59
BE,C,23 wk,inc death,12,38
BE,C,24 wk,inc death,12,43
BE,C,25 wk,inc death,12,36
BE,C,26 wk,inc death,12,39
BE,C,27 wk,inc death,12,68
BE,C,28 wk,inc death,12,90
BE,C,29 wk,inc death,12,93
BE,C,30 wk,inc death,12,144
BE,C,31 wk,inc death,12,126
BE,C,32 wk,inc death,12,153
BE,C,33 wk,inc death,12,180
BE,C,34 wk,inc death,12,236
BE,C,35 wk,inc death,12,276
BE,C,36 wk,inc death,12,306
BE,C,37 wk,inc death,12,257
BE,C,38 wk,inc death,12,253
BE,C,39 wk,inc death,12,217
BE,C,40 wk,inc death,12,155
BE,C,41 wk,inc death,12,133
BE,C,42 wk,inc death,12,110
BE,C,43 wk,inc death,12,66
BE,C,44 wk,inc death,12,54
BE,C,45 wk,inc death,12,47
BE,C,46 wk,inc death,12,46
BE,C,47 wk,inc death,12,39
BE,C,48 wk,inc death,12,36
BE,C,49 wk,inc death,12,44
BE,C,50 wk,inc death,12,25
BE,C,51 wk,inc death,12,38
BE,C,52 wk,inc death,12,38
BE,C,1 wk,inc death,13,88
BE,C,2 wk,inc death,13,91
BE,C,3 wk,inc death,13,65
BE,C,4 wk,inc death,13,59
BE,C,5 wk,inc death,13,52
BE,C,6 wk,inc death,13,46
BE,C,7 wk,inc death,13,45
BE,C,8 wk,inc death,13,43
BE,C,9 wk,inc death,13,47
BE,C,10 wk,inc death,13,75
BE,C,11 wk,inc death,13,110
BE,C,12 wk,inc death,13,161
BE,C,13 wk,inc death,13,216
BE,C,14 wk,inc death,13,246
BE,C,15 wk,inc death,13,253
BE,C,16 wk,inc death,13,182
BE,C,17 wk,inc death,13,168
BE,C,18 wk,inc death,13,117
BE,C,19 wk,inc death,13,87
BE,C,20 wk,inc death,13,87
BE,C,21 wk,inc death,13,58
BE,C,22 wk,inc death,13,49
BE,C,23 wk,inc death,13,51
BE,C,24 wk,inc death,13,58
BE,C,25 wk,inc death,13,59
BE,C,26 wk,inc death,13,51
BE,C,27 wk,inc death,13,64
BE,C,28 wk,inc death,13,86
BE,C,29 wk,inc death,13,119
BE,C,30 wk,inc death,13,151
BE,C,31 wk,inc death,13,196
BE,C,32 wk,inc death,13,178
BE,C,33 wk,inc death,13,201
BE,C,34 wk,inc death,13,243
BE,C,35 wk,inc death,13,269
BE,C,36 wk,inc death,13,257
BE,C,37 wk,inc death,13,244
BE,C,38 wk,inc death,13,201
BE,C,39 wk,inc death,13,162
BE,C,40 wk,inc death,13,154
BE,C,41 wk,inc death,13,99
BE,C,42 wk,inc death,13,107
BE,C,43 wk,inc death,13,88
BE,C,44 wk,inc death,13,59
BE,C,45 wk,inc death,13,55
BE,C,46 wk,inc death,13,36
BE,C,47 wk,inc death,13,42
BE,C,48 wk,inc death,13,45
BE,C,49 wk,inc death,13,60
BE,C,50 wk,inc death,13,44
BE,C,51 wk,inc death,13,43
BE,C,52 wk,inc death,13,51
BE,C,1 wk,inc death,14,71
BE,C,2 wk,inc death,14,73
BE,C,3 wk,inc death,14,66
BE,C,4 wk,inc death,14,57
BE,C,5 wk,inc death,14,52
BE,C,6 wk,inc death,14,42
BE,C,7 wk,inc death,14,52
BE,C,8 wk,inc death,14,47
BE,C,9 wk,inc death,14,59
BE,C,10 wk,inc death,14,67
BE,C,11 wk,inc death,14,102
BE,C,12 wk,inc death,14,148
BE,C,13 wk,inc death,14,215
BE,C,14 wk,inc death,14,211
BE,C,15 wk,inc death,14,177
BE,C,16 wk,inc death,14,133
BE,C,17 wk,inc death,14,98
BE,C,18 wk,inc death,14,67
BE,C,19 wk,inc death,14,73
BE,C,20 wk,inc death,14,62
BE,C,21 wk,inc death,14,57
BE,C,22 wk,inc death,14,42
BE,C,23 wk,inc death,14,38
BE,C,24 wk,inc death,14,66
BE,C,25 wk,inc death,14,50
BE,C,26 wk,inc death,14,67
BE,C,27 wk,inc death,14,59
BE,C,28 wk,inc death,14,67
BE,C,29 wk,inc death,14,105
BE,C,30 wk,inc death,14,121
BE,C,31 wk,inc death,14,146
BE,C,32 wk,inc death,14,162
BE,C,33 wk,inc death,14,152
BE,C,34 wk,inc death,14,147
BE,C,35 wk,inc death,14,149
BE,C,36 wk,inc death,14,192
BE,C,37 wk,inc death,14,187
BE,C,38 wk,inc death,14,177
BE,C,39 wk,inc death,14,166
BE,C,40 wk,inc death,14,131
BE,C,41 wk,inc death,14,113
BE,C,42 wk,inc death,14,97
BE,C,43 wk,inc death,14,73
BE,C,44 wk,inc death,14,58
BE,C,45 wk,inc death,14,47
BE,C,46 wk,inc death,14,35
BE,C,47 wk,inc death,14,38
BE,C,48 wk,inc death,14,28
BE,C,49 wk,inc death,14,31
BE,C,50 wk,inc death,14,58
BE,C,51 wk,inc death,14,50
BE,C,52 wk,inc death,14,55
BE,C,1 wk,inc death,15,83
BE,C,2 wk,inc death,15,78
BE,C,3 wk,inc death,15,57
BE,C,4 wk,inc death,15,53
BE,C,5 wk,inc death,15,43
BE,C,6 wk,inc death,15,51
BE,C,7 wk,inc death,15,43
BE,C,8 wk,inc death,15,45
BE,C,9 wk,inc death,15,40
BE,C,10 wk,inc death,15,64
BE,C,11 wk,inc death,15,82
BE,C,12 wk,inc death,15,119
BE,C,13 wk,inc death,15,161
BE,C,14 wk,inc death,15,183
BE,C,15 wk,inc death,15,154
BE,C,16 wk,inc death,15,145
BE,C,17 wk,inc death,15,113
BE,C,18 wk,inc death,15,74
BE,C,19 wk,inc death,15,76
BE,C,20 wk,inc death,15,61
BE,C,21 wk,inc death,15,50
BE,C,22 wk,inc death,15,46
BE,C,23 wk,inc death,15,61
BE,C,24 wk,inc death,15,45
BE,C,25 wk,inc death,15,67
BE,C,26 wk,inc death,15,59
BE,C,27 wk,inc death,15,51
BE,C,28 wk,inc death,15,97
BE,C,29 wk,inc death,15,113
BE,C,30 wk,inc death,15,133
BE,C,31 wk,inc death,15,145
BE,C,32 wk,inc death,15,178
BE,C,33 wk,inc death,15,159
BE,C,34 wk,inc death,15,194
BE,C,35 wk,inc death,15,223
BE,C,36 wk,inc death,15,232
BE,C,37 wk,inc death,15,222
BE,C,38 wk,inc death,15,203
BE,C,39 wk,inc death,15,191
BE,C,40 wk,inc death,15,185
BE,C,41 wk,inc death,15,123
BE,C,42 wk,inc death,15,89
BE,C,43 wk,inc death,15,68
BE,C,44 wk,inc death,15,56
BE,C,45 wk,inc death,15,37
BE,C,46 wk,inc death,15,31
BE,C,47 wk,inc death,15,31
