"scenario_id","horizon","location","sample","target_variable","value"
"B","10 wk","DE",3,"inc dose",258718
"B","10 wk","DE",3,"inc infection",349362
"B","11 wk","DE",3,"inc dose",301838
"B","11 wk","DE",3,"inc infection",472366
"B","12 wk","DE",3,"inc dose",301838
"B","12 wk","DE",3,"inc infection",758406
"B","13 wk","DE",3,"inc dose",301838
"B","13 wk","DE",3,"inc infection",1661288
"B","14 wk","DE",3,"inc dose",301838
"B","14 wk","DE",3,"inc infection",3530009
"B","15 wk","DE",3,"inc dose",301838
"B","15 wk","DE",3,"inc infection",5854721
"B","16 wk","DE",3,"inc dose",301838
"B","16 wk","DE",3,"inc infection",7062930
"B","17 wk","DE",3,"inc dose",301838
"B","17 wk","DE",3,"inc infection",6807823
"B","18 wk","DE",3,"inc dose",301838
"B","18 wk","DE",3,"inc infection",5614534
"B","19 wk","DE",3,"inc dose",301838
"B","19 wk","DE",3,"inc infection",4261486
"B","20 wk","DE",3,"inc dose",301838
"B","20 wk","DE",3,"inc infection",3251248
"B","21 wk","DE",3,"inc dose",301838
"B","21 wk","DE",3,"inc infection",2383302
"B","22 wk","DE",3,"inc dose",258718
"B","22 wk","DE",3,"inc infection",1804672
"B","23 wk","DE",3,"inc dose",0
"B","23 wk","DE",3,"inc infection",1249696
"B","24 wk","DE",3,"inc dose",0
"B","24 wk","DE",3,"inc infection",1016788
"B","25 wk","DE",3,"inc dose",0
"B","25 wk","DE",3,"inc infection",818089
"B","26 wk","DE",3,"inc dose",0
"B","26 wk","DE",3,"inc infection",748944
"B","27 wk","DE",3,"inc dose",0
"B","27 wk","DE",3,"inc infection",784608
"B","28 wk","DE",3,"inc dose",0
"B","28 wk","DE",3,"inc infection",800621
"B","29 wk","DE",3,"inc dose",0
"B","29 wk","DE",3,"inc infection",845019
"B","30 wk","DE",3,"inc dose",0
"B","30 wk","DE",3,"inc infection",993497
"B","31 wk","DE",3,"inc dose",0
"B","31 wk","DE",3,"inc infection",1334489
"B","32 wk","DE",3,"inc dose",0
"B","32 wk","DE",3,"inc infection",1687854
"B","33 wk","DE",3,"inc dose",0
"B","33 wk","DE",3,"inc infection",2267940
"B","34 wk","DE",3,"inc dose",0
"B","34 wk","DE",3,"inc infection",2924085
"B","35 wk","DE",3,"inc dose",0
"B","35 wk","DE",3,"inc infection",3473238
"B","36 wk","DE",3,"inc dose",0
"B","36 wk","DE",3,"inc infection",3339316
"B","37 wk","DE",3,"inc dose",0
"B","37 wk","DE",3,"inc infection",3118418
"B","38 wk","DE",3,"inc dose",0
"B","38 wk","DE",3,"inc infection",3131883
"B","39 wk","DE",3,"inc dose",0
"B","39 wk","DE",3,"inc infection",2916807
"B","40 wk","DE",3,"inc dose",0
"B","40 wk","DE",3,"inc infection",2598014
"B","41 wk","DE",3,"inc dose",0
"B","41 wk","DE",3,"inc infection",2349094
"B","42 wk","DE",3,"inc dose",0
"B","42 wk","DE",3,"inc infection",1981536
"B","43 wk","DE",3,"inc dose",0
"B","43 wk","DE",3,"inc infection",1627080
"B","44 wk","DE",3,"inc dose",0
"B","44 wk","DE",3,"inc infection",1339948
"B","1 wk","DE",4,"inc infection",26202
"B","1 wk","DE",4,"inc dose",0
"B","2 wk","DE",4,"inc infection",30933
"B","2 wk","DE",4,"inc dose",0
"B","3 wk","DE",4,"inc infection",33844
"B","3 wk","DE",4,"inc dose",0
"B","4 wk","DE",4,"inc infection",42942
"B","4 wk","DE",4,"inc dose",712
"B","5 wk","DE",4,"inc infection",49493
"B","5 wk","DE",4,"inc dose",0
"B","6 wk","DE",4,"inc infection",61866
"B","6 wk","DE",4,"inc dose",0
"B","7 wk","DE",4,"inc infection",88432
"B","7 wk","DE",4,"inc dose",0
"B","8 wk","DE",4,"inc infection",126280
"B","8 wk","DE",4,"inc dose",0
"B","9 wk","DE",4,"inc infection",168858
"B","9 wk","DE",4,"inc dose",0
"B","10 wk","DE",4,"inc infection",308967
"B","10 wk","DE",4,"inc dose",258718
"B","11 wk","DE",4,"inc infection",435974
"B","11 wk","DE",4,"inc dose",301838
"B","12 wk","DE",4,"inc infection",746761
"B","12 wk","DE",4,"inc dose",301838
"B","13 wk","DE",4,"inc infection",1569217
"B","13 wk","DE",4,"inc dose",301838
"B","14 wk","DE",4,"inc infection",3361151
"B","14 wk","DE",4,"inc dose",301838
"B","15 wk","DE",4,"inc infection",5602161
"B","15 wk","DE",4,"inc dose",301838
"B","16 wk","DE",4,"inc infection",7224146
"B","16 wk","DE",4,"inc dose",301838
"B","17 wk","DE",4,"inc infection",7153182
"B","17 wk","DE",4,"inc dose",301838
"B","18 wk","DE",4,"inc infection",5662936
"B","18 wk","DE",4,"inc dose",301838
"B","19 wk","DE",4,"inc infection",4263669
"B","19 wk","DE",4,"inc dose",301838
"B","20 wk","DE",4,"inc infection",3186470
"B","20 wk","DE",4,"inc dose",301838
"B","21 wk","DE",4,"inc infection",2344727
"B","21 wk","DE",4,"inc dose",301838
"B","22 wk","DE",4,"inc infection",1693677
"B","22 wk","DE",4,"inc dose",258718
"B","23 wk","DE",4,"inc infection",1297369
"B","23 wk","DE",4,"inc dose",0
"B","24 wk","DE",4,"inc infection",954194
"B","24 wk","DE",4,"inc dose",0
"B","25 wk","DE",4,"inc infection",834465
"B","25 wk","DE",4,"inc dose",0
"B","26 wk","DE",4,"inc infection",742030
"B","26 wk","DE",4,"inc dose",0
"B","27 wk","DE",4,"inc infection",737663
"B","27 wk","DE",4,"inc dose",0
"B","28 wk","DE",4,"inc infection",808263
"B","28 wk","DE",4,"inc dose",0
"B","29 wk","DE",4,"inc infection",806807
"B","29 wk","DE",4,"inc dose",0
"B","30 wk","DE",4,"inc infection",939274
"B","30 wk","DE",4,"inc dose",0
"B","31 wk","DE",4,"inc infection",1216943
"B","31 wk","DE",4,"inc dose",0
"B","32 wk","DE",4,"inc infection",1495341
"B","32 wk","DE",4,"inc dose",0
"B","33 wk","DE",4,"inc infection",2069241
"B","33 wk","DE",4,"inc dose",0
"B","34 wk","DE",4,"inc infection",2703187
"B","34 wk","DE",4,"inc dose",0
"B","35 wk","DE",4,"inc infection",3313478
"B","35 wk","DE",4,"inc dose",0
"B","36 wk","DE",4,"inc infection",3197388
"B","36 wk","DE",4,"inc dose",0
"B","37 wk","DE",4,"inc infection",3155173
"B","37 wk","DE",4,"inc dose",0
"B","38 wk","DE",4,"inc infection",3162452
"B","38 wk","DE",4,"inc dose",0
"B","39 wk","DE",4,"inc infection",2994321
"B","39 wk","DE",4,"inc dose",0
"B","40 wk","DE",4,"inc infection",2925177
"B","40 wk","DE",4,"inc dose",0
"B","41 wk","DE",4,"inc infection",2582002
"B","41 wk","DE",4,"inc dose",0
"B","42 wk","DE",4,"inc infection",2259934
"B","42 wk","DE",4,"inc dose",0
"B","43 wk","DE",4,"inc infection",1855984
"B","43 wk","DE",4,"inc dose",0
"B","44 wk","DE",4,"inc infection",1431655
"B","44 wk","DE",4,"inc dose",0
"B","1 wk","DE",5,"inc infection",31297
"B","1 wk","DE",5,"inc dose",0
"B","2 wk","DE",5,"inc infection",38575
"B","2 wk","DE",5,"inc dose",0
"B","3 wk","DE",5,"inc infection",47309
"B","3 wk","DE",5,"inc dose",0
"B","4 wk","DE",5,"inc infection",60774
"B","4 wk","DE",5,"inc dose",712
"B","5 wk","DE",5,"inc infection",63322
"B","5 wk","DE",5,"inc dose",0
"B","6 wk","DE",5,"inc infection",94255
"B","6 wk","DE",5,"inc dose",0
"B","7 wk","DE",5,"inc infection",141564
"B","7 wk","DE",5,"inc dose",0
"B","8 wk","DE",5,"inc infection",230360
"B","8 wk","DE",5,"inc dose",0
"B","9 wk","DE",5,"inc infection",335533
"B","9 wk","DE",5,"inc dose",0
"B","10 wk","DE",5,"inc infection",562254
"B","10 wk","DE",5,"inc dose",258718
"B","11 wk","DE",5,"inc infection",720195
"B","11 wk","DE",5,"inc dose",301838
"B","12 wk","DE",5,"inc infection",1128511
"B","12 wk","DE",5,"inc dose",301838
"B","13 wk","DE",5,"inc infection",2241738
"B","13 wk","DE",5,"inc dose",301838
"B","14 wk","DE",5,"inc infection",4176329
"B","14 wk","DE",5,"inc dose",301838
"B","15 wk","DE",5,"inc infection",6140761
"B","15 wk","DE",5,"inc dose",301838
"B","16 wk","DE",5,"inc infection",7081126
"B","16 wk","DE",5,"inc dose",301838
"B","17 wk","DE",5,"inc infection",6219731
"B","17 wk","DE",5,"inc dose",301838
"B","18 wk","DE",5,"inc infection",5157817
"B","18 wk","DE",5,"inc dose",301838
"B","19 wk","DE",5,"inc infection",3786208
"B","19 wk","DE",5,"inc dose",301838
"B","20 wk","DE",5,"inc infection",2885146
"B","20 wk","DE",5,"inc dose",301838
"B","21 wk","DE",5,"inc infection",2237371
"B","21 wk","DE",5,"inc dose",301838
"B","22 wk","DE",5,"inc infection",1647095
"B","22 wk","DE",5,"inc dose",258718
"B","23 wk","DE",5,"inc infection",1196200
"B","23 wk","DE",5,"inc dose",0
"B","24 wk","DE",5,"inc infection",959653
"B","24 wk","DE",5,"inc dose",0
"B","25 wk","DE",5,"inc infection",844291
"B","25 wk","DE",5,"inc dose",0
"B","26 wk","DE",5,"inc infection",804624
"B","26 wk","DE",5,"inc dose",0
"B","27 wk","DE",5,"inc infection",759134
"B","27 wk","DE",5,"inc dose",0
"B","28 wk","DE",5,"inc infection",831190
"B","28 wk","DE",5,"inc dose",0
"B","29 wk","DE",5,"inc infection",894512
"B","29 wk","DE",5,"inc dose",0
"B","30 wk","DE",5,"inc infection",1015333
"B","30 wk","DE",5,"inc dose",0
"B","31 wk","DE",5,"inc infection",1219855
"B","31 wk","DE",5,"inc dose",0
"B","32 wk","DE",5,"inc infection",1598330
"B","32 wk","DE",5,"inc dose",0
"B","33 wk","DE",5,"inc infection",2039399
"B","33 wk","DE",5,"inc dose",0
"B","34 wk","DE",5,"inc infection",2614390
"B","34 wk","DE",5,"inc dose",0
"B","35 wk","DE",5,"inc infection",3206486
"B","35 wk","DE",5,"inc dose",0
"B","36 wk","DE",5,"inc infection",3210489
"B","36 wk","DE",5,"inc dose",0
"B","37 wk","DE",5,"inc infection",3087484
"B","37 wk","DE",5,"inc dose",0
"B","38 wk","DE",5,"inc infection",3192293
"B","38 wk","DE",5,"inc dose",0
"B","39 wk","DE",5,"inc infection",3108956
"B","39 wk","DE",5,"inc dose",0
"B","40 wk","DE",5,"inc infection",2876412
"B","40 wk","DE",5,"inc dose",0
"B","41 wk","DE",5,"inc infection",2508490
"B","41 wk","DE",5,"inc dose",0
"B","42 wk","DE",5,"inc infection",2114003
"B","42 wk","DE",5,"inc dose",0
"B","43 wk","DE",5,"inc infection",1795210
"B","43 wk","DE",5,"inc dose",0
"B","44 wk","DE",5,"inc infection",1426560
"B","44 wk","DE",5,"inc dose",0
"C","1 wk","DE",1,"inc infection",25474
"C","1 wk","DE",1,"inc dose",0
"C","2 wk","DE",1,"inc infection",41851
"C","2 wk","DE",1,"inc dose",0
"C","3 wk","DE",1,"inc infection",48401
"C","3 wk","DE",1,"inc dose",0
"C","4 wk","DE",1,"inc infection",45490
"C","4 wk","DE",1,"inc dose",712
"C","5 wk","DE",1,"inc infection",62230
"C","5 wk","DE",1,"inc dose",0
"C","6 wk","DE",1,"inc infection",73875
"C","6 wk","DE",1,"inc dose",0
"C","7 wk","DE",1,"inc infection",105536
"C","7 wk","DE",1,"inc dose",0
"C","8 wk","DE",1,"inc infection",156485
"C","8 wk","DE",1,"inc dose",0
"C","9 wk","DE",1,"inc infection",252923
"C","9 wk","DE",1,"inc dose",0
"C","10 wk","DE",1,"inc infection",420326
"C","10 wk","DE",1,"inc dose",735169
"C","11 wk","DE",1,"inc infection",585181
"C","11 wk","DE",1,"inc dose",857697
"C","12 wk","DE",1,"inc infection",975302
"C","12 wk","DE",1,"inc dose",857697
"C","13 wk","DE",1,"inc infection",2119461
"C","13 wk","DE",1,"inc dose",857697
"C","14 wk","DE",1,"inc infection",4176693
"C","14 wk","DE",1,"inc dose",857697
"C","15 wk","DE",1,"inc infection",6447180
"C","15 wk","DE",1,"inc dose",857697
"C","16 wk","DE",1,"inc infection",7378083
"C","16 wk","DE",1,"inc dose",857697
"C","17 wk","DE",1,"inc infection",6624408
"C","17 wk","DE",1,"inc dose",857697
"C","18 wk","DE",1,"inc infection",5246249
"C","18 wk","DE",1,"inc dose",857697
"C","19 wk","DE",1,"inc infection",3940509
"C","19 wk","DE",1,"inc dose",857697
"C","20 wk","DE",1,"inc infection",2882962
"C","20 wk","DE",1,"inc dose",857697
"C","21 wk","DE",1,"inc infection",2263209
"C","21 wk","DE",1,"inc dose",857697
"C","22 wk","DE",1,"inc infection",1660196
"C","22 wk","DE",1,"inc dose",735169
"C","23 wk","DE",1,"inc infection",1211485
"C","23 wk","DE",1,"inc dose",0
"C","24 wk","DE",1,"inc infection",953466
"C","24 wk","DE",1,"inc dose",0
"C","25 wk","DE",1,"inc infection",766412
"C","25 wk","DE",1,"inc dose",0
"C","26 wk","DE",1,"inc infection",723106
"C","26 wk","DE",1,"inc dose",0
"C","27 wk","DE",1,"inc infection",684531
"C","27 wk","DE",1,"inc dose",0
"C","28 wk","DE",1,"inc infection",703818
"C","28 wk","DE",1,"inc dose",0
"C","29 wk","DE",1,"inc infection",764957
"C","29 wk","DE",1,"inc dose",0
"C","30 wk","DE",1,"inc infection",907613
"C","30 wk","DE",1,"inc dose",0
"C","31 wk","DE",1,"inc infection",1127056
"C","31 wk","DE",1,"inc dose",0
"C","32 wk","DE",1,"inc infection",1471322
"C","32 wk","DE",1,"inc dose",0
"C","33 wk","DE",1,"inc infection",1937866
"C","33 wk","DE",1,"inc dose",0
"C","34 wk","DE",1,"inc infection",2566353
"C","34 wk","DE",1,"inc dose",0
"C","35 wk","DE",1,"inc infection",3170822
"C","35 wk","DE",1,"inc dose",0
"C","36 wk","DE",1,"inc infection",3222498
"C","36 wk","DE",1,"inc dose",0
"C","37 wk","DE",1,"inc infection",3139525
"C","37 wk","DE",1,"inc dose",0
"C","38 wk","DE",1,"inc infection",3199935
"C","38 wk","DE",1,"inc dose",0
"C","39 wk","DE",1,"inc infection",3110411
"C","39 wk","DE",1,"inc dose",0
"C","40 wk","DE",1,"inc infection",2849118
"C","40 wk","DE",1,"inc dose",0
"C","41 wk","DE",1,"inc infection",2520499
"C","41 wk","DE",1,"inc dose",0
"C","42 wk","DE",1,"inc infection",2049225
"C","42 wk","DE",1,"inc dose",0
"C","43 wk","DE",1,"inc infection",1680576
"C","43 wk","DE",1,"inc dose",0
"C","44 wk","DE",1,"inc infection",1339584
"C","44 wk","DE",1,"inc dose",0
"C","1 wk","DE",2,"inc infection",26566
"C","1 wk","DE",2,"inc dose",0
"C","2 wk","DE",2,"inc infection",35300
"C","2 wk","DE",2,"inc dose",0
"C","3 wk","DE",2,"inc infection",40395
"C","3 wk","DE",2,"inc dose",0
"C","4 wk","DE",2,"inc infection",64050
"C","4 wk","DE",2,"inc dose",712
"C","5 wk","DE",2,"inc infection",73148
"C","5 wk","DE",2,"inc dose",0
"C","6 wk","DE",2,"inc infection",103717
"C","6 wk","DE",2,"inc dose",0
"C","7 wk","DE",2,"inc infection",167766
"C","7 wk","DE",2,"inc dose",0
"C","8 wk","DE",2,"inc infection",217623
"C","8 wk","DE",2,"inc dose",0
"C","9 wk","DE",2,"inc infection",363555
"C","9 wk","DE",2,"inc dose",0
"C","10 wk","DE",2,"inc infection",596098
"C","10 wk","DE",2,"inc dose",735169
"C","11 wk","DE",2,"inc infection",839560
"C","11 wk","DE",2,"inc dose",857697
"C","12 wk","DE",2,"inc infection",1317749
"C","12 wk","DE",2,"inc dose",857697
"C","13 wk","DE",2,"inc infection",2619849
"C","13 wk","DE",2,"inc dose",857697
"C","14 wk","DE",2,"inc infection",4673441
"C","14 wk","DE",2,"inc dose",857697
"C","15 wk","DE",2,"inc infection",6549077
"C","15 wk","DE",2,"inc dose",857697
"C","16 wk","DE",2,"inc infection",6884610
"C","16 wk","DE",2,"inc dose",857697
"C","17 wk","DE",2,"inc infection",6028674
"C","17 wk","DE",2,"inc dose",857697
"C","18 wk","DE",2,"inc infection",4700007
"C","18 wk","DE",2,"inc dose",857697
"C","19 wk","DE",2,"inc infection",3493618
"C","19 wk","DE",2,"inc dose",857697
"C","20 wk","DE",2,"inc infection",2607112
"C","20 wk","DE",2,"inc dose",857697
"C","21 wk","DE",2,"inc infection",2016836
"C","21 wk","DE",2,"inc dose",857697
"C","22 wk","DE",2,"inc infection",1474598
"C","22 wk","DE",2,"inc dose",735169
"C","23 wk","DE",2,"inc infection",1054272
"C","23 wk","DE",2,"inc dose",0
"C","24 wk","DE",2,"inc infection",828278
"C","24 wk","DE",2,"inc dose",0
"C","25 wk","DE",2,"inc infection",683803
"C","25 wk","DE",2,"inc dose",0
"C","26 wk","DE",2,"inc infection",658329
"C","26 wk","DE",2,"inc dose",0
"C","27 wk","DE",2,"inc infection",687078
"C","27 wk","DE",2,"inc dose",0
"C","28 wk","DE",2,"inc infection",681619
"C","28 wk","DE",2,"inc dose",0
"C","29 wk","DE",2,"inc infection",820272
"C","29 wk","DE",2,"inc dose",0
"C","30 wk","DE",2,"inc infection",1056819
"C","30 wk","DE",2,"inc dose",0
"C","31 wk","DE",2,"inc infection",1310834
"C","31 wk","DE",2,"inc dose",0
"C","32 wk","DE",2,"inc infection",1798121
"C","32 wk","DE",2,"inc dose",0
"C","33 wk","DE",2,"inc infection",2360375
"C","33 wk","DE",2,"inc dose",0
"C","34 wk","DE",2,"inc infection",2994685
"C","34 wk","DE",2,"inc dose",0
"C","35 wk","DE",2,"inc infection",3462684
"C","35 wk","DE",2,"inc dose",0
"C","36 wk","DE",2,"inc infection",3440121
"C","36 wk","DE",2,"inc dose",0
"C","37 wk","DE",2,"inc infection",3198480
"C","37 wk","DE",2,"inc dose",0
"C","38 wk","DE",2,"inc infection",3177008
"C","38 wk","DE",2,"inc dose",0
"C","39 wk","DE",2,"inc infection",2953926
"C","39 wk","DE",2,"inc dose",0
"C","40 wk","DE",2,"inc infection",2688266
"C","40 wk","DE",2,"inc dose",0
"C","41 wk","DE",2,"inc infection",2462636
"C","41 wk","DE",2,"inc dose",0
"C","42 wk","DE",2,"inc infection",2033940
"C","42 wk","DE",2,"inc dose",0
"C","43 wk","DE",2,"inc infection",1676936
"C","43 wk","DE",2,"inc dose",0
"C","44 wk","DE",2,"inc infection",1295914
"C","44 wk","DE",2,"inc dose",0
"C","1 wk","DE",3,"inc dose",0
"C","1 wk","DE",3,"inc infection",22563
"C","2 wk","DE",3,"inc dose",0
"C","2 wk","DE",3,"inc infection",28022
"C","3 wk","DE",3,"inc dose",0
"C","3 wk","DE",3,"inc infection",31661
"C","4 wk","DE",3,"inc dose",712
"C","4 wk","DE",3,"inc infection",30933
"C","5 wk","DE",3,"inc dose",0
"C","5 wk","DE",3,"inc infection",40395
"C","6 wk","DE",3,"inc dose",0
"C","6 wk","DE",3,"inc infection",69872
"C","7 wk","DE",3,"inc dose",0
"C","7 wk","DE",3,"inc infection",90252
"C","8 wk","DE",3,"inc dose",0
"C","8 wk","DE",3,"inc infection",136833
"C","9 wk","DE",3,"inc dose",0
"C","9 wk","DE",3,"inc infection",219079
"C","10 wk","DE",3,"inc dose",735169
"C","10 wk","DE",3,"inc infection",348998
"C","11 wk","DE",3,"inc dose",857697
"C","11 wk","DE",3,"inc infection",478553
"C","12 wk","DE",3,"inc dose",857697
"C","12 wk","DE",3,"inc infection",788611
"C","13 wk","DE",3,"inc dose",857697
"C","13 wk","DE",3,"inc infection",1656193
"C","14 wk","DE",3,"inc dose",857697
"C","14 wk","DE",3,"inc infection",3369885
"C","15 wk","DE",3,"inc dose",857697
"C","15 wk","DE",3,"inc infection",5738267
"C","16 wk","DE",3,"inc dose",857697
"C","16 wk","DE",3,"inc infection",6935195
"C","17 wk","DE",3,"inc dose",857697
"C","17 wk","DE",3,"inc infection",6654614
"C","18 wk","DE",3,"inc dose",857697
"C","18 wk","DE",3,"inc infection",5529741
"C","19 wk","DE",3,"inc dose",857697
"C","19 wk","DE",3,"inc infection",4153766
"C","20 wk","DE",3,"inc dose",857697
"C","20 wk","DE",3,"inc infection",3162452
"C","21 wk","DE",3,"inc dose",857697
"C","21 wk","DE",3,"inc infection",2374568
"C","22 wk","DE",3,"inc dose",735169
"C","22 wk","DE",3,"inc infection",1699135
"C","23 wk","DE",3,"inc dose",0
"C","23 wk","DE",3,"inc infection",1195472
"C","24 wk","DE",3,"inc dose",0
"C","24 wk","DE",3,"inc infection",911252
"C","25 wk","DE",3,"inc dose",0
"C","25 wk","DE",3,"inc infection",796254
"C","26 wk","DE",3,"inc dose",0
"C","26 wk","DE",3,"inc infection",743122
"C","27 wk","DE",3,"inc dose",0
"C","27 wk","DE",3,"inc infection",722742
"C","28 wk","DE",3,"inc dose",0
"C","28 wk","DE",3,"inc infection",782789
"C","29 wk","DE",3,"inc dose",0
"C","29 wk","DE",3,"inc infection",858120
"C","30 wk","DE",3,"inc dose",0
"C","30 wk","DE",3,"inc infection",1016788
"C","31 wk","DE",3,"inc dose",0
"C","31 wk","DE",3,"inc infection",1368334
"C","32 wk","DE",3,"inc dose",0
"C","32 wk","DE",3,"inc infection",1786476
"C","33 wk","DE",3,"inc dose",0
"C","33 wk","DE",3,"inc infection",2293414
"C","34 wk","DE",3,"inc dose",0
"C","34 wk","DE",3,"inc infection",2984496
"C","35 wk","DE",3,"inc dose",0
"C","35 wk","DE",3,"inc infection",3528190
"C","36 wk","DE",3,"inc dose",0
"C","36 wk","DE",3,"inc infection",3444852
"C","37 wk","DE",3,"inc dose",0
"C","37 wk","DE",3,"inc infection",3212309
"C","38 wk","DE",3,"inc dose",0
"C","38 wk","DE",3,"inc infection",3165727
"C","39 wk","DE",3,"inc dose",0
"C","39 wk","DE",3,"inc infection",2876048
"C","40 wk","DE",3,"inc dose",0
"C","40 wk","DE",3,"inc infection",2567809
"C","41 wk","DE",3,"inc dose",0
"C","41 wk","DE",3,"inc infection",2289775
"C","42 wk","DE",3,"inc dose",0
"C","42 wk","DE",3,"inc infection",1876000
"C","43 wk","DE",3,"inc dose",0
"C","43 wk","DE",3,"inc infection",1539739
"C","44 wk","DE",3,"inc dose",0
"C","44 wk","DE",3,"inc infection",1265709
"C","1 wk","DE",4,"inc infection",26202
"C","1 wk","DE",4,"inc dose",0
"C","2 wk","DE",4,"inc infection",30933
"C","2 wk","DE",4,"inc dose",0
"C","3 wk","DE",4,"inc infection",33844
"C","3 wk","DE",4,"inc dose",0
"C","4 wk","DE",4,"inc infection",42942
"C","4 wk","DE",4,"inc dose",712
"C","5 wk","DE",4,"inc infection",49493
"C","5 wk","DE",4,"inc dose",0
"C","6 wk","DE",4,"inc infection",61866
"C","6 wk","DE",4,"inc dose",0
"C","7 wk","DE",4,"inc infection",88432
"C","7 wk","DE",4,"inc dose",0
"C","8 wk","DE",4,"inc infection",126280
"C","8 wk","DE",4,"inc dose",0
"C","9 wk","DE",4,"inc infection",168858
"C","9 wk","DE",4,"inc dose",0
"C","10 wk","DE",4,"inc infection",308239
"C","10 wk","DE",4,"inc dose",735169
"C","11 wk","DE",4,"inc infection",447256
"C","11 wk","DE",4,"inc dose",857697
"C","12 wk","DE",4,"inc infection",722742
"C","12 wk","DE",4,"inc dose",857697
"C","13 wk","DE",4,"inc infection",1473142
"C","13 wk","DE",4,"inc dose",857697
"C","14 wk","DE",4,"inc infection",3137341
"C","14 wk","DE",4,"inc dose",857697
"C","15 wk","DE",4,"inc infection",5422749
"C","15 wk","DE",4,"inc dose",857697
"C","16 wk","DE",4,"inc infection",6983232
"C","16 wk","DE",4,"inc dose",857697
"C","17 wk","DE",4,"inc infection",6909356
"C","17 wk","DE",4,"inc dose",857697
"C","18 wk","DE",4,"inc infection",5828519
"C","18 wk","DE",4,"inc dose",857697
"C","19 wk","DE",4,"inc infection",4441989
"C","19 wk","DE",4,"inc dose",857697
"C","20 wk","DE",4,"inc infection",3277814
"C","20 wk","DE",4,"inc dose",857697
"C","21 wk","DE",4,"inc infection",2437526
"C","21 wk","DE",4,"inc dose",857697
"C","22 wk","DE",4,"inc infection",1764277
"C","22 wk","DE",4,"inc dose",735169
"C","23 wk","DE",4,"inc infection",1235503
"C","23 wk","DE",4,"inc dose",0
"C","24 wk","DE",4,"inc infection",928356
"C","24 wk","DE",4,"inc dose",0
"C","25 wk","DE",4,"inc infection",812630
"C","25 wk","DE",4,"inc dose",0
"C","26 wk","DE",4,"inc infection",707094
"C","26 wk","DE",4,"inc dose",0
"C","27 wk","DE",4,"inc infection",700907
"C","27 wk","DE",4,"inc dose",0
"C","28 wk","DE",4,"inc infection",698360
"C","28 wk","DE",4,"inc dose",0
"C","29 wk","DE",4,"inc infection",803168
"C","29 wk","DE",4,"inc dose",0
"C","30 wk","DE",4,"inc infection",883958
"C","30 wk","DE",4,"inc dose",0
"C","31 wk","DE",4,"inc infection",1072832
"C","31 wk","DE",4,"inc dose",0
"C","32 wk","DE",4,"inc infection",1423649
"C","32 wk","DE",4,"inc dose",0
"C","33 wk","DE",4,"inc infection",1965524
"C","33 wk","DE",4,"inc dose",0
"C","34 wk","DE",4,"inc infection",2630767
"C","34 wk","DE",4,"inc dose",0
"C","35 wk","DE",4,"inc infection",3245425
"C","35 wk","DE",4,"inc dose",0
"C","36 wk","DE",4,"inc infection",3357512
"C","36 wk","DE",4,"inc dose",0
"C","37 wk","DE",4,"inc infection",3316025
"C","37 wk","DE",4,"inc dose",0
"C","38 wk","DE",4,"inc infection",3416467
"C","38 wk","DE",4,"inc dose",0
"C","39 wk","DE",4,"inc infection",3230868
"C","39 wk","DE",4,"inc dose",0
"C","40 wk","DE",4,"inc infection",2940097
"C","40 wk","DE",4,"inc dose",0
"C","41 wk","DE",4,"inc infection",2529597
"C","41 wk","DE",4,"inc dose",0
"C","42 wk","DE",4,"inc infection",2139477
"C","42 wk","DE",4,"inc dose",0
"C","43 wk","DE",4,"inc infection",1686398
"C","43 wk","DE",4,"inc dose",0
"C","44 wk","DE",4,"inc infection",1354505
"C","44 wk","DE",4,"inc dose",0
"C","1 wk","DE",5,"inc infection",31297
"C","1 wk","DE",5,"inc dose",0
"C","2 wk","DE",5,"inc infection",38575
"C","2 wk","DE",5,"inc dose",0
"C","3 wk","DE",5,"inc infection",47309
"C","3 wk","DE",5,"inc dose",0
"C","4 wk","DE",5,"inc infection",60774
"C","4 wk","DE",5,"inc dose",712
"C","5 wk","DE",5,"inc infection",63322
"C","5 wk","DE",5,"inc dose",0
"C","6 wk","DE",5,"inc infection",94255
"C","6 wk","DE",5,"inc dose",0
"C","7 wk","DE",5,"inc infection",141564
"C","7 wk","DE",5,"inc dose",0
"C","8 wk","DE",5,"inc infection",230360
"C","8 wk","DE",5,"inc dose",0
"C","9 wk","DE",5,"inc infection",335533
"C","9 wk","DE",5,"inc dose",0
"C","10 wk","DE",5,"inc infection",560798
"C","10 wk","DE",5,"inc dose",735169
"C","11 wk","DE",5,"inc infection",699087
"C","11 wk","DE",5,"inc dose",857697
"C","12 wk","DE",5,"inc infection",1120505
"C","12 wk","DE",5,"inc dose",857697
"C","13 wk","DE",5,"inc infection",2239554
"C","13 wk","DE",5,"inc dose",857697
"C","14 wk","DE",5,"inc infection",4169050
"C","14 wk","DE",5,"inc dose",857697
"C","15 wk","DE",5,"inc infection",6029765
"C","15 wk","DE",5,"inc dose",857697
"C","16 wk","DE",5,"inc infection",6767792
"C","16 wk","DE",5,"inc dose",857697
"C","17 wk","DE",5,"inc infection",6152042
"C","17 wk","DE",5,"inc dose",857697
"C","18 wk","DE",5,"inc infection",5020256
"C","18 wk","DE",5,"inc dose",857697
"C","19 wk","DE",5,"inc infection",3714152
"C","19 wk","DE",5,"inc dose",857697
